FacilityID,OrgFacilityID,ParentRecAreaID,FacilityName,FacilityLongitude,FacilityLatitude,NumberofCampsites,ActivityName,NumberofReservations,PostalCode,AddressStateCode,demand,Cluster
231958,131,1067.0,ARROYO SECO,-121.47861100000001,36.239722,40,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING",7244,CA,93927,181.1,8
231959,131,1067.0,PLASKETT CREEK CAMPGROUND,-121.465,35.91722199999999,40,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING",14881,CA,93920,372.025,5
231960,131,1067.0,SAGE HILL,-119.79111100000001,34.539167,5,"CAMPING,FISHING,HIKING,HUNTING,HORSEBACK RIDING,SWIMMING SITE",688,CA,93105,137.6,1
231961,131,1067.0,UPPER OSO CAMPGROUND,-119.75388899999999,34.555833,8,"CAMPING,FISHING,BIKING,HIKING,HORSEBACK RIDING,SWIMMING SITE",1494,CA,93105,186.75,8
231963,131,1070.0,LAKES BASIN,-120.65777800000001,39.666667,25,"BOATING,CAMPING,FISHING,HIKING,PICNICKING,BIRDING,MOUNTAIN BIKING,HORSEBACK RIDING,OFF ROAD VEHICLE TRAILS,SWIMMING SITE",2047,CA,96103,81.88,0
231964,131,1071.0,Big Pine Equestrian Group Campground,-116.685556,34.316944,1,"BOATING,CAMPING,FISHING,BIKING,HIKING",74,CA,,74.0,7
231965,131,1071.0,BLUFF MESA GROUP CAMP,-116.975,34.223333000000004,1,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,SWIMMING SITE,CLIMBING",154,CA,,154.0,1
231966,131,1071.0,BOULDER GROUP CAMP,-116.975,34.223333000000004,1,"BOATING,CAMPING,FISHING,BIKING,HIKING,WATER SPORTS,SWIMMING SITE",126,CA,,126.0,2
231967,131,1071.0,BUTTERCUP GROUP CAMP,-116.880278,34.235278,1,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE",165,CA,,165.0,1
231968,131,1071.0,DEER GROUP CAMP,-116.91416699999999,34.225,1,"BOATING,CAMPING,FISHING,BIKING,HIKING,WATER SPORTS,SWIMMING SITE",125,CA,,125.0,1
231969,131,1071.0,FERN BASIN,-116.737778,33.788610999999996,22,"CAMPING,FISHING,HIKING,MOUNTAIN BIKING,HORSEBACK RIDING,LOOKOUT TOWER",2291,CA,92549,104.13636363636364,4
231970,131,1071.0,GRAYS PEAK GROUP CAMP,-116.970556,34.273333,1,"BOATING,CAMPING,FISHING,BIKING,FIRE LOOKOUTS/CABINS OVERNIGHT,HIKING,INTERPRETIVE PROGRAMS",81,CA,,81.0,6
231971,131,1071.0,IRONWOOD GROUP CAMP,-117.011944,34.303889,1,"BOATING,CAMPING,FISHING,BIKING,HIKING",108,CA,,108.0,4
231972,131,1071.0,JUNIPER SPRINGS GROUP CAMP,-116.71638899999999,34.219722,1,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING",112,CA,,112.0,4
231973,131,1071.0,MARION MOUNTAIN,-116.731944,33.791667,25,"CAMPING,FISHING,BIKING,FIRE LOOKOUTS/CABINS OVERNIGHT,HIKING,HORSEBACK RIDING",2917,CA,92549,116.68,4
231974,131,1071.0,TANGLEWOOD GROUP CAMP,-116.86444399999999,34.292221999999995,1,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,SWIMMING SITE",125,CA,,125.0,1
231975,131,1071.0,BARTON FLATS,-116.874444,34.172222,52,"BOATING,CAMPING,FISHING,BIKING,HIKING,WATER SPORTS,INTERPRETIVE PROGRAMS",11220,CA,,215.76923076923077,8
231976,131,1071.0,SAN GORGONIO,-116.86638899999998,34.174444,54,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,DAY USE AREA,INTERPRETIVE PROGRAMS",8920,CA,92305,165.1851851851852,8
231977,131,1077.0,PROSSER RANCH GROUP,-120.1552,39.378797,1,"BOATING,CAMPING,FISHING,BIKING,HIKING,WATER ACCESS,MOUNTAIN BIKING,SWIMMING,KAYAKING,CANOEING",163,CA,96161,163.0,1
231978,131,1110.0,SANDBEACH,-123.959722,45.283889,122,"FISHING,WILDLIFE VIEWING,HIKING,OFF ROAD VEHICLE TRAILS,SWIMMING",10685,OR,97122,87.58196721311475,7
231979,131,1112.0,BROKEN ARROW CAMPGROUND,-122.143056,43.134722,189,"CAMPING,BIKING,HIKING",6045,OR,97447,31.984126984126984,7
231980,131,1112.0,DIAMOND LAKE,-122.13305600000001,43.161111,238,"BOATING,FISHING,BIKING,HIKING,SWIMMING,KAYAKING,CANOEING",36858,OR,97447,154.8655462184874,4
231981,131,1112.0,POOLE CREEK,-122.197222,43.312778,61,"BOATING,FISHING,BIKING,HIKING,SWIMMING,KAYAKING,CANOEING",2873,OR,97447,47.09836065573771,6
231983,131,1114.0,ROARING RIVER (GROUP),-122.102222,43.935833,1,"CAMPING,FISHING",108,OR,97413,108.0,2
231984,131,1114.0,HORSE CREEK GROUP CAMPGROUND,-122.153333,44.162222,1,"CAMPING,FISHING",97,OR,97413,97.0,2
231985,131,1114.0,MCKENZIE BRIDGE,-122.175,44.175,19,"FISHING,KAYAKING,RAFTING",2339,OR,97408,123.10526315789474,4
231986,131,1114.0,PARADISE IN OREGON,-122.09611100000001,44.186111,60,"FISHING,BIKING,HIKING,DAY USE AREA,WHITEWATER RAFTING",7355,OR,,122.58333333333333,1
231987,131,1116.0,EAST SULLIVAN,-117.28277800000001,48.861389,39,"BOATING,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,PHOTOGRAPHY,WATER ACCESS,MOUNTAIN BIKING,KAYAKING,CANOEING,SWIMMING SITE,PADDLING,PADDLE BOATING,NON-MOTORIZED BOATING,MOTOR BOAT,BEACHCOMBING,SAILING,SNORKELING",2279,WA,99153,58.43589743589744,0
231988,131,1116.0,NOISY CREEK,-117.27861100000001,48.783889,19,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,DAY USE AREA,MOUNTAIN BIKING,WATER SPORTS,KAYAKING,CANOEING,SWIMMING SITE",1326,WA,99153,69.78947368421052,3
231989,131,1116.0,WEST SULLIVAN,-117.28833300000001,48.861389,6,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,WATER SPORTS,HISTORIC & CULTURAL SITE,SWIMMING SITE,VISITOR CENTER",785,WA,99153,130.83333333333334,0
232018,131,1118.0,Beckler River Campground,-121.332222,47.735833,28,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING",3360,WA,,120.0,4
232020,131,1071.0,BLACK MOUNTAIN (SAN BERNARDINO),-116.73888899999999,33.834167,1,"CAMPING,FISHING,FIRE LOOKOUTS/CABINS OVERNIGHT,HIKING,PICNICKING,CLIMBING",151,CA,92549,151.0,2
232021,131,1063.0,BLACK OAK,-120.5875,38.904167,4,"BOATING,CAMPING,FISHING,HIKING,KAYAKING,CANOEING,SWIMMING SITE",294,CA,,73.5,6
232022,131,1071.0,BOULDER BASIN,-116.75388899999999,33.826389,35,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,BACKPACKING,MOUNTAIN BIKING,HORSEBACK RIDING",1902,CA,92549,54.34285714285714,7
232023,131,1118.0,Boulder Creek Campground,-121.693611,48.714166999999996,14,,1056,WA,,75.42857142857143,7
232030,131,1071.0,COON CREEK GROUP CAMPGROUND,-116.70944399999999,34.148889000000004,1,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING",99,CA,92305,99.0,7
232031,131,1071.0,COUNCIL,-116.881667,34.171389000000005,1,"CAMPING,FISHING,HIKING,DAY USE AREA,INTERPRETIVE PROGRAMS",133,CA,92305,133.0,1
232032,131,1077.0,COYOTE GROUP,-120.410556,39.135556,4,"BOATING,CAMPING,FISHING,BIKING,HIKING,SWIMMING SITE",333,CA,95631,83.25,0
232033,131,1118.0,The Dalles Campground,-121.583056,47.078333,43,CAMPING,4718,WA,,109.72093023255815,4
232035,131,1118.0,Denny Creek Campground,-121.442778,47.411944,34,"CAMPING,FISHING,HIKING",6202,WA,,182.41176470588235,8
232037,131,1071.0,DOGWOOD                                      ,-117.209167,34.235278,87,"BOATING,CAMPING,FISHING,DAY USE AREA",25685,CA,92333,295.2298850574713,9
232038,131,1118.0,Douglas Fir Campground,-121.918056,48.902221999999995,25,"FISHING,HIKING,WHITEWATER RAFTING",4532,WA,,181.28,9
232043,131,1118.0,Excelsior Group Camp,-121.817778,48.906389000000004,2,"FISHING,HIKING",171,WA,,85.5,2
232045,131,1077.0,FORBES CREEK,-120.781944,39.131111,2,"BOATING,CAMPING,FISHING,BIKING,HIKING,SWIMMING SITE",190,CA,95631,95.0,2
232047,131,1077.0,FRENCH MEADOWS,-120.42388899999999,39.113889,69,"BOATING,CAMPING,FISHING,BIKING,HIKING,PHOTOGRAPHY,AUTO TOURING,SWIMMING,CANOEING,PADDLING",5492,CA,95631 ,79.59420289855072,7
232048,131,1077.0,GATES GROUP,-120.409167,39.141389000000004,3,"BOATING,CAMPING,FISHING,BIKING,HIKING,PICNICKING,SWIMMING SITE",242,CA,95631,80.66666666666667,2
232049,131,1063.0,GERLE CREEK,-120.391667,38.975,50,"CAMPING,FISHING,HIKING,SWIMMING SITE",5228,CA,,104.56,0
232051,131,1118.0,Gold Basin Campground,-121.7375,48.078333,93,"CAMPING,FISHING,DAY USE AREA",1457,WA,,15.666666666666666,7
232052,131,1064.0,GRAYS MEADOWS,-118.295,36.768889,31,"CAMPING,FISHING,HIKING",5476,CA,,176.6451612903226,8
232053,131,1029.0,GREEN CREEK GROUP,-119.27611100000001,38.110833,2,"CAMPING,FISHING,HIKING",279,CA,93517,139.5,2
232054,131,1071.0,GREEN VALLEY,-117.061944,34.244721999999996,26,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE",6003,CA,92333,230.8846153846154,9
232057,131,1071.0,HEART BAR EQUESTRIAN,-116.78583300000001,34.158611,1,"CAMPING,BIKING,HIKING,HORSEBACK RIDING,HORSE CAMPING",52,CA,,52.0,2
232058,131,1029.0,HONEYMOON FLAT,-119.32,38.201389,28,"CAMPING,FISHING",2242,CA,93517,80.07142857142857,0
232059,131,1118.0,Horseshoe Cove Campground,-121.67638899999999,48.671944,41,"BOATING,FISHING,HIKING,SWIMMING SITE",5384,WA,,131.3170731707317,9
232061,131,1063.0,ICE HOUSE,-120.35888899999999,38.823333,82,"BOATING,CAMPING,BIKING,HIKING,WATER ACTIVITIES",9450,CA,,115.2439024390244,2
232064,131,16822.0,KACHESS,-121.243425,47.354836,148,"FISHING,BIKING,HIKING,PICNICKING,BIRDING,KAYAKING,MOTOR BOAT",18100,WA,98925,122.29729729729729,4
232068,131,1071.0,LOBO GROUP,-116.8625,34.175556,1,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,DAY USE AREA,INTERPRETIVE PROGRAMS",128,CA,92305,128.0,2
232069,131,1064.0,LONE PINE,-118.18480600000001,36.597611,28,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING",8849,CA,93545,316.0357142857143,9
232070,131,1063.0,LOON LAKE,-120.33,38.983333,65,"CAMPING,FISHING,HIKING",7237,CA,,111.33846153846154,9
232072,131,1118.0,Miller River Group Camp,-121.3925,47.691111,1,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING",71,WA,,71.0,2
232074,131,1118.0,Money Creek Campground,-121.395556,47.721111,23,"CAMPING,FISHING,BIKING,HIKING",2801,WA,,121.78260869565217,4
232077,131,1064.0,ONION VALLEY,-118.345556,36.774722,31,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING",6534,CA,,210.7741935483871,9
232079,131,1029.0,PAHA,-119.325,38.179167,21,"CAMPING,FISHING,HIKING,INTERPRETIVE PROGRAMS",2927,CA,93517,139.38095238095238,2
232081,131,1118.0,Panorama Point Campground,-121.67222199999999,48.72277800000001,14,"BOATING,CAMPING,FISHING,HIKING",2324,WA,,166.0,1
232082,131,1118.0,Park Creek Campground,-121.67222199999999,48.72277800000001,9,"FISHING,HIKING",875,WA,,97.22222222222223,7
232083,131,1063.0,SUNSET-UNION VALLEY,-120.405,38.865833,184,"BOATING,CAMPING,FISHING,BIKING,HIKING,SWIMMING SITE,SAILING",7097,CA,,38.57065217391305,6
232090,131,1029.0,ROBINSON CREEK NORTH,-119.3175,38.186111,8,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING",1197,CA,93517,149.625,2
232094,131,16822.0,SALMON LA SAC,-121.098611,47.398333,66,"CAMPING,FISHING,HIKING,DAY USE AREA,PHOTOGRAPHY,WATER ACCESS,SWIMMING,BERRY PICKING",7058,WA,98940,106.93939393939394,2
232096,131,1118.0,Shannon Creek Campground,-121.596667,48.740278,20,"BOATING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE",2555,WA,,127.75,4
232099,131,1118.0,Silver Fir Campground,-121.70166699999999,48.903056,19,"FISHING,HIKING",2937,WA,,154.57894736842104,1
232100,131,1071.0,SKYLINE,-116.783056,34.155556,1,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING",105,CA,,105.0,2
232107,131,1063.0,STUMPY MEADOWS,-120.59166699999999,38.904167,39,"BOATING,CAMPING,FISHING,HIKING",3278,CA,,84.05128205128206,7
232113,131,1118.0,Tinkham Campground,-121.581667,47.405833,47,"CAMPING,FISHING,BIKING,HIKING",4377,WA,,93.12765957446808,7
232117,131,1029.0,TRUMBULL LAKE,-119.257222,38.050556,29,"BOATING,CAMPING,FISHING",3595,CA,93517,123.96551724137932,2
232118,131,1118.0,Turlo Campground,-121.790278,48.095556,18,CAMPING,2324,WA,,129.11111111111111,4
232119,131,1029.0,LOWER TWIN LAKES AT BRIDGEPORT,-119.331111,38.172778,14,"CAMPING,FISHING",2442,CA,93517,174.42857142857142,2
232120,131,1118.0,Verlot Campground,-121.784722,48.091667,26,CAMPING,3753,WA,,144.34615384615384,8
232121,131,1063.0,WENCH CREEK,-120.377222,38.890278,2,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,WATER SPORTS,SWIMMING SITE",145,CA,,72.5,2
232123,131,1064.0,WHITNEY PORTAL,-118.229778,36.589861,48,"CAMPING,FISHING,HIKING",12753,CA,,265.6875,5
232125,131,1063.0,YELLOWJACKET,-120.391667,38.891667,19,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,HUNTING,WATER SPORTS,SWIMMING SITE,WATER SKIING",2727,CA,,143.52631578947367,5
232136,131,1074.0,DINKEY CREEK,-119.15388899999999,37.073056,123,"CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,SWIMMING SITE,INTERPRETIVE PROGRAMS",22111,CA,93664,179.7642276422764,8
232137,131,1070.0,FRENCHMAN,-120.18666699999999,39.899722,44,"BOATING,CAMPING,FISHING,HIKING,HUNTING,WATER SPORTS,WINTER SPORTS,SWIMMING SITE",2127,CA,96103,48.34090909090909,7
232138,131,1067.0,WHEELER GORGE,-119.27361100000002,34.511944,89,"CAMPING,FISHING,BIKING,HIKING,SWIMMING SITE",9563,CA,93023,107.4494382022472,4
232181,131,1110.0,CARTER LAKE,-124.146111,43.856667,21,"BOATING,CAMPING,FISHING,HIKING,SWIMMING",1627,OR,97467,77.47619047619048,7
232182,131,1110.0,DRIFTWOOD,-124.143056,43.883889,68,"CAMPING,WILDLIFE VIEWING,HIKING,OFF ROAD VEHICLE TRAILS",8976,OR,97467,132.0,2
232183,131,1110.0,HORSFALL ,-124.244444,43.445833,70,"CAMPING,WILDLIFE VIEWING,PICNICKING,OFF ROAD VEHICLE TRAILS,BEACHCOMBING",7485,OR,97467,106.92857142857143,0
232184,131,1110.0,WILD MARE HORSE CAMP,-124.267222,43.454444,13,"CAMPING,HORSEBACK RIDING",754,OR,97467,58.0,6
232185,131,1029.0,HOPE VALLEY,-119.930125,38.897278,21,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING",2566,CA,96120,122.19047619047619,4
232186,131,1029.0,MOUNT ROSE (NV) ,-119.897361,39.312278000000006,25,"CAMPING,BIKING,HIKING,CLIMBING",1159,CA,96120,46.36,3
232187,131,1029.0,Silver Creek,-119.787167,38.588972,22,"CAMPING,HIKING",1596,CA,96120,72.54545454545455,7
232234,131,1073.0,HAYWARD FLAT,-122.769167,40.874444,107,"BOATING,CAMPING,FISHING,DAY USE AREA,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS",2993,CA,96019,27.97196261682243,6
232235,131,1073.0,TANNERY,-122.848056,40.836667,85,"BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS",3383,CA,96019 ,39.8,6
232236,131,1064.0,BIG PINE CANYON,-118.42222199999999,37.12833300000001,2,CAMPING,284,CA,,142.0,1
232237,131,1064.0,BISHOP PARK GROUP,-118.593333,37.243889,1,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING",139,CA,,139.0,2
232238,131,1064.0,MCGEE CREEK,-118.784722,37.564444,28,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING",2740,CA,,97.85714285714286,6
232239,131,1064.0,ROCK CREEK LAKE GROUP CAMP,-118.73901399999998,37.453821999999995,1,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,HORSEBACK RIDING",93,CA,,93.0,2
232240,131,1064.0,TABLE MOUNTAIN (INYO),-118.56833300000001,37.208056,1,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING",98,CA,,98.0,2
232241,131,1064.0,TUFF CAMPGROUND,-118.66416699999999,37.5625,34,"CAMPING,FISHING,HIKING",3191,CA,,93.8529411764706,3
232242,131,1064.0,UPPER SAGE FLAT,-118.433889,37.125833,21,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING",2995,CA,,142.61904761904762,9
232245,131,1075.0,GRASSY FLAT CAMPGROUND,-123.88888899999999,41.856389,19,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE",1195,CA,95543,62.89473684210526,7
232246,131,1066.0,ALMANOR,-121.167778,40.216944,55,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,DAY USE AREA,WATER SPORTS,SWIMMING SITE",2567,CA,96020,46.67272727272727,3
232247,131,1066.0,EAGLE CAMPGROUND,-120.783056,40.54785,51,CAMPING,2055,CA,96130,40.294117647058826,6
232248,131,1066.0,HAT CREEK,-121.44555600000001,40.66777800000001,12,"CAMPING,FISHING",293,CA,96028,24.416666666666668,3
232249,131,1071.0,HANNA FLAT,-116.97444399999999,34.287778,67,"BOATING,CAMPING,FISHING,BIKING,FIRE LOOKOUTS/CABINS OVERNIGHT,HIKING,SWIMMING SITE",12613,CA,,188.2537313432836,8
232250,131,1071.0,SERRANO,-116.919444,34.261389,111,"BOATING,CAMPING,FISHING,BIKING,HIKING,BACKPACKING,WATER SPORTS,RANGER STATION,CANOEING,STAR GAZING,INFORMATION SITE,PADDLE BOATING,VISITOR CENTER,INTERPRETIVE PROGRAMS",39463,CA,92333,355.52252252252254,9
232254,131,1076.0,PINECREST,-119.997222,38.19083300000001,195,"BOATING,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,HORSEBACK RIDING,SWIMMING SITE",49057,CA,95364,251.57435897435897,5
232260,131,1076.0,BIG MEADOW STANISLAUS NATL FS,-120.105,38.416389,72,"BOATING,CAMPING,SWIMMING SITE,VISITOR CENTER",141,CA,,1.9583333333333333,0
232261,131,1077.0,HAMPSHIRE ROCKS,-120.49666699999999,39.310556,26,"CAMPING,FISHING,BIKING,HIKING,WATER ACCESS,SWIMMING,SCENIC DRIVE,HISTORIC SITES",2440,CA,95922,93.84615384615384,7
232262,131,1063.0,PIPI CAMPGROUND,-120.4375,38.573611,53,"CAMPING,FISHING,SWIMMING SITE",5536,CA,,104.45283018867924,7
232263,131,1063.0,SILVER LAKE EAST- ELDORADO,-119.8875,38.675,59,"CAMPING,FISHING,HIKING,SWIMMING SITE",3787,CA,,64.1864406779661,0
232264,131,1077.0,TUNNEL MILLS II,-120.65166699999999,39.252778,2,"CAMPING,FISHING,BIKING,HIKING,WATER ACCESS,HUNTING",213,CA,95922,106.5,2
232265,131,1070.0,HALLSTED,-121.07305600000001,40.0175,20,CAMPING,1416,CA,,70.8,7
