FacilityID,OrgFacilityID,ParentRecAreaID,FacilityName,FacilityLongitude,FacilityLatitude,NumberofCampsites,ActivityName,NumberofReservations,PostalCode,AddressStateCode,demand,Cluster
232266,131,1070.0,HUTCHINS,-121.19916699999999,39.883055999999996,3,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE",265,CA,,88.33333333333333,2
232267,131,1070.0,RED FEATHER CALIFORNIA,-120.953056,39.735278,59,"BOATING,CAMPING,FISHING,BIKING,HIKING,WATER SPORTS,SWIMMING SITE",3742,CA,95965,63.42372881355932,6
232268,131,1064.0,JUNE LAKE,-119.073889,37.781944,28,"BOATING,CAMPING,FISHING,HIKING",6351,CA,,226.82142857142858,5
232269,131,1064.0,OH RIDGE,-119.06166699999999,37.796944,139,"BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,SWIMMING SITE,INTERPRETIVE PROGRAMS",35532,CA,93546,255.62589928057554,9
232270,131,1064.0,PINE GLEN,-118.955278,37.649167,18,"CAMPING,FISHING,BIKING,HIKING,DAY USE AREA",871,CA,94301,48.388888888888886,2
232271,131,1064.0,SHERWIN CREEK,-118.935,37.63,85,"BOATING,CAMPING,FISHING,BIKING,HIKING,HUNTING,HORSEBACK RIDING,VISITOR CENTER",11573,CA,93546,136.1529411764706,6
232278,131,1062.0,BURNT RANCHERIA,-116.41611100000001,32.861389,124,"CAMPING,DAY USE AREA,VISITOR CENTER,INTERPRETIVE PROGRAMS",8660,CA,91948 ,69.83870967741936,7
232279,131,1062.0,LAGUNA,-116.446389,32.887221999999994,111,"CAMPING,BIKING,HIKING,DAY USE AREA",6320,CA,,56.93693693693694,6
232286,131,1071.0,PINEKNOT,-116.88305600000001,34.235278,47,"BOATING,CAMPING,FISHING,BIKING,HIKING,MOUNTAIN BIKING",13647,CA,,290.36170212765956,9
232287,131,1114.0,BIG LAKE,-121.870833,44.3775,44,"BOATING,BIKING,HIKING,OFF HIGHWAY VEHICLE,SWIMMING,WATER SKIING,NON-MOTORIZED BOATING",4438,OR,97408,100.86363636363636,2
232288,131,1114.0,COLD WATER COVE,-121.98888899999999,44.363889,35,"BOATING,CAMPING,FISHING,BIKING,HIKING",3821,OR,97048,109.17142857142858,1
232290,131,1066.0,GURNSEY CREEK,-121.426667,40.308889,54,"CAMPING,FISHING,HIKING",91,CA,96020,1.6851851851851851,3
232293,131,1076.0,PIONEER TRAIL,-119.9875,38.1875,3,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE",381,CA,,127.0,2
232295,131,1071.0,HEART BAR CAMPGROUND,-116.78583300000001,34.158611,66,"CAMPING,FISHING,BIKING,HIKING",9504,CA,,144.0,4
232296,131,1071.0,NORTH SHORE (CA),-117.16333300000001,34.267222,22,"BOATING,CAMPING,FISHING,HIKING",4936,CA,92333,224.36363636363637,8
232298,131,1118.0,Silver Springs Campground,-121.53333300000001,46.995556,50,"BOATING,CAMPING,FISHING,HIKING",7422,WA,,148.44,8
232302,131,1063.0,RED FIR,-120.3125,39.002221999999996,1,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE",75,CA,,75.0,0
232304,131,14492.0,NEWBERRY GROUP CAMP SITE,-121.25694399999999,43.706111,3,"BOATING,CAMPING,FISHING,BIKING,HIKING",306,OR,97701,102.0,2
232305,131,1064.0,BIG PINE CREEK CAMPGROUND,-118.4325,37.125833,30,CAMPING,6462,CA,,215.4,5
232315,131,1118.0,Troublesome Creek Campground,-121.4025,47.897778,25,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING",1861,WA,,74.44,7
232316,131,1075.0,PATRICK CREEK CAMPGROUND,-123.846667,41.871944,12,"CAMPING,FISHING,BIKING,HIKING,HISTORIC & CULTURAL SITE,SWIMMING SITE",1450,CA,95543,120.83333333333333,4
232321,131,1077.0,WHITE CLOUD,-120.84527800000001,39.320555999999996,44,"CAMPING,HIKING,MOUNTAIN BIKING,SCENIC DRIVE",2331,CA,95922,52.97727272727273,7
232322,131,1075.0,PANTHER FLAT CAMPGROUND,-123.93055600000001,41.843056,39,"CAMPING,FISHING,SWIMMING SITE",5683,CA,95543,145.71794871794873,4
232342,131,1067.0,HOLIDAY GROUP CAMPGROUND,-119.276944,34.517222,1,"CAMPING,BIKING,HIKING,SWIMMING SITE,INTERPRETIVE PROGRAMS",165,CA,93023,165.0,1
232343,131,1076.0,LAKE ALPINE - LODGEPOLE GROUP,-120.105,38.416389,20,"BOATING,CAMPING,FISHING,HIKING,PICNICKING,DAY USE AREA,BACKPACKING,OFF ROAD VEHICLE TRAILS,SWIMMING,KAYAKING,WILDERNESS,WATER ACTIVITIES,RECREATIONAL VEHICLES,SWIMMING SITE,SCENIC DRIVE,PADDLE BOATING,VISITOR CENTER,NON-MOTORIZED BOATING,OFF HIGHWAY VEHICLE TRAILS,DISC GOLF,MOTOR BOAT,INTERPRETIVE PROGRAMS,CLIMBING,ROCK CLIMBING,MOUNTAIN CLIMBING",668,CA,,33.4,7
232348,131,1063.0,LOON LAKE CHALET,-120.32,38.98,1,"CAMPING,FISHING,BIKING,HIKING,WINTER SPORTS",285,CA,95709,285.0,1
232349,131,1063.0,ROBBS HUT,-120.40416699999999,38.923611,1,"CAMPING,BIKING,HIKING",276,CA,95709,276.0,1
232351,131,1071.0,GREEN SPOT EQUESTRIAN GROUP CAMP,-116.80611100000002,34.223333000000004,1,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE",73,CA,,73.0,7
232356,131,16822.0,Bumping Lake Campground,-121.30444399999999,46.85527800000001,58,"BOATING,CAMPING,FISHING,BIKING,HIKING,WATER SPORTS",5514,WA,98937,95.06896551724138,6
232361,131,1073.0,FAWN ,-122.843333,40.844444,2,"BOATING,CAMPING,SWIMMING SITE",127,CA,96019,63.5,0
232362,131,1073.0,STONEY GROUP SHASTA-TRINITY,-122.850278,40.85138900000001,1,"BOATING,CAMPING,FISHING,WATER SPORTS,SWIMMING SITE",103,CA,96019,103.0,2
232363,131,1073.0,BUSHYTAIL,-122.81888899999998,40.855,12,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE",870,CA,96019,72.5,6
232366,131,1063.0,WOLF CREEK CALIFORNIA,-120.4,38.883055999999996,44,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,WATER SPORTS,SWIMMING SITE,WATER SKIING",3099,CA,,70.43181818181819,0
232367,131,1029.0,CRAGS CAMPGROUND,-119.30416699999999,38.173611,28,"CAMPING,FISHING",2859,CA,93517,102.10714285714286,0
232371,131,1077.0,YUBA PASS CAMPGROUND,-120.499444,39.6175,20,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,HUNTING,STAR GAZING,SCENIC DRIVE",719,CA,95922,35.95,7
232372,131,1118.0,Beaver Creek Group Camp ,-121.53388899999999,48.082221999999994,1,CAMPING,134,WA,,134.0,2
232373,131,1118.0,Esswine Group Camp,-121.69666699999999,48.073889,1,CAMPING,110,WA,,110.0,2
232374,131,1118.0,Coal Creek Group Camp,-121.556389,48.083611,1,CAMPING,108,WA,,108.0,2
232375,131,1118.0,Wiley Creek Group Camp,-121.718333,48.074444,2,"CAMPING,DAY USE AREA",199,WA,,99.5,2
232377,131,1118.0,Tulalip Group Camp,-121.59,48.073333,1,CAMPING,93,WA,,93.0,2
232386,131,1071.0,CRAB FLATS,-117.08333300000001,34.261666999999996,27,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,WINTER SPORTS,SWIMMING SITE",3317,CA,,122.85185185185185,4
232395,131,1064.0,FRENCH CAMP,-118.67916699999999,37.5525,85,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,HUNTING",7014,CA,,82.51764705882353,6
232396,131,1064.0,EAST FORK CALIFORNIA,-118.7175,37.483610999999996,134,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,HORSEBACK RIDING",10298,CA,,76.85074626865672,3
232398,131,1064.0,AGNEW HORSE CAMP,-119.09361100000001,37.686111,14,"CAMPING,FISHING,HIKING,PICNICKING,HORSEBACK RIDING",294,CA,93546,21.0,6
232403,131,1114.0,OLALLIE ON MCKENZIE HIGHWAY,-122.03888899999998,44.256944,16,"FISHING,HIKING",2752,OR,97408,172.0,8
232407,131,16822.0,MINERAL SPRINGS GROUP,-120.697778,47.29277800000001,1,"CAMPING,WILDLIFE VIEWING,HIKING,BIRDING",112,WA,98922,112.0,2
232422,131,1064.0,TRAILHEAD GROUP,-119.2724,37.9642,1,"BOATING,CAMPING,FISHING,HIKING",149,CA,,149.0,1
232446,128,2991.0,WAWONA,-119.665,37.573056,99,CAMPING,37242,CA,95389,376.1818181818182,5
232447,128,2991.0,UPPER PINES,-119.5625,37.736111,239,CAMPING,103640,CA,95389,433.64016736401675,5
232448,128,2991.0,TUOLUMNE MEADOWS,-119.36,37.871111,153,"CAMPING,DAY USE AREA",31244,CA,95389,204.20915032679738,1
232449,128,2991.0,NORTH PINES,-119.565556,37.741944000000004,93,CAMPING,30999,CA,95389,333.3225806451613,5
232450,128,2991.0,LOWER PINES,-119.566667,37.740833,75,CAMPING,27295,CA,95389,363.93333333333334,5
232451,128,2991.0,HODGDON MEADOW,-119.86583300000001,37.798889,108,CAMPING,45738,CA,95389,423.5,5
232452,128,2991.0,CRANE FLAT,-119.844444,37.763889,162,"CAMPING,DAY USE AREA",41369,CA,95389,255.3641975308642,5
232453,128,2991.0,BRIDALVEIL CREEK GROUP AND HORSE CAMP,-119.619722,37.662222,3,CAMPING,551,CA,95389,183.66666666666666,2
232460,128,2931.0,Dorst Creek Campground-Sequoia and Kings Canyon National Park,-118.809722,36.636111,203,"CAMPING,HIKING",31804,CA,93271,156.66995073891624,1
232461,128,2931.0,Lodgepole Campground-Sequoia and Kings Canyon National Park,-118.7258,36.606711,191,"CAMPING,HIKING,VISITOR CENTER,OTHER RECREATION CONCESSION SITE,INTERPRETIVE PROGRAMS",57675,CA,93271,301.9633507853403,1
232464,128,2881.0,KALALOCH,-124.37472199999999,47.613056,147,"CAMPING,WILDLIFE VIEWING,HIKING,VISITOR CENTER",39472,WA,98331-9354,268.5170068027211,1
232465,128,2835.0,OHANAPECOSH CAMPGROUND,-121.570278,46.731111,165,"CAMPING,HIKING,PICNICKING,DAY USE AREA",25827,WA,98361,156.52727272727273,1
232466,128,2835.0,COUGAR ROCK CAMPGROUND,-121.794444,46.767222,123,"CAMPING,INTERPRETIVE PROGRAMS",25244,WA,98361,205.2357723577236,5
232470,128,2782.0,SHEEP PASS GROUP,-116.11805600000001,33.999167,6,"CAMPING,HIKING,PICNICKING,CLIMBING",1218,CA,92277,203.0,9
232471,128,2782.0,COTTONWOOD GROUP,-115.825,33.75,3,"CAMPING,HIKING,PICNICKING,DAY USE AREA,INTERPRETIVE PROGRAMS",634,CA,92277,211.33333333333334,9
232472,128,2782.0,INDIAN COVE CAMPGROUND,-116.155833,34.12,114,"CAMPING,HIKING,PICNICKING,DAY USE AREA,BACKPACKING,RANGER STATION,ROCK CLIMBING,EVENING PROGRAMS",9398,CA,92277,82.43859649122807,7
232473,128,2782.0,BLACK ROCK CAMPGROUND,-116.38916699999999,34.071667,94,"CAMPING,WILDLIFE VIEWING,HIKING,VISITOR CENTER,INTERPRETIVE PROGRAMS",6741,CA,92284,71.7127659574468,4
232491,128,2730.0,KIRBY COVE CAMPGROUND,-122.48888899999999,37.84035,5,"CAMPING,FISHING,HIKING,PICNICKING,DAY USE AREA,BIRDING,WATER ACCESS,MOUNTAIN BIKING,HISTORIC & CULTURAL SITE,BERRY PICKING,INTERPRETIVE PROGRAMS",2604,CA,94965,520.8,5
232496,128,2662.0,FURNACE CREEK,-116.867778,36.463056,130,"CAMPING,WILDLIFE VIEWING,BIKING,HIKING,PHOTOGRAPHY,BIRDING,HISTORIC & CULTURAL SITE,STAR GAZING,WILDERNESS,VISITOR CENTER,INTERPRETIVE PROGRAMS,GUIDED INTERPRETIVE WALKS",151,CA,92328,1.1615384615384616,0
232497,128,2631.0,SANTA ROSA ISLAND,-120.048147,33.99105,16,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,PHOTOGRAPHY,BIRDING,WATER ACCESS,WATER SPORTS,HISTORIC & CULTURAL SITE,SWIMMING,RANGER STATION,WILDERNESS,INFORMATION SITE,INTERPRETIVE PROGRAMS,GUIDED INTERPRETIVE WALKS,SAILING,SNORKELING,SEA KAYAKING",3988,CA,93001,249.25,9
232498,128,2631.0,SANTA CRUZ SCORPION,-119.56159699999999,34.048244,31,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,PHOTOGRAPHY,BIRDING,WATER ACCESS,WATER SPORTS,HISTORIC & CULTURAL SITE,SWIMMING,WILDERNESS,INFORMATION SITE,VISITOR CENTER,BEACHCOMBING,INTERPRETIVE PROGRAMS,GUIDED INTERPRETIVE WALKS,SAILING,SNORKELING,SCUBA DIVING,EVENING PROGRAMS,SEA KAYAKING,WHALE WATCHING",10695,CA,93001,345.0,5
232499,128,2631.0,SANTA CRUZ DEL NORTE BACKCOUNTRY,-119.660278,34.010833,5,"CAMPING,WILDLIFE VIEWING,HIKING,PHOTOGRAPHY,BIRDING,BACKPACKING,WILDERNESS",2290,CA,93001,458.0,5
232500,128,2631.0,SANTA BARBARA ISLAND,-119.02989199999999,33.47985,11,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,PHOTOGRAPHY,BIRDING,WATER ACCESS,WATER SPORTS,SWIMMING,RANGER STATION,WILDERNESS,INFORMATION SITE,VISITOR CENTER,INTERPRETIVE PROGRAMS,GUIDED INTERPRETIVE WALKS,SAILING,SNORKELING,SCUBA DIVING,SEA KAYAKING,WHALE WATCHING",183,CA,93001,16.636363636363637,7
232501,128,2631.0,SAN MIGUEL ISLAND,-120.34908899999999,34.040603000000004,10,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,PHOTOGRAPHY,BIRDING,WATER ACCESS,WATER SPORTS,HISTORIC & CULTURAL SITE,SWIMMING,RANGER STATION,INFORMATION SITE,BEACHCOMBING,INTERPRETIVE PROGRAMS,GUIDED INTERPRETIVE WALKS,SAILING,SEA KAYAKING",628,CA,93001,62.8,3
232502,128,2631.0,ANACAPA ISLAND,-119.36778899999999,34.014192,9,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,PHOTOGRAPHY,BIRDING,WATER ACCESS,WATER SPORTS,HISTORIC & CULTURAL SITE,SWIMMING,RANGER STATION,INFORMATION SITE,VISITOR CENTER,BEACHCOMBING,INTERPRETIVE PROGRAMS,GUIDED INTERPRETIVE WALKS,SAILING,SNORKELING,SCUBA DIVING,SEA KAYAKING,WHALE WATCHING",1799,CA,93001,199.88888888888889,8
232510,128,2835.0,COUGAR ROCK GROUP CAMPGROUND,-121.794444,46.767222,5,"CAMPING,HIKING,PICNICKING,DAY USE AREA,VISITOR CENTER,INTERPRETIVE PROGRAMS",724,WA,98361,144.8,1
232753,131,1073.0,ANTLERS,-122.3775,40.8875,58,"BOATING,CAMPING,FISHING,DAY USE AREA,WATER SPORTS",3173,CA,96051,54.706896551724135,7
232754,131,1073.0,DEKKAS ROCK,-122.2375,40.874722,1,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS",90,CA,96003,90.0,0
232755,131,1077.0,GOOSE MEADOWS,-120.209167,39.2575,23,"CAMPING,FISHING,BIKING,HIKING,WATER ACCESS,SWIMMING",4198,CA,96161,182.52173913043478,8
232756,131,1077.0,FIR TOP CAMPGROUND,-120.550278,39.485556,10,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,WATER SPORTS,SWIMMING SITE",880,CA,95959,88.0,6
232757,131,1077.0,FINDLEY CAMPGROUND,-120.55305600000001,39.484722,11,"BOATING,CAMPING,FISHING,BIKING,HIKING,HUNTING,SWIMMING SITE",808,CA,95959,73.45454545454545,6
232758,131,1073.0,LAKESHORE EAST,-122.388056,40.871944,31,"BOATING,CAMPING,FISHING,WATER SPORTS",2507,CA,96051,80.87096774193549,7
232759,131,1077.0,WOODCAMP CAMPGROUND,-120.54777800000001,39.485556,16,"BOATING,CAMPING,FISHING,BIKING,HIKING,HUNTING,WATER SPORTS,SWIMMING SITE",1577,CA,95959,98.5625,6
232760,131,1073.0,BAILEY COVE,-122.281944,40.801667,7,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS",1642,CA,96051,234.57142857142858,9
232761,131,1073.0,ELLERY CREEK,-122.24083300000001,40.915833,19,"BOATING,CAMPING,FISHING,WATER SPORTS",1831,CA,96051,96.36842105263158,6
232762,131,1073.0,HIRZ BAY,-122.253056,40.866667,46,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS",1679,CA,96051,36.5,6
232763,131,1073.0,MOORE CREEK,-122.21777800000001,40.883889,14,"BOATING,CAMPING,FISHING,WATER SPORTS",88,CA,96051,6.285714285714286,3
232764,131,1073.0,NELSON POINT,-122.34583300000001,40.848333000000004,10,"BOATING,CAMPING,FISHING,WATER SPORTS",57,CA,96051,5.7,0
232765,131,1073.0,PINE POINT (CA),-122.248056,40.927222,16,"BOATING,CAMPING,FISHING,WATER SPORTS",81,CA,96051,5.0625,0
232766,131,1077.0,PASS CREEK CAMPGROUND,-120.534378,39.504067,25,"BOATING,CAMPING,FISHING,BIKING,HIKING,WATER ACCESS,HUNTING,WATER SPORTS,SWIMMING,CANOEING,WATER ACTIVITIES,WATER SKIING,NON-MOTORIZED BOATING",2577,CA,95959,103.08,6
232767,131,1077.0,EAST MEADOW CAMPGROUND,-120.5325,39.500833,44,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,WATER SPORTS,SWIMMING SITE",4529,CA,95959,102.93181818181819,0
232768,131,2025.0,Nevada Beach Campground and Day Use Pavilion,-119.94861100000001,38.981944,51,"BOATING,CAMPING,FISHING,BIKING,WATER SPORTS,VISITOR CENTER,INTERPRETIVE PROGRAMS",9504,CA,96158,186.35294117647058,8
232769,131,2025.0,FALLEN LEAF CAMPGROUND,-120.05,38.926389,196,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,WATER SPORTS,HISTORIC & CULTURAL SITE,SWIMMING SITE,VISITOR CENTER,INTERPRETIVE PROGRAMS",58390,CA,96158,297.90816326530614,9
232776,131,1072.0,WHITE RIVER,-118.634722,35.845833,11,CAMPING,154,CA,,14.0,6
232777,131,1072.0,LOGGER FLAT GROUP,-118.893611,36.775556,1,CAMPING,75,CA,93628,75.0,2
232778,131,14492.0,WHITEFISH HORSE CAMP,-122.03138899999999,43.465556,17,"BOATING,CAMPING,FISHING,HIKING,HORSEBACK RIDING",1224,OR,97733,72.0,3
232779,131,14492.0,Simax Group Camp,-121.96194399999999,43.494444,3,CAMPING,290,OR,97733,96.66666666666667,2
232780,131,1072.0,ASPEN HOLLOW GROUP,-118.902778,36.781110999999996,1,"BOATING,CAMPING,FISHING,SWIMMING SITE",78,CA,93628,78.0,2
232781,131,1072.0,HUME LAKE,-118.90472199999999,36.794722,67,"CAMPING,FISHING,HIKING",15258,CA,93633,227.73134328358208,9
232782,131,1072.0,PRINCESS,-118.936944,36.802778,88,"CAMPING,HIKING,DAY USE AREA",13694,CA,,155.61363636363637,4
232783,131,1072.0,COVE GROUP,-118.83805600000001,36.665,1,CAMPING,129,CA,,129.0,2
232784,131,1072.0,FIR GROUP,-118.84166699999999,36.664167,1,CAMPING,87,CA,,87.0,2
232785,131,1072.0,STONY CREEK SEQUOIA,-118.831667,36.664722,48,"CAMPING,DAY USE AREA",11217,CA,,233.6875,5
232786,131,1072.0,FRENCH GULCH,-118.472222,35.670833,1,"CAMPING,PICNICKING",88,CA,93238,88.0,2
232787,131,14492.0,BLUE BAY,-121.731944,44.42,25,"BOATING,CAMPING,FISHING,HIKING,INTERPRETIVE PROGRAMS",3536,OR,97759,141.44,9
232788,131,14492.0,LINK CREEK,-121.755278,44.415833,34,"BOATING,CAMPING,FISHING",3251,OR,97759,95.61764705882354,2
232789,131,14492.0,Scout Lake,-121.74727800000001,44.41095,10,"CAMPING,FISHING",932,OR,97759,93.2,2
232790,131,1072.0,LIVE OAK,-118.46111100000002,35.702778,1,CAMPING,2,CA,93238,2.0,0
232791,131,14492.0,South Shore,-121.73833300000001,44.419444,37,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE",2883,OR,97759,77.91891891891892,0
232792,131,1072.0,PARADISE COVE,-118.425,35.649167,51,"BOATING,CAMPING",3090,CA,,60.588235294117645,7
232793,131,1072.0,PIONEER POINT,-118.48611100000001,35.651666999999996,75,"BOATING,CAMPING,FISHING",1202,CA,,16.026666666666667,7
232794,131,1072.0,HUNGRY GULCH,-118.472222,35.671944,77,CAMPING,2538,CA,93238,32.96103896103896,7
232795,131,1072.0,BOULDER GULCH,-118.469167,35.6725,63,"CAMPING,HIKING",2689,CA,93238,42.682539682539684,7
232796,131,1072.0,TILLIE CREEK,-118.454444,35.701389,81,"BOATING,CAMPING",3698,CA,,45.65432098765432,7
232797,131,1117.0,Atkisson Group camp,-121.60888899999999,45.9625,1,"CAMPING,BIKING,HIKING",96,WA,98610,96.0,2
232799,131,1117.0,Moss Creek campground,-121.63916699999999,45.797778,16,"CAMPING,FISHING",1501,WA,98610,93.8125,7
232800,131,1117.0,Oklahoma campground,-121.627222,45.87,14,"CAMPING,FISHING,BIKING,HIKING",708,WA,98610,50.57142857142857,7
232801,131,1074.0,SPRING COVE,-119.541389,37.300556,60,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS",9395,CA,93604,156.58333333333334,8
232802,131,1074.0,LUPINE,-119.54416699999999,37.307778000000006,50,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS",9318,CA,93604,186.36,8
232803,131,1074.0,JACKASS MEADOW,-118.96361100000001,37.279722,40,"BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,HORSEBACK RIDING,HISTORIC & CULTURAL SITE",1656,CA,,41.4,6
232804,131,1074.0,MONO CREEK,-118.9975,37.358610999999996,16,"BOATING,CAMPING,FISHING,HIKING,HORSEBACK RIDING,INTERPRETIVE PROGRAMS",1861,CA,,116.3125,4
232805,131,1074.0,MONO HOT SPRINGS,-119.017778,37.326389,23,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,INTERPRETIVE PROGRAMS",4435,CA,,192.82608695652175,5
232806,131,1074.0,VERMILLION,-119.009722,37.379166999999995,30,"BOATING,CAMPING,FISHING,HIKING,HORSEBACK RIDING,SWIMMING SITE,INTERPRETIVE PROGRAMS",4135,CA,,137.83333333333334,4
232807,131,1072.0,WISHON,-118.6625,36.1875,27,"CAMPING,FISHING,HIKING",4419,CA,,163.66666666666666,8
232808,131,1074.0,BADGER FLATS GROUP,-119.115,37.269444,1,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE",48,CA,,48.0,0
232809,131,1072.0,BELKNAP,-118.599722,36.141667,13,"CAMPING,FISHING,BIKING,HIKING",2932,CA,,225.53846153846155,9
232810,131,1074.0,UPPER BILLY CREEK CG,-119.227778,37.238056,36,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,HISTORIC & CULTURAL SITE,SWIMMING SITE,INTERPRETIVE PROGRAMS",2779,CA,93634,77.19444444444444,7
232811,131,1074.0,CATAVEE,-119.17694399999999,37.2525,24,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS",2811,CA,93634,117.125,6
232812,131,1074.0,COLLEGE,-119.168889,37.251944,10,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE",2070,CA,93634,207.0,8
232813,131,1074.0,DEER CREEK,-119.17694399999999,37.251944,27,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS",5149,CA,93634,190.7037037037037,9
232814,131,1074.0,KINNIKINNICK,-119.177778,37.252778,25,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS",3024,CA,93634,120.96,6
232815,131,1074.0,RANCHERIA,-119.161111,37.247778000000004,125,"BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,WATER SPORTS,HISTORIC & CULTURAL SITE,SWIMMING SITE,INTERPRETIVE PROGRAMS",12888,CA,,103.104,3
232816,131,1072.0,HOSPITAL FLAT,-118.457778,35.82861099999999,32,"BOATING,CAMPING,FISHING,SWIMMING SITE",3690,CA,,115.3125,4
232817,131,1074.0,MAMMOTH POOL,-119.331111,37.344167,45,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING",30,CA,,0.6666666666666666,0
232818,131,1074.0,ROCK CREEK (SIERRA NATL FORES),-119.359444,37.291111,18,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE",59,CA,,3.2777777777777777,0
232819,131,1072.0,HEADQUARTERS,-118.45111100000001,35.795833,37,"BOATING,CAMPING",7037,CA,93238,190.1891891891892,9
232820,131,1074.0,FISH CREEK (CA),-119.352778,37.260278,7,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE",384,CA,,54.857142857142854,7
232821,131,1074.0,DORABELLE CAMPGROUND,-119.309722,37.113889,61,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE",11526,CA,,188.95081967213116,9
232822,131,1072.0,LONG MEADOW GROUP,-118.580556,35.979167,1,"CAMPING,HIKING",97,CA,,97.0,2
232823,131,1072.0,HOLEY MEADOW,-118.61805600000001,35.954167,9,"CAMPING,BIKING,HIKING",1170,CA,,130.0,4
232825,131,1072.0,REDWOOD MEADOW,-118.59166699999999,35.977778,14,"CAMPING,HIKING,PICNICKING",2958,CA,,211.28571428571428,8
232827,131,1072.0,QUAKING ASPEN,-118.54722199999999,36.12083300000001,34,"CAMPING,BIKING,DAY USE AREA",4991,CA,,146.7941176470588,4
232829,131,1070.0,SPRING CREEK,-120.17638899999999,39.895833,38,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HUNTING,WATER SPORTS,SWIMMING SITE",1776,CA,96103,46.73684210526316,7
232830,131,1070.0,GRASSHOPPER FLAT,-120.47694399999999,39.890556,71,"BOATING,CAMPING,FISHING,BIKING,HIKING,PHOTOGRAPHY,BIRDING,SWIMMING SITE,SAILBOARDING,SAILING",2283,CA,96103,32.15492957746479,6
232831,131,1106.0,TRILLIUM,-121.734444,45.27,63,"CAMPING,FISHING,HIKING,DAY USE AREA,HISTORIC & CULTURAL SITE,SWIMMING SITE,INTERPRETIVE PROGRAMS",14023,OR,,222.5873015873016,5
232832,131,1070.0,LIGHTNING TREE,-120.510494,39.925456,41,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,WINTER SPORTS,SWIMMING SITE",1240,CA,96103,30.24390243902439,7
232833,131,1070.0,GRIZZLY,-120.4725,39.887221999999994,57,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,HISTORIC & CULTURAL SITE,SWIMMING SITE",2036,CA,96103,35.719298245614034,6
232834,131,1106.0,RILEY HORSE CAMPGROUND,-121.859444,45.381389,14,"CAMPING,FISHING,HIKING,HORSEBACK RIDING,VISITOR CENTER",558,OR,,39.857142857142854,7
232835,131,1106.0,STILL CREEK,-121.735556,45.295833,27,"CAMPING,FISHING,BIKING,HIKING,WATER SPORTS,HISTORIC & CULTURAL SITE,WINTER SPORTS",4413,OR,,163.44444444444446,8
