facilityid,OrgFacilityID,ParentRecAreaID,FacilityName,FacilityLongitude,FacilityLatitude,NumberofCampsites,ActivityName,NumberofReservations,PostalCode,AddressStateCode, ALL TERRAIN/OHV, DIFFICULT HIKING, HORSE,ACCESSIBLE SWIMMING,AMPHITHEATER,AUTO TOURING,BACKPACKING,BEACH CAMPING,BEACHCOMBING,BERRY PICKING,BIKING,BIRD WATCHING,BIRDING,BOAT RENTAL,BOATING,CAMPING,CANOEING,CLIMBING,CRAWFISHING,CROSS COUNTRY SKIING,CULTURAL ACTIVITIES,DAY USE AREA,DISC GOLF,EDUCATIONAL PROGRAMS,ENVIRONMENTAL EDUCATION,EVENING PROGRAMS,FIRE LOOKOUTS/CABINS OVERNIGHT,FISH HATCHERY,FISH VIEWING SITE,FISHING,GOLD PANNING,GOLF,GONDOLA RIDES,GUIDED INTERPRETIVE WALKS,HIKING,HIKING TRAIL,HISTORIC & CULTURAL SITE,HISTORIC SITES,HORSE CAMPING,HORSEBACK RIDING,HOTEL/LODGE/RESORT FS OWNED,HOTEL/LODGE/RESORT PRIVATELY OWNED,HUNTING,ICE CLIMBING,INFORMATION SITE,INTERPRETIVE PROGRAMS,JET SKIING,KAYAKING,LOOKOUT TOWER,MARINA,MOTOR BOAT,MOUNTAIN BIKING,MOUNTAIN CLIMBING,MUSHROOM PICKING,NON-MOTORIZED BOATING,OBSERVATION SITE,OFF HIGHWAY VEHICLE,OFF HIGHWAY VEHICLE TRAILS,OFF ROAD VEHICLE TRAILS,OTHER RECREATION CONCESSION SITE,PADDLE BOATING,PADDLING,PHOTOGRAPHY,PICNIC TABLES,PICNICKING,RAFTING,RANGER STATION,RECREATION PROGRAMS,RECREATIONAL VEHICLES,RIVER TRIPS,ROCK CLIMBING,SAILBOARDING,SAILING,SCENIC DRIVE,SCUBA DIVING,SEA KAYAKING,SKIING,SLEDDING,SNORKELING,SNOWMOBILE,SNOWMOBILE TRAILS,SNOWMOBILING,SNOWSHOEING,SOFTBALL FIELDS,STAR GAZING,STARGAZING,SWIMMING,SWIMMING SITE,TRAILS,TUBING,VISITOR CENTER,WATER ACCESS,WATER ACTIVITIES,WATER SKIING,WATER SPORTS,WHALE WATCHING,WHITEWATER RAFTING,WILD HORSE VIEWING,WILDERNESS,WILDLIFE VIEWING,WINTER SPORTS,WOOD CUTTING
233248,131,1105.0,SHORT CREEK GUARD STATION,-118.401389,44.271389,1,"CAMPING,FISHING,WILDLIFE VIEWING,HIKING,BIRDING,HUNTING,MOUNTAIN BIKING,HORSEBACK RIDING,SNOWMOBILING",207,OR,97869,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233249,131,1105.0,SUNSHINE GUARD STATION,-118.700556,44.661389,1,"CAMPING,FISHING,BIKING,HIKING,HUNTING",248,OR,97869 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233256,131,1073.0,CAMP 4 GROUP CAMPGROUND,-121.98388899999999,41.23388900000001,1,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING",232,CA,96057,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233257,128,2803.0,MANZANITA LAKE CAMPING CABINS,-121.561944,40.53,20,"BOATING,CAMPING,FISHING,HIKING,PICNICKING,DAY USE AREA,WATER ACCESS,HISTORIC & CULTURAL SITE,KAYAKING,CANOEING,SWIMMING SITE,PADDLE BOATING,OTHER RECREATION CONCESSION SITE,AMPHITHEATER",5851,CA,96020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
233258,131,1114.0,RIVERSIDE AT DETROIT,-121.945333,44.642419,37,"FISHING,HIKING,BIRDING",2150,OR,97342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233259,131,1114.0,CLEATOR BEND,-121.99941899999999,44.777986,1,FISHING,76,OR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233283,131,1061.0,PYRAMID LAKE - LOS ALAMOS CAMPGROUND,-118.766667,34.65,93,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,WATER SPORTS,SWIMMING SITE",7164,CA,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
233285,131,1063.0,PONDEROSA COVE CAMPGROUND,-120.602778,38.874167,1,CAMPING,117,CA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233296,131,1070.0,BLACK MOUNTAIN LOOKOUT,-120.32111100000002,40.115278,1,"CAMPING,WILDLIFE VIEWING,HIKING,INTERPRETIVE PROGRAMS",357,CA,96103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233297,131,1118.0,Swift Creek Campground,-121.65722199999999,48.728889,41,"BOATING,CAMPING,FISHING,PICNICKING,SWIMMING,KAYAKING,CANOEING",4449,WA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233300,131,1062.0,OBSERVATORY CAMPGROUND,-116.878611,33.341667,28,"CAMPING,HIKING,DAY USE AREA",4860,CA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233301,131,1114.0,BREITENBUSH CAMPGROUND,-121.99148899999999,44.7814,30,"BOATING,FISHING,WATER SPORTS,SWIMMING",2614,OR,97342 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233303,131,1062.0,FRY CREEK CAMPGROUND,-116.88,33.345,12,CAMPING,1650,CA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233305,131,1106.0,OLALLIE LAKE GUARD STATION CABIN,-121.790278,44.813889,1,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,BIRDING,BACKPACKING,CANOEING,BERRY PICKING",152,OR,97023,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233314,130,478.0,TRIMMER CAMPGROUND,-119.29361100000001,36.904444,10,"BOATING,CAMPING,FISHING,BIKING,HIKING,HUNTING,WATER SPORTS,SWIMMING SITE",1173,CA,93649,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233322,131,1112.0,ACKER ROCK LOOKOUT,-122.64561100000002,43.052306,1,"CAMPING,WILDLIFE VIEWING,HIKING",141,OR,97484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233323,131,1106.0,SPRING DRIVE RV CAMPGROUND,-121.5325,45.125278,8,CAMPING,1064,OR,97037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233325,131,1072.0,GROUSE VALLEY,-118.810278,36.30027800000001,3,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING",239,CA,93265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233329,131,1106.0,TILLY JANE GUARD STATION,-121.64805600000001,45.398889000000004,1,"CAMPING,HIKING,HISTORIC & CULTURAL SITE,WILDERNESS,WINTER SPORTS,MOUNTAIN CLIMBING,SKIING,ICE CLIMBING,SLEDDING",39,OR,97041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
233339,131,1114.0,SLIDE CREEK,-122.224722,44.074721999999994,15,"BOATING,FISHING,WILDLIFE VIEWING,BIRDING,WATER SPORTS,SWIMMING",1027,OR,97413,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
233340,131,1114.0,DELTA,-122.281667,44.163610999999996,37,"FISHING,PICNICKING,DAY USE AREA,RAFTING",2280,OR,97413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233341,131,1114.0,MONA ,-122.262969,44.2011,19,"FISHING,PICNICKING,CANOEING",1457,OR,97413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233344,131,1073.0,MARY SMITH CAMPGROUND,-122.915278,40.926111,18,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING",2556,CA,96003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233345,131,1073.0,ALPINE VIEW CAMPGROUND,-122.76581399999999,40.887064,53,"CAMPING,FISHING,HIKING,WATER SPORTS",1777,CA,96003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233346,131,1073.0,ACKERMAN CAMPGROUND,-122.771667,40.785556,50,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING",1019,CA,96003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233347,131,1073.0,MINERSVILLE CAMPGROUND,-122.81138899999999,40.851667,14,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE",938,CA,96093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233351,131,1108.0,CHINQUAPIN GROUP CAMPGROUND,-123.45583300000001,42.140278,1,"CAMPING,BERRY PICKING,HISTORIC SITES,BIRD WATCHING,PICNIC TABLES,HIKING TRAIL",144,OR,97523,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233356,128,2803.0,BUTTE LAKE STOCK CORRAL,-121.305278,40.565,1,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE,VISITOR CENTER",92,CA,96063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233357,128,2803.0,JUNIPER LAKE STOCK CORRAL,-121.295833,40.451111,1,"BOATING,CAMPING,FIRE LOOKOUTS/CABINS OVERNIGHT,HIKING,SWIMMING SITE,VISITOR CENTER",63,CA,96063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233358,128,2803.0,SUMMIT LAKE STOCK CORRAL,-121.4175,40.494444,1,"BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,SWIMMING SITE,VISITOR CENTER,INTERPRETIVE PROGRAMS",95,CA,96063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233359,128,2864.0,Point Reyes National Seashore Campground,-122.975,37.996666999999995,82,"BOATING,CAMPING,FISHING,BIKING,HIKING,HISTORIC & CULTURAL SITE,SWIMMING SITE,VISITOR CENTER",33346,CA,94956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233363,131,1072.0,ESHOM CAMPGROUND,-118.9504,36.6891,24,"CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,SWIMMING SITE",3852,CA,93621,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233364,131,1114.0,NORTH WALDO,-122.00388899999999,43.758055999999996,41,"BOATING,FISHING,HIKING,DAY USE AREA,SWIMMING",4725,OR,97463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233366,131,1061.0,MEADOW GROUP CAMPGROUND,-118.017778,34.323889,2,"CAMPING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,INTERPRETIVE PROGRAMS",337,CA,93510,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233372,128,2803.0,MANZANITA LAKE GROUP CAMPGROUND,-121.56388899999999,40.529167,5,"BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,HISTORIC & CULTURAL SITE,VISITOR CENTER,INTERPRETIVE PROGRAMS",532,CA,96063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233384,131,1120.0,COHO CAMPGROUND,-123.602222,47.458056,58,"BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE",7908,WA,98376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233404,131,1064.0,LAKE MARY CAMPGROUND,-119.0075,37.606944,48,"CAMPING,FISHING,VISITOR CENTER",3753,CA,94301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233406,131,74859.0,OCHOCO DIVIDE GROUP SITE,-120.38718600000001,44.500575,1,"CAMPING,BIKING,PICNICKING",171,OR,97754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233414,130,480.0,Codorniz Recreation Area Campground,-119.96861100000001,37.215833,87,"BOATING,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,HUNTING,SWIMMING SITE,INTERPRETIVE PROGRAMS",3991,CA,93653-0067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233431,130,482.0,BOAT-IN SITES (LAKE SONOMA),-123.0,38.708333,108,"BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE",8497,CA,95441-9644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233437,130,483.0,BUSHAY RECREATION AREA,-123.16593300000001,39.235006,138,"BOATING,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA",6425,CA,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233439,130,473.0,BUCKHORN,-122.36683899999998,39.812096999999994,93,"BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,SWIMMING SITE",6896,CA,95963-8901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233454,130,255.0,CHARBONNEAU PK,-118.84472199999999,46.255556,52,"BOATING,CAMPING,FISHING,DAY USE AREA,SWIMMING SITE",10254,WA,99323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
