facilityid,median_orderdate_to_startdate,average_orderdate_to_startdate,min_orderdate_to_startdate,max_orderdate_to_startdate,average_nights,median_nights
233225.0,42.0,73.55118306351183,0,367,3.164632627646326,3.0
233235.0,79.0,85.3416149068323,1,215,2.7302573203194322,2.0
233236.0,41.5,85.1891891891892,2,361,2.5,3.0
233248.0,94.0,94.84057971014492,0,265,3.3719806763285023,3.0
233249.0,80.0,83.75303643724696,0,213,2.688259109311741,2.0
233256.0,142.5,142.47826086956522,3,366,2.8434782608695652,2.0
233257.0,86.0,90.15623931623932,0,288,2.074017094017094,2.0
233258.0,26.5,53.42697674418605,3,197,2.5209302325581397,2.0
233259.0,162.0,174.3943661971831,5,366,2.816901408450704,3.0
233283.0,16.0,26.44458403126745,2,302,2.057788944723618,2.0
233285.0,133.0,138.2051282051282,4,364,2.1367521367521367,2.0
233294.0,105.0,98.28536754507628,3,252,2.9088072122052706,2.0
233295.0,46.0,75.34590984974959,3,209,2.6390651085141905,2.0
233296.0,181.0,140.00280112044817,1,264,1.8963585434173669,2.0
233297.0,46.0,74.66134113411341,1,376,2.652115211521152,2.0
233300.0,58.0,70.82942386831276,7,335,1.9670781893004115,2.0
233301.0,51.0,75.0451415455241,3,193,2.6446059678653406,2.0
233303.0,33.0,43.305454545454545,7,197,1.8606060606060606,2.0
233305.0,151.0,120.65789473684211,4,219,2.664473684210526,2.0
233314.0,23.0,42.33101391650099,0,191,2.011928429423459,2.0
233322.0,182.0,149.26241134751774,4,188,2.1347517730496453,2.0
233323.0,34.0,56.462406015037594,1,185,2.6240601503759398,2.0
233325.0,70.0,80.64853556485356,2,186,2.602510460251046,2.0
233326.0,29.0,47.89940828402367,2,194,1.4378698224852071,1.0
233329.0,143.0,121.64102564102564,9,238,2.0,2.0
233339.0,24.0,51.11976630963973,3,189,2.3690360272638755,2.0
233340.0,23.0,40.56271929824561,3,188,2.3048245614035086,2.0
233341.0,41.0,61.92312971859986,3,209,2.628002745367193,2.0
233344.0,40.0,64.41901408450704,3,197,2.468701095461659,2.0
233345.0,24.0,41.97355092853123,3,196,2.7681485649971864,2.0
233346.0,16.0,29.351324828263003,3,319,2.5417075564278706,2.0
233347.0,29.0,50.001066098081026,3,216,2.718550106609808,2.0
233351.0,84.5,91.44444444444444,0,275,2.4930555555555554,2.0
233356.0,28.0,49.55434782608695,3,270,3.119565217391304,2.5
233357.0,14.0,40.22222222222222,3,210,2.3968253968253967,2.0
233358.0,109.0,124.23157894736842,4,366,5.021052631578947,3.0
233359.0,55.0,77.67981034689713,0,635,1.4231784899771935,1.0
233363.0,30.0,44.85176531671859,1,201,2.288681204569055,2.0
233364.0,74.0,90.1362962962963,3,203,2.9202116402116403,2.0
233366.0,114.0,115.20178041543026,4,318,1.7329376854599408,2.0
233372.0,104.0,109.7875939849624,4,566,2.4473684210526314,2.0
233381.0,140.0,115.39766081871345,1,296,1.9005847953216375,2.0
233384.0,48.0,71.28873150373087,2,362,2.197040596939421,2.0
233404.0,104.0,97.12949640287769,1,274,2.979216626698641,2.0
233406.0,20.0,46.590643274853804,0,261,1.608187134502924,1.0
233414.0,13.0,32.27788488019829,0,364,2.565133572018728,2.0
233431.0,18.0,40.010146295422366,0,319,2.210004719207173,2.0
233437.0,15.0,35.00328998903337,0,337,2.3271189096036347,2.0
233439.0,10.0,35.585280728376325,0,365,2.1455235204855843,2.0
233454.0,59.0,82.14891937234778,0,237,3.066910095726833,2.0
233499.0,40.0,72.67642178307437,0,204,2.904510484235933,2.0
233509.0,12.0,26.076900921658986,0,258,2.481278801843318,2.0
233514.0,22.0,53.1235590778098,0,195,2.575864553314121,2.0
233521.0,17.0,36.922708870077294,0,328,2.3367684946632314,2.0
233532.0,17.0,44.061950923962435,0,196,2.397303847318994,2.0
233536.0,23.0,57.73344926096137,0,194,2.3378462302819525,2.0
233537.0,9.0,23.719001790510294,0,368,2.12958818263205,2.0
233568.0,20.0,37.34564393939394,2,231,2.274621212121212,2.0
233585.0,22.0,54.45407941610913,0,235,2.8887826918064126,2.0
233587.0,19.0,46.058165256994144,0,302,2.3985686402081976,2.0
233623.0,11.0,35.02940725991729,0,366,2.6668708837494255,2.0
233655.0,8.0,26.88746312684366,0,352,2.2660766961651917,2.0
233681.0,136.5,132.9891304347826,2,430,2.282608695652174,2.0
233682.0,163.5,174.6764705882353,0,374,2.514705882352941,2.0
233683.0,31.0,55.840804383015815,0,210,2.4525588345162497,2.0
233685.0,59.0,77.2089552238806,0,187,3.1954513148543,3.0
233692.0,5.0,28.818151484818152,0,187,1.7467467467467468,1.0
233693.0,58.0,80.89025297619048,3,369,2.7659970238095237,2.0
233694.0,61.0,83.53779948825309,3,375,2.9578971853919516,2.0
233705.0,94.0,96.15639296893812,3,217,3.1459186130508066,3.0
233707.0,68.0,85.83784989405598,3,367,2.825805732128917,2.0
233708.0,132.0,130.85714285714286,100,180,2.4285714285714284,2.0
233713.0,22.0,32.46052631578947,3,182,2.4539473684210527,2.0
233726.0,107.0,100.27722772277228,2,214,2.108910891089109,2.0
233727.0,85.0,90.36363636363636,4,184,2.346590909090909,2.0
233728.0,41.0,68.17948717948718,3,188,2.9743589743589745,3.0
233729.0,27.0,48.20183486238532,3,221,3.1513761467889907,3.0
233732.0,76.0,88.01084598698482,2,312,2.0086767895878523,2.0
233733.0,36.0,53.4442943956786,2,199,2.0189061444969614,2.0
233734.0,32.0,49.930830039525695,2,207,2.033596837944664,2.0
233735.0,30.0,45.49141478643394,2,347,2.0476798637718177,2.0
233740.0,180.0,144.14285714285714,2,185,2.0140056022408963,2.0
233743.0,110.0,102.44652406417113,2,327,1.9598930481283423,2.0
233754.0,144.0,162.125,1,377,3.048076923076923,3.0
233768.0,151.0,175.0,4,420,2.8529411764705883,3.0
233770.0,114.0,102.86079077429983,2,220,3.7355848434925867,3.0
233772.0,111.0,97.57165696014617,3,277,2.2031517643028433,2.0
233775.0,108.0,98.95731707317073,4,318,1.9146341463414633,2.0
233779.0,11.0,30.748784440842787,0,182,2.519611021069692,2.0
233787.0,73.0,89.19212598425197,0,369,2.589763779527559,2.0
233788.0,124.0,104.23622448979592,1,219,4.396938775510204,4.0
233807.0,62.0,83.52508751458576,2,204,2.834111240762349,2.0
233818.0,21.0,37.69035532994924,3,182,2.8121827411167515,3.0
233820.0,174.0,174.57746478873239,4,378,2.2253521126760565,2.0
233830.0,42.0,69.33620039233439,1,244,3.001056284895126,2.0
233837.0,84.0,84.97485690923958,1,269,2.178045789043336,2.0
233839.0,92.0,86.46305418719211,1,186,1.9497536945812808,2.0
233842.0,102.0,92.89897904352499,1,339,2.046749059645352,2.0
233860.0,35.0,61.272216499672254,1,230,2.8614102444049068,2.0
233861.0,43.0,65.80538555691554,3,235,2.3243574051407587,2.0
233862.0,52.0,78.35283687943263,3,293,2.4148936170212765,2.0
233863.0,18.0,26.139622641509433,0,181,2.188679245283019,2.0
233864.0,51.0,75.55008034279592,3,187,2.365291912158543,2.0
233865.0,30.0,48.005141388174806,1,234,2.1756640959725795,2.0
233866.0,58.0,76.99885123492245,1,248,2.434807581849512,2.0
233870.0,26.0,42.31254901960784,1,198,2.1392156862745098,2.0
233877.0,52.0,74.89973094170404,3,339,2.3023318385650224,2.0
233879.0,203.0,204.47368421052633,5,374,3.192982456140351,3.0
233884.0,111.0,103.24378748928878,0,230,4.608611825192802,4.0
233885.0,31.0,56.83069743323827,3,366,2.6429867772880478,2.0
233886.0,17.0,36.94596443228454,0,184,2.8310533515731873,2.0
233891.0,34.0,54.000481000481,3,215,2.167869167869168,2.0
233894.0,169.0,159.27358490566039,4,366,3.0283018867924527,2.0
233895.0,65.0,81.94460900473933,3,366,2.627665876777251,2.0
233900.0,42.0,64.90336622170632,3,420,2.1038885664538594,2.0
233903.0,176.0,188.03076923076924,3,369,2.953846153846154,3.0
233916.0,185.0,183.38947368421051,4,367,2.4526315789473685,2.0
233933.0,71.5,80.0241935483871,4,184,2.435483870967742,2.0
233937.0,212.0,203.69148936170214,6,366,2.3404255319148937,2.0
233938.0,100.0,150.824,4,376,2.144,2.0
233939.0,209.0,215.14285714285714,181,268,2.5714285714285716,3.0
233940.0,173.0,176.02654867256638,3,369,3.1769911504424777,2.0
233949.0,21.0,39.348171701112875,3,182,2.538950715421304,2.0
233950.0,34.0,60.06102522375915,3,183,2.5947925142392188,2.0
233952.0,138.0,139.09339407744875,0,366,2.1252847380410023,2.0
233963.0,38.0,59.655315232397605,3,199,2.1293143120110445,2.0
233964.0,31.0,49.14207103551776,3,183,2.613306653326663,2.0
233965.0,77.0,88.7466297322253,2,231,2.643859649122807,2.0
233973.0,46.0,69.48544485444855,1,366,2.5703157031570316,2.0
233981.0,195.0,180.94545454545454,13,368,2.7636363636363637,3.0
233984.0,169.0,125.56593406593407,1,302,3.0714285714285716,3.0
233985.0,200.0,206.07246376811594,1,369,3.4347826086956523,3.0
233986.0,183.0,196.44444444444446,6,374,3.0972222222222223,3.0
233987.0,156.5,154.89655172413794,0,366,3.353448275862069,2.0
233988.0,172.0,177.83505154639175,4,370,2.7628865979381443,3.0
233993.0,45.5,65.1593220338983,2,341,2.41864406779661,2.0
233997.0,122.0,120.02631578947368,5,330,2.263157894736842,2.0
233998.0,153.0,159.74,8,366,2.5,2.0
233999.0,91.0,101.71900826446281,4,306,2.4049586776859506,2.0
234000.0,55.0,76.34482758620689,3,253,2.0344827586206895,2.0
234001.0,24.0,37.679545454545455,2,235,2.1327651515151516,2.0
234006.0,181.0,142.1878453038674,4,187,3.165745856353591,3.0
234011.0,23.0,37.8828541001065,2,326,2.5122470713525025,2.0
234015.0,28.0,53.311589329746695,0,416,1.8853876453069458,2.0
234016.0,26.0,39.45161290322581,3,181,2.1622390891840606,2.0
234017.0,19.0,37.355152300712895,3,184,2.321451717433571,2.0
234018.0,35.0,57.70544369873229,3,223,2.381804623415362,2.0
234019.0,34.0,56.30177514792899,3,190,2.392899408284024,2.0
234020.0,26.0,43.333333333333336,3,182,2.4299065420560746,2.0
234021.0,39.0,63.1380042462845,3,183,2.6305732484076434,2.0
234022.0,30.0,54.85356636750118,3,192,2.5295229097779877,2.0
234023.0,44.0,67.82853025936599,3,192,2.4719020172910664,2.0
234024.0,67.0,85.45040485829959,3,191,2.8006072874493926,3.0
234025.0,17.0,33.536072144288575,3,183,2.2925851703406814,2.0
234026.0,27.0,56.99909502262443,3,184,2.2470588235294118,2.0
234027.0,40.0,65.3599274705349,3,203,2.37866424901783,2.0
234039.0,63.0,81.4793994652773,3,261,2.4095427435387675,2.0
234040.0,57.0,79.24145094279322,3,234,2.1155321188878236,2.0
234041.0,78.0,90.89502589047544,3,260,2.1230189863486584,2.0
234042.0,46.0,79.35302013422819,3,562,2.54496644295302,2.0
234060.0,44.0,67.07715758549969,0,366,2.128097112133474,2.0
234061.0,19.0,43.69703243616287,0,184,3.0179434092477573,3.0
234062.0,52.0,80.42158273381295,2,277,3.1491606714628295,3.0
234064.0,34.0,63.943628612032214,2,190,2.9033633349123638,2.0
234065.0,96.0,117.76,7,363,2.68,3.0
234066.0,140.5,146.71875,7,365,2.8229166666666665,3.0
234067.0,161.5,183.91935483870967,0,366,3.370967741935484,3.0
234068.0,180.0,180.20560747663552,0,367,3.2289719626168223,3.0
234069.0,193.0,188.08943089430895,0,372,2.9430894308943087,3.0
234071.0,151.0,172.91847826086956,0,368,2.875,3.0
234072.0,18.0,30.89848942598187,0,360,2.2694000863185155,2.0
234073.0,26.0,40.74814126394052,0,194,2.4879182156133828,2.0
234074.0,49.0,98.04390574673674,0,611,2.7071537548737075,2.0
234076.0,94.0,92.60777306231851,0,205,3.635916908644181,3.0
234085.0,22.0,46.38179800221975,1,361,2.9714206437291897,3.0
234086.0,33.0,47.713619713619714,3,193,2.005661005661006,2.0
234088.0,154.0,156.9835390946502,0,366,2.246913580246914,2.0
234089.0,103.0,141.56302521008402,0,367,2.369747899159664,2.0
234091.0,154.0,120.89784946236558,0,278,2.4596774193548385,2.0
234092.0,144.0,123.83422459893048,2,206,2.4973262032085564,2.0
234103.0,56.0,82.41123370110331,3,221,3.5576730190571717,3.0
234106.0,21.0,33.675466545289034,0,184,2.08329540282203,2.0
234111.0,59.0,71.60939510939511,3,212,2.601673101673102,2.0
234113.0,16.0,30.716186252771617,1,182,2.238728750923873,2.0
234114.0,32.0,54.50271604938271,1,218,2.3367901234567903,2.0
234115.0,24.0,47.65376292377975,1,224,2.588603029574417,2.0
234116.0,22.0,37.38831615120275,1,363,2.1924398625429555,2.0
234117.0,26.0,49.13514635665352,1,205,2.6171891218600787,2.0
234123.0,83.0,86.83568075117371,0,195,3.3051643192488265,3.0
234124.0,27.0,50.23880597014925,0,192,2.1940298507462686,2.0
234125.0,181.0,141.5974358974359,0,195,2.253846153846154,2.0
234126.0,48.0,63.37394957983193,3,265,1.9579831932773109,2.0
234131.0,181.0,141.71614583333334,2,212,2.0729166666666665,2.0
234133.0,148.0,157.60714285714286,5,369,2.625,3.0
234135.0,83.0,88.58483576191652,2,210,2.667572240059274,2.0
234136.0,154.5,125.3529411764706,1,220,3.222689075630252,3.0
234137.0,23.0,46.59295261239368,3,182,2.5698663426488455,2.0
234138.0,110.0,99.44981412639405,0,197,2.315985130111524,2.0
234140.0,36.0,59.87455325232309,2,258,2.997855611150822,3.0
234144.0,157.0,126.77033492822966,4,221,2.382775119617225,2.0
234145.0,109.5,104.1082474226804,1,191,2.9587628865979383,3.0
234146.0,144.5,149.8804347826087,0,366,2.5543478260869565,2.0
234147.0,168.5,192.23684210526315,0,367,2.6710526315789473,2.5
234148.0,207.0,199.14141414141415,0,368,2.7777777777777777,3.0
234149.0,181.0,164.86805555555554,2,187,1.9930555555555556,2.0
234154.0,181.0,149.0766129032258,1,186,2.1088709677419355,2.0
234155.0,181.0,150.6588921282799,3,186,2.0845481049562684,2.0
234156.0,33.0,49.9628269174258,3,234,2.23508668821628,2.0
234157.0,33.5,60.592592592592595,3,187,2.6419753086419755,2.0
234158.0,181.0,134.95710455764075,2,267,2.0938337801608577,2.0
234159.0,181.0,137.46979865771812,3,187,2.1912751677852347,2.0
234160.0,71.5,81.77922077922078,2,183,2.4155844155844157,2.0
234162.0,57.0,87.48566878980891,3,360,2.676751592356688,2.0
234165.0,146.5,119.04201680672269,3,187,2.588235294117647,2.0
234168.0,142.5,119.44094488188976,3,186,2.5984251968503935,2.0
234172.0,149.0,146.03655913978494,4,365,2.4516129032258065,2.0
234173.0,182.0,163.98984771573603,2,196,2.527918781725888,2.0
234175.0,79.0,89.80628272251309,3,216,2.2198952879581153,2.0
234177.0,259.0,226.25974025974025,2,368,2.7532467532467533,2.0
234178.0,183.0,157.36898395721926,5,186,1.3850267379679144,1.0
234179.0,98.0,94.61181434599156,1,185,2.3586497890295357,2.0
234183.0,62.0,75.2814371257485,0,184,2.3293413173652695,2.0
234184.0,138.0,111.69426751592357,1,192,2.8089171974522293,3.0
234185.0,180.0,126.19428571428571,0,194,1.94,2.0
234186.0,180.0,136.10233918128654,0,225,2.0292397660818713,2.0
234187.0,180.0,146.0566037735849,2,215,1.6415094339622642,2.0
234188.0,97.5,95.7051282051282,4,184,2.673076923076923,2.0
234189.0,179.0,126.52,4,186,2.0533333333333332,2.0
234193.0,39.0,73.46842105263158,0,371,3.625,3.0
234194.0,25.0,51.64468085106383,0,360,3.2914893617021277,3.0
234195.0,25.0,50.107944732297064,0,274,2.937823834196891,3.0
234196.0,27.0,51.676643192488264,0,270,3.1279342723004695,3.0
234200.0,30.0,59.40754369825207,0,366,3.7010119595216193,3.0
234201.0,25.5,51.2146017699115,0,187,3.019911504424779,3.0
234203.0,59.0,87.36190476190477,3,365,2.8095238095238093,2.0
234205.0,36.5,62.94805194805195,0,192,2.5714285714285716,2.0
234206.0,67.0,80.34108527131782,1,192,2.8294573643410854,3.0
234210.0,24.0,44.76682102969218,1,246,2.4848815036774723,2.0
234212.0,160.0,123.24725274725274,2,186,3.3461538461538463,3.0
234213.0,68.0,84.90094339622641,2,268,3.4716981132075473,2.0
234214.0,25.0,46.60296540362438,3,323,2.094316309719934,2.0
234216.0,111.0,133.94656488549617,4,366,2.7022900763358777,3.0
234218.0,149.5,143.6346153846154,6,356,2.8846153846153846,3.0
234219.0,81.0,95.90132248219736,3,377,2.8072227873855544,2.0
234224.0,27.0,48.890756302521005,1,210,1.9327731092436975,2.0
234225.0,89.0,93.73333333333333,23,174,2.8,2.0
234239.0,160.0,130.8112244897959,4,214,2.663265306122449,2.0
234247.0,181.0,141.9078947368421,4,186,2.223684210526316,2.0
234248.0,181.0,144.25988700564972,3,189,2.1977401129943503,2.0
234249.0,182.0,142.47058823529412,4,186,2.0,2.0
234250.0,180.0,140.7391304347826,1,188,3.3173913043478263,3.0
234262.0,181.0,136.5529411764706,3,184,2.3450980392156864,2.0
234267.0,54.0,81.33603786342123,0,189,4.093306288032454,3.0
234269.0,67.0,76.45985401459853,3,184,2.3795620437956204,2.0
234270.0,43.0,71.28947368421052,2,184,2.6315789473684212,2.0
234271.0,39.0,69.26771653543307,2,184,2.2598425196850394,2.0
234272.0,83.0,89.51327433628319,2,190,3.265486725663717,2.0
234274.0,144.0,139.41379310344828,0,364,3.0517241379310347,3.0
234279.0,79.0,84.65040650406505,3,190,2.6504065040650406,2.0
234289.0,178.0,187.48695652173913,4,369,3.4434782608695653,3.0
234290.0,81.0,89.60227885133574,1,238,2.840480406497806,2.0
234306.0,128.0,155.3252032520325,0,377,2.3252032520325203,2.0
234310.0,129.0,142.8793103448276,5,366,2.9827586206896552,3.0
234311.0,89.0,93.89981546978318,3,265,2.939258803629094,3.0
234323.0,131.0,135.0,116,162,2.0,2.0
234324.0,38.5,56.16111111111111,3,184,2.1444444444444444,2.0
234329.0,105.0,97.9838065661047,1,287,3.092834960070985,3.0
234330.0,93.0,94.36772009029346,1,255,3.46489841986456,2.0
234344.0,155.0,130.78082191780823,2,309,3.5616438356164384,3.0
234348.0,66.0,96.96850393700787,2,329,2.905511811023622,3.0
234349.0,143.5,133.3125,4,322,3.3645833333333335,3.0
234363.0,159.0,128.0754716981132,3,207,3.5283018867924527,3.0
234382.0,25.0,46.38338808071328,3,238,2.422336931018301,2.0
234400.0,49.0,74.80281690140845,4,284,2.23943661971831,2.0
234401.0,142.0,135.3739837398374,3,316,2.1084010840108403,2.0
234403.0,181.0,150.7171717171717,4,186,1.8282828282828283,2.0
234404.0,78.0,88.90421455938697,1,223,2.206896551724138,2.0
234405.0,112.0,101.07540983606557,0,211,2.554098360655738,2.0
234436.0,181.0,147.09438775510205,4,185,1.8494897959183674,2.0
234455.0,17.0,37.527650938609845,0,184,1.8132927447995941,1.0
234457.0,112.0,109.95669291338582,5,253,2.47244094488189,2.0
234458.0,136.0,113.6875,5,184,2.45,2.0
234461.0,56.0,72.00478468899522,1,192,2.349282296650718,2.0
234462.0,43.0,67.73049645390071,1,184,2.8865248226950353,2.0
234467.0,180.0,150.63677130044843,4,188,2.42152466367713,2.0
234477.0,181.0,138.48125,1,189,2.1375,2.0
234493.0,166.0,132.46391752577318,1,328,2.6975945017182132,2.0
234498.0,213.5,200.94444444444446,0,367,3.2222222222222223,3.0
234501.0,50.0,67.88478027867096,3,363,2.2765273311897105,2.0
234502.0,22.0,36.08185840707964,3,188,2.5026548672566373,2.0
234503.0,173.0,202.5211267605634,8,376,2.9295774647887325,3.0
234524.0,188.0,185.39593908629442,3,369,2.9289340101522843,3.0
234530.0,17.5,27.763157894736842,1,153,1.9736842105263157,2.0
234534.0,53.5,77.86236391912908,3,194,2.6788491446345257,2.0
234535.0,49.0,70.53895071542131,2,187,2.604133545310016,2.0
234536.0,42.0,61.97433460076046,3,187,2.4895437262357416,2.0
234537.0,38.0,59.0831955922865,3,194,2.6942148760330578,2.0
234538.0,40.0,60.56516443361754,3,182,2.7472594397076735,2.0
234539.0,96.0,94.81316218418908,3,197,2.817237163814181,2.0
234540.0,53.0,74.33181688939437,3,230,2.8811487062837644,2.0
234541.0,24.0,42.791143911439114,3,181,2.467158671586716,2.0
234542.0,73.0,87.90222452146922,3,187,2.9870667356440768,2.0
234543.0,31.0,52.159647404505385,3,183,2.238001958863859,2.0
234544.0,54.0,77.24055666003976,3,253,2.8505331646484726,2.0
234545.0,25.0,41.68872017353579,3,184,2.4696312364425164,2.0
234546.0,31.0,60.12469437652812,3,190,3.189079054604727,3.0
234547.0,63.0,80.98465608465608,3,239,2.870899470899471,2.0
234548.0,109.0,101.37485357282311,3,221,3.2174931667317455,3.0
234549.0,123.0,107.12561881188118,3,266,2.6967821782178216,2.0
234554.0,109.5,117.72093023255815,4,364,1.6162790697674418,1.0
234555.0,64.0,84.20397350993377,4,356,1.7271523178807946,2.0
234577.0,17.0,36.211295307670696,0,184,2.7836470918797414,2.0
234578.0,18.0,38.83409961685824,0,187,2.7295019157088123,2.0
234579.0,14.0,27.844282238442823,0,182,2.5733982157339823,2.0
234587.0,47.0,66.82302212223472,3,195,2.149981252343457,2.0
234589.0,136.0,127.67175572519083,4,366,2.400763358778626,2.0
234591.0,27.0,47.975,3,218,2.3652777777777776,2.0
234592.0,26.0,38.500375657400454,3,264,2.2479338842975207,2.0
234598.0,17.0,33.951492537313435,2,180,2.388059701492537,2.0
234600.0,158.0,130.77104377104376,0,188,2.3636363636363638,2.0
234601.0,181.0,137.32876712328766,1,253,1.796477495107632,1.0
234608.0,15.0,25.709449929478136,2,180,2.678420310296192,2.0
234621.0,182.0,160.528,0,186,1.988,2.0
234630.0,82.0,92.88510638297872,2,184,2.2425531914893617,2.0
234631.0,123.0,105.47236180904522,3,223,2.8040201005025125,2.0
234632.0,133.0,145.64285714285714,1,365,3.080357142857143,3.0
234633.0,3.0,19.459540229885057,0,195,1.9425287356321839,1.0
234650.0,17.0,39.512121212121215,4,181,2.390909090909091,2.0
234654.0,174.0,130.7983870967742,4,265,2.157258064516129,2.0
234661.0,78.0,83.81027667984189,1,184,2.0948616600790513,2.0
234663.0,130.0,150.25,0,380,3.7045454545454546,3.0
234672.0,55.0,71.90484318327289,1,207,2.3895882227437593,2.0
234673.0,118.0,105.2770083102493,0,288,1.9806094182825484,2.0
234675.0,92.0,98.60573476702508,1,344,2.4372759856630823,2.0
234682.0,36.0,63.34965034965035,2,184,2.195804195804196,2.0
234691.0,17.0,33.37400793650794,2,184,2.318452380952381,2.0
234692.0,16.0,35.998538011695906,2,182,2.6505847953216373,2.0
234693.0,15.0,34.70060606060606,1,274,2.6436363636363636,2.0
234705.0,172.5,163.4469696969697,2,368,2.628787878787879,3.0
234709.0,163.5,153.89375,86,195,2.825,2.0
234711.0,45.0,71.79436991422916,1,269,2.7246536177699583,3.0
234719.0,19.0,28.8909435751541,2,184,1.8866761498340445,2.0
234720.0,110.0,111.40263157894736,1,292,2.405263157894737,2.0
234723.0,11.0,15.75,0,67,1.609375,1.0
234729.0,91.0,94.91951006124235,3,214,4.103237095363079,2.0
234730.0,31.0,53.693714285714286,3,200,2.313142857142857,2.0
234731.0,29.0,61.925925925925924,3,185,2.4971509971509973,2.0
234732.0,25.0,45.22253000923361,3,182,1.9307479224376731,2.0
234733.0,17.0,28.735042735042736,3,181,2.202991452991453,2.0
234736.0,17.0,23.80929203539823,6,204,1.9079646017699115,2.0
234738.0,20.0,34.32914572864322,2,238,2.7977386934673367,2.0
234739.0,52.0,70.67106176266482,3,217,2.4524635669673835,2.0
234750.0,125.0,121.58579881656804,0,327,2.6745562130177514,2.0
234752.0,53.0,71.31890469927059,0,311,2.2566064809278967,2.0
234753.0,137.0,122.17710196779964,1,287,2.788908765652952,3.0
234756.0,37.0,54.21615720524017,3,212,2.156113537117904,2.0
234760.0,102.0,110.69642857142857,3,285,3.0982142857142856,2.0
234761.0,64.0,70.73952912019827,3,250,1.8401486988847584,2.0
234765.0,31.0,51.314443005181346,3,198,2.0482512953367875,2.0
234779.0,24.0,47.510968432316744,3,193,2.356875334403424,2.0
234780.0,146.0,159.31578947368422,6,367,2.642105263157895,3.0
234781.0,135.0,146.49,4,365,2.53,2.0
234784.0,172.0,157.65116279069767,4,362,2.4806201550387597,2.0
236938.0,22.0,54.110344827586204,0,183,3.1310344827586207,2.0
236991.0,31.0,59.957692307692305,0,187,3.330769230769231,2.0
237056.0,38.0,56.69747899159664,0,181,2.6470588235294117,2.0
238331.0,14.0,15.857142857142858,0,52,2.142857142857143,2.0
238333.0,9.0,14.894736842105264,0,71,2.0,2.0
239632.0,31.5,52.0,0,200,2.875,2.0
245489.0,24.0,38.59143222506394,0,200,2.5959079283887467,2.0
246027.0,126.5,106.0,1,183,2.6,3.0
247867.0,8.0,32.10148232611174,0,189,3.114025085518814,2.0
249979.0,73.0,81.6780390120893,0,319,2.0758733219609877,2.0
249982.0,123.0,104.49348381029155,2,252,2.663173451565229,2.0
249989.0,109.0,102.08571428571429,0,355,3.0238095238095237,3.0
250031.0,12.0,34.73788759689923,0,194,2.5368217054263567,2.0
250032.0,56.0,78.27904207462292,0,239,2.1899973537973008,2.0
250048.0,33.0,54.43452380952381,4,183,3.5337301587301586,3.0
250763.0,45.0,63.70983810709838,2,218,2.6704026567040264,2.0
250764.0,18.0,33.5606936416185,2,181,2.5592485549132946,2.0
250765.0,23.0,45.39484536082474,2,244,2.709278350515464,2.0
250766.0,32.0,52.8672640716886,2,241,2.340800896107533,2.0
250770.0,44.0,62.02400662251656,3,243,1.8331953642384107,2.0
250802.0,51.0,75.51020408163265,3,251,2.1530612244897958,2.0
250838.0,44.0,56.79289940828402,3,213,2.242603550295858,2.0
250846.0,69.0,77.47948285553682,3,234,2.6233839235525576,2.0
250854.0,79.0,82.28943415122684,3,186,2.4186279419128693,2.0
250878.0,21.0,35.16334661354582,4,179,2.139442231075697,2.0
250902.0,28.0,54.09367681498829,4,182,3.11943793911007,2.0
250903.0,32.0,54.66202090592334,4,192,2.1689895470383274,2.0
250923.0,27.0,45.42814902424601,3,210,1.6995860437610881,1.0
250937.0,32.0,51.30046948356807,3,315,2.0140845070422535,2.0
250977.0,28.0,44.0,1,121,3.210526315789474,2.0
250985.0,59.0,79.62122229684351,0,190,2.5155137676292814,2.0
251008.0,95.0,94.25705683101242,0,279,2.568686488520888,2.0
251351.0,44.0,70.23905723905725,0,255,2.637140637140637,2.0
251353.0,12.0,19.157894736842106,0,102,2.3254847645429364,2.0
251357.0,17.0,38.20466926070039,1,182,2.4443579766536967,2.0
251360.0,62.0,86.00961538461539,3,256,2.519230769230769,2.0
251362.0,39.0,63.87543252595156,0,186,2.868512110726644,2.0
251363.0,31.0,48.59314107560405,2,250,2.3749025720966483,2.0
251364.0,50.0,78.38703950288505,1,194,2.8806036395916554,2.0
251365.0,44.0,67.15273384545866,2,226,1.8350655219159513,2.0
251433.0,16.0,40.3965110796794,1,187,3.10985384252711,3.0
251434.0,90.0,95.62813091394857,0,355,2.6570188133140378,3.0
251435.0,39.0,65.2762730227519,1,183,3.0189599133261105,3.0
251445.0,36.0,57.45778917910448,2,194,2.921641791044776,3.0
251446.0,28.0,53.318093385214006,3,183,2.6828793774319064,2.0
251447.0,53.0,80.64707637231504,2,262,3.10381861575179,2.0
251448.0,34.0,58.67561393489434,1,231,2.5851894155720543,2.0
251449.0,26.0,50.50840508405084,1,182,3.025420254202542,3.0
251451.0,29.0,51.310690852952526,1,194,2.41142416055577,2.0
251452.0,63.0,84.20400432900433,2,250,2.3511904761904763,2.0
251454.0,18.5,50.19083969465649,1,183,3.3244274809160306,3.0
251470.0,31.0,50.97205438066465,3,222,2.191842900302115,2.0
251471.0,19.0,42.35312831389184,1,188,2.3494167550371157,2.0
251472.0,21.5,46.228476821192054,1,183,3.327814569536424,3.0
251537.0,59.0,81.74395490283341,1,235,2.706571725263314,2.0
251538.0,65.0,85.58968291528632,1,190,3.052531945101751,3.0
