facilityid,median_orderdate_to_startdate,average_orderdate_to_startdate,min_orderdate_to_startdate,max_orderdate_to_startdate,average_nights,median_nights
251546.0,96.5,105.53658536585365,1,185,1.6951219512195121,1.0
251548.0,29.0,54.809082693176684,0,217,2.323994577496611,2.0
251566.0,42.0,68.08941058941059,1,214,2.766733266733267,2.0
251567.0,74.0,89.40891364902507,1,193,3.1197771587743732,3.0
251569.0,28.0,52.87630864676231,1,197,2.3237689026754555,2.0
251570.0,25.0,45.27830687830688,1,195,2.5862433862433862,2.0
251577.0,67.0,82.92685143116765,1,198,2.659245797364834,2.0
251578.0,31.0,60.327967806841045,0,189,3.277665995975855,3.0
251580.0,59.0,82.71010491441193,1,259,3.135284373274434,3.0
251581.0,51.0,74.78851315083199,1,214,2.8711755233494363,2.0
251582.0,65.0,120.89380530973452,0,367,2.5486725663716814,2.0
251583.0,33.0,58.22827417380661,3,189,2.4944920440636476,2.0
251611.0,46.0,71.70588235294117,0,348,2.764705882352941,3.0
251615.0,98.5,105.24509803921569,4,350,2.607843137254902,2.0
251616.0,28.0,41.882446808510636,3,194,2.3574468085106384,2.0
251712.0,21.0,39.579604578563995,3,188,2.488553590010406,2.0
251713.0,30.0,46.88956310679612,3,192,2.2554611650485437,2.0
251722.0,46.0,74.33145363408521,1,245,2.731203007518797,2.0
251769.0,159.0,123.83195592286502,0,230,2.239669421487603,2.0
251855.0,136.5,111.92056074766356,3,233,2.3738317757009346,2.0
251883.0,13.0,37.24691358024691,1,184,2.662551440329218,2.0
251884.0,25.0,41.078732106339466,0,182,2.2975460122699385,2.0
251885.0,69.0,87.31871345029239,1,192,2.9415204678362574,3.0
251886.0,10.0,15.103641456582633,1,214,2.2549019607843137,2.0
251887.0,18.0,33.03655107778819,1,184,2.223992502343018,2.0
251894.0,16.0,30.051546391752577,1,184,2.5,2.0
251895.0,16.0,28.644444444444446,1,182,2.411111111111111,2.0
251906.0,67.0,85.0967201089804,0,366,2.004016905934542,2.0
251907.0,16.0,28.013444302176698,1,207,1.8284250960307298,2.0
251911.0,144.5,136.8211382113821,1,343,2.6463414634146343,2.0
251940.0,9.0,19.0,1,174,2.5847665847665846,2.0
251981.0,11.0,19.781553398058254,1,177,2.854368932038835,2.0
252035.0,9.0,23.08783783783784,1,150,2.574324324324324,2.0
252036.0,35.0,62.27183513248283,2,331,2.84396467124632,3.0
252282.0,85.0,92.94021739130434,1,192,2.8369565217391304,2.0
253917.0,108.0,96.66666666666667,1,256,2.6102794411177643,2.0
254080.0,55.0,81.05862068965517,3,241,2.4827586206896552,2.0
254082.0,57.0,75.77714285714286,3,184,2.56,2.0
254094.0,69.0,87.84423994546694,3,194,2.851056578050443,2.0
255119.0,45.0,64.07273299748111,2,206,2.3863350125944582,2.0
255135.0,51.0,71.61016949152543,3,192,2.447538337368846,2.0
255201.0,68.0,83.53321860659157,1,270,2.051418439716312,2.0
255205.0,31.0,57.70823665893271,1,354,2.2279582366589326,2.0
255303.0,55.0,80.17619783616692,6,210,3.108191653786708,3.0
256348.0,22.0,45.26813186813187,0,182,2.131868131868132,2.0
256932.0,31.0,44.133310189203264,2,184,2.189724006248915,2.0
261700.0,36.0,47.57415565345081,0,184,2.011747430249633,2.0
261791.0,81.0,99.66666666666667,1,278,2.4942528735632186,2.0
262702.0,17.0,18.486772486772487,2,55,2.746031746031746,2.0
262752.0,26.0,47.55911823647295,1,193,1.7555110220440882,2.0
264686.0,124.0,127.63013698630137,4,305,2.8219178082191783,3.0
266137.0,23.0,41.319148936170215,1,182,2.219858156028369,2.0
266138.0,18.0,39.01228733459357,1,206,2.626654064272212,2.0
266139.0,40.0,64.31977217249796,1,190,2.501220504475183,2.0
266140.0,42.0,65.64279155188247,1,187,2.465564738292011,2.0
266141.0,26.0,53.15,1,191,3.0959016393442624,2.0
266142.0,20.0,32.717757009345796,1,181,2.4364485981308412,2.0
267070.0,18.0,33.31548757170172,1,192,2.5564053537284894,2.0
267071.0,37.0,65.43207422133864,2,250,2.3578528827037775,2.0
267072.0,28.0,64.0530303030303,3,188,3.242424242424242,2.0
267073.0,22.0,39.37045454545454,1,218,2.3829545454545453,2.0
267074.0,18.0,30.035019455252918,1,182,2.3054474708171204,2.0
267075.0,43.0,69.77358490566037,2,204,2.8201997780244175,2.0
267076.0,16.0,29.53475935828877,2,182,2.122994652406417,2.0
267077.0,13.0,30.65156794425087,3,182,2.505226480836237,2.0
267078.0,38.0,62.702028081123245,1,236,2.4305772230889238,2.0
267079.0,21.0,38.294426919032595,1,197,2.3948475289169298,2.0
267080.0,29.0,48.46191051995163,1,182,2.2926239419588876,2.0
267081.0,30.0,48.900783289817234,1,181,2.3054830287206265,2.0
267082.0,15.0,28.881294964028775,1,184,2.1378896882494005,2.0
267083.0,34.0,61.18407960199005,1,217,2.677327647476901,2.0
267552.0,18.0,31.237825594563986,1,182,2.2695356738391848,2.0
267553.0,13.0,32.52285191956124,3,184,2.504570383912249,2.0
267554.0,15.0,40.136842105263156,2,182,3.0052631578947366,3.0
267555.0,48.0,73.24355858045698,1,194,2.406417112299465,2.0
267556.0,47.0,72.04107142857143,2,234,2.2392857142857143,2.0
267557.0,11.0,21.514880952380953,1,182,2.113095238095238,2.0
267558.0,16.0,38.27920792079208,2,182,2.5425742574257426,2.0
267560.0,52.5,77.15994623655914,1,189,3.327956989247312,2.0
269838.0,181.0,146.21987951807228,0,188,1.5783132530120483,1.0
270421.0,10.5,16.77659574468085,0,122,2.1595744680851063,2.0
272068.0,35.0,70.22104085058757,0,366,2.4252937884723,2.0
272092.0,36.0,64.41215805471124,2,190,2.3227963525835866,2.0
272093.0,20.0,34.62268518518518,2,181,1.7604166666666667,2.0
272096.0,38.0,62.58620689655172,1,222,1.9593412249099331,2.0
272228.0,11.5,22.340425531914892,2,183,2.189969604863222,2.0
272229.0,77.0,64.35811965811966,0,190,1.4777777777777779,1.0
272230.0,20.0,36.051094890510946,2,184,2.1115745568300315,2.0
272243.0,7.0,24.193877551020407,1,157,1.8877551020408163,2.0
272244.0,9.0,19.144736842105264,0,172,1.8421052631578947,2.0
272246.0,27.0,51.37188872620791,0,366,2.8506588579795022,2.0
272247.0,58.5,59.4875,1,181,1.8625,2.0
272248.0,12.0,23.81132075471698,0,185,1.8830188679245283,2.0
272250.0,24.0,36.367816091954026,1,174,2.0344827586206895,2.0
272277.0,12.0,21.75605815831987,2,184,2.492730210016155,2.0
272299.0,28.0,40.956738131699844,0,371,1.4869831546707504,1.0
272300.0,41.0,64.2684068219634,0,364,1.5927620632279533,1.0
273308.0,19.5,38.46031746031746,2,183,2.263888888888889,2.0
273337.0,12.0,22.465201465201464,2,166,2.3553113553113554,2.0
273354.0,29.0,49.56370656370656,0,186,2.0471042471042473,2.0
273375.0,70.0,82.04255319148936,4,315,3.1702127659574466,3.0
273376.0,34.0,72.83333333333333,8,348,2.6666666666666665,2.5
273378.0,55.5,72.0,4,182,2.5588235294117645,2.0
273379.0,23.0,35.78148148148148,3,187,3.240740740740741,3.0
273755.0,57.0,74.72222222222223,3,346,2.938888888888889,3.0
273757.0,2.0,17.323383084577113,0,181,1.8656716417910448,1.0
273782.0,24.0,41.971830985915496,1,187,1.9420049710024856,2.0
273799.0,15.0,34.42307692307692,3,182,2.7572115384615383,2.0
273816.0,90.0,108.84615384615384,3,354,3.3426573426573425,2.0
273817.0,22.0,31.002159827213823,3,171,2.509719222462203,2.0
273819.0,19.0,27.566084788029926,3,177,2.291770573566085,2.0
273820.0,22.0,49.51733333333333,3,182,2.6,2.0
273842.0,24.0,30.131699846860645,7,366,2.5038284839203677,2.0
273843.0,23.0,33.482185273159146,7,179,2.1353919239904986,2.0
273844.0,26.0,35.12896405919662,2,184,2.2346723044397465,2.0
273845.0,24.0,37.2411214953271,7,182,1.9925233644859812,2.0
273867.0,11.0,21.948051948051948,2,182,1.8116883116883118,2.0
273869.0,24.0,35.848722986247544,3,179,2.343811394891945,2.0
273870.0,13.0,17.90277777777778,7,96,2.4444444444444446,2.0
273871.0,22.0,27.295629820051413,3,98,2.2519280205655527,2.0
273872.0,11.5,12.916666666666666,7,28,2.125,2.0
273873.0,6.0,10.69767441860465,2,91,2.2790697674418605,2.0
273874.0,24.0,32.61790393013101,3,182,2.2510917030567685,2.0
273875.0,15.0,25.598837209302324,2,182,1.9991694352159468,2.0
273876.0,15.0,17.878486055776893,7,174,2.1733067729083664,2.0
273877.0,16.0,26.965832824893226,2,279,2.158633312995729,2.0
273878.0,20.0,27.742765273311896,2,236,2.188102893890675,2.0
273879.0,14.0,17.478341013824885,2,181,2.1705069124423964,2.0
273975.0,10.0,16.066666666666666,2,125,2.26,2.0
274288.0,8.0,24.238888888888887,2,181,2.311111111111111,2.0
274314.0,29.0,49.30341113105925,0,184,2.485637342908438,2.0
274410.0,23.0,41.11495116453794,0,184,2.5529676934635614,2.0
10004152.0,1.0,0.9895452169367486,0,1,2.3277574490329327,2.0
10004932.0,41.0,61.815469613259665,1,220,1.8441988950276242,2.0
10039887.0,33.0,56.71404399323181,0,183,2.0372250423011846,2.0
10039993.0,31.0,53.42657342657343,0,196,2.5052447552447554,2.0
10040012.0,147.0,136.44516129032257,25,234,3.232258064516129,3.0
10040022.0,13.0,39.44150943396227,1,181,2.2528301886792454,2.0
10040047.0,37.0,53.17194183062446,0,184,2.6608212147134305,3.0
10058163.0,7.0,10.541666666666666,0,48,1.6474358974358974,1.0
