Index,FacilityID,OrgFacilityID,ParentRecAreaID,FacilityName,FacilityLongitude,FacilityLatitude,NumberofCampsites,ActivityName.1,ActivityName.2,ActivityName.3,ActivityName.4,ActivityName.5,ActivityName.6,ActivityName.7,ActivityName.8,ActivityName.9,ActivityName.10,ActivityName.11,ActivityName.12,ActivityName.13,ActivityName.14,ActivityName.15,ActivityName.16,ActivityName.17,ActivityName.18,ActivityName.19,ActivityName.20,ActivityName.21,ActivityName.22,ActivityName.23,ActivityName.24,ActivityName.25,ActivityName.26,ActivityName.27,ActivityName.28,ActivityName.29,ActivityName.30
2328,234211,131,1051,SOUTH FORK GROUP SITE ,-106.030628,39.794053,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
2329,234212,131,1113,PEAVY CABIN,-118.265,44.91,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,HORSEBACK RIDING,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,
2330,234213,131,1113,ANTLERS GUARD STATION CABIN,-118.2875,44.633611,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,BIRDING,HUNTING,MOUNTAIN BIKING,HORSEBACK RIDING,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,
2331,234214,131,1114,BLACK CANYON CAMPGROUND,-122.597222,43.806667,19,BOATING,FISHING,BIKING,KAYAKING,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,234215,131,1118,SUIATTLE GUARD STATION,-121.317222,48.261944,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HUNTING,HORSEBACK RIDING,WATER SPORTS,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,
2333,234216,131,1114,HARD ROCK CAMPGROUND,-122.202778,44.038611,1,FISHING,WILDLIFE VIEWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,234218,131,1114,RED DIAMOND CAMPGROUND,-122.172778,44.002222,1,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,234219,131,1114,SHADOW BAY,-122.041667,43.693056,21,BOATING,CANOEING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,234221,131,1058,DEAD SWEDE,-107.446667,44.689167,21,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HISTORIC , CULTURAL SITE,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,
2337,234224,131,1072,POSO GUARD STATION CABIN,-118.643333,35.8075,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,
2338,234225,131,1072,MOUNTAIN HOME GUARD STATION CABIN,-118.700278,36.232778,1,CAMPING,FISHING,BIKING,HIKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,,
2339,234228,131,1045,STANDING INDIAN CAMPGROUND,-83.531944,35.078611,79,CAMPING,FISHING,HIKING,DAY USE AREA,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,,
2340,234230,131,1030,MINERS GULCH,-110.622778,40.532778,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
2341,234234,131,1030,ROCK CREEK GROUP,-110.611667,40.53,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
2342,234235,131,1081,MCKEEVER CABIN,-86.599167,46.216389,1,BOATING,CAMPING,FISHING,BIKING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
2343,234237,131,1087,BLACK MOUNTAIN CABIN,-71.172222,44.1975,1,CAMPING,WILDLIFE VIEWING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2344,234238,131,1087,DOUBLEHEAD CABIN,-71.130278,44.1675,1,CAMPING,WILDLIFE VIEWING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2345,234239,131,1106,CLACKAMAS LAKE HISTORIC CABIN,-121.748889,45.099167,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HISTORIC , CULTURAL SITE,SWIMMING SITE,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,
2346,234241,131,1087,RADEKE CABIN,-71.367222,43.996667,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,
2347,234245,131,1032,GOOSEBERRY ADMIN SITE CABINS,-111.683333,38.801111,1,CAMPING,FISHING,WILDLIFE VIEWING,DAY USE AREA,HORSEBACK RIDING,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,,,
2348,234246,131,1059,SEEDHOUSE GUARD STATION,-106.772411,40.775122,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HUNTING,HORSEBACK RIDING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,
2349,234247,131,1106,CLEAR LAKE CABIN LOOKOUT,-121.716111,45.149444,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,BIRDING,HUNTING,CROSS COUNTRY SKIING,SNOWMOBILING,,,,,,,,,,,,,,,,,,,,,,
2350,234248,131,1106,FIVEMILE BUTTE LOOKOUT,-121.458333,45.404722,1,CAMPING,HIKING,BIRDING,HUNTING,RANGER STATION,CROSS COUNTRY SKIING,,,,,,,,,,,,,,,,,,,,,,,,
2351,234250,131,1113,ANTHONY LAKE GUARD STATION,-118.230556,44.962222,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,DAY USE AREA,BIRDING,WATER ACCESS,HUNTING,MOUNTAIN BIKING,SWIMMING,CANOEING,WILDERNESS,SCENIC DRIVE,,,,,,,,,,,,,,,
2352,234251,131,1024,EGAN BASIN GUARD STATION,-111.570833,42.053611,1,CAMPING,FISHING,BIKING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2353,234252,131,1024,CARIBOU MOUNTAIN GUARD STATION,-111.32,43.150278,1,CAMPING,FISHING,BIKING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2354,234253,130,461,FORT HAMBY PARK,-81.271111,36.138333,33,CAMPING,FISHING,HIKING,DAY USE AREA,HUNTING,HISTORIC , CULTURAL SITE,SWIMMING SITE,DISC GOLF,ARCHERY,,,,,,,,,,,,,,,,,,,,
2355,234254,131,1025,GROUSE CAMPGROUND,-116.166944,45.068056,21,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,,
2356,234255,131,2018,ELWOOD CABIN,-106.638611,37.404167,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2357,234256,131,1050,BLUE SPRINGS GAP CABIN,-81.270556,36.758056,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,
2358,234257,131,1032,OAK CREEK,-112.266819,39.349703,4,CAMPING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,234258,131,1050,STONY FORK CABIN,-81.123056,37.029722,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,
2360,234259,131,1050,SUNRISE CABIN,-80.999167,36.802222,1,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,
2361,234260,131,1024,JOHNSON GUARD STATION,-111.207222,42.721111,1,CAMPING,FISHING,BIKING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2362,234261,131,1024,STUMP CREEK GUARD STATION,-111.08,42.794167,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,
2363,234262,131,1075,BEAR BASIN LOOKOUT AND CABIN,-123.74,41.809167,1,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2364,234263,131,1024,CLEAR CREEK GUARD STATION,-111.17,42.526389,1,CAMPING,FISHING,BIKING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2365,234264,131,1027,NORTH FORK (ID),-114.424444,43.788333,28,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
2366,234265,131,1032,ELKHORN CAMPGROUND,-111.456389,38.480278,8,CAMPING,BIKING,HIKING,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,234266,131,1024,EIGHT MILE GUARD STATION,-111.575833,42.531944,1,CAMPING,FISHING,BIKING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2368,234267,131,1110,HORSFALL BEACH,-124.276111,43.453611,34,CAMPING,FISHING,WILDLIFE VIEWING,OFF ROAD VEHICLE TRAILS,SWIMMING,BEACHCOMBING,,,,,,,,,,,,,,,,,,,,,,,,
2369,234268,131,1024,CUB RIVER GUARD STATION,-111.675278,42.139167,1,CAMPING,FISHING,HUNTING,HORSEBACK RIDING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,
2370,234269,131,1111,WENATCHEE GUARD STATION,-117.375,46.125,1,CAMPING,HIKING,HORSEBACK RIDING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2371,234270,131,1111,GODMAN GUARD STATION,-117.752778,46.125,1,CAMPING,HIKING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2372,234271,131,1111,CLEARWATER LOOKOUT CABIN,-117.625,46.25,1,CAMPING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,234272,131,1111,CLEARWATER BIG HOUSE,-117.568056,46.200556,1,HIKING,HORSEBACK RIDING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,234273,131,1057,SUMMIT RIDGE LOOKOUT CABIN,-104.0525,43.854167,1,CAMPING,BIKING,HIKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,234274,131,1105,MAGONE LAKE,-118.9094,44.552656,1,BOATING,FISHING,HIKING,BIRDING,HUNTING,MOUNTAIN BIKING,,,,,,,,,,,,,,,,,,,,,,,,
2376,234275,131,1026,BONANZA CCC GROUP CAMPGROUND,-114.723611,44.369444,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,234276,131,1026,CAPE HORN WINTER RENTAL,-115.125833,44.371111,1,CAMPING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,234277,130,151,NORTH ABUTMENT,-89.774444,33.846944,86,BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,HUNTING,WATER SPORTS,HISTORIC , CULTURAL SITE,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,
2379,234278,131,1014,EAST FORK CABIN,-113.726111,45.922778,1,CAMPING,FISHING,HIKING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2380,234279,131,1111,CARETAKERS CABIN,-118.498056,44.796944,1,CAMPING,WILDLIFE VIEWING,HIKING,BIRDING,HUNTING,HISTORIC , CULTURAL SITE,BERRY PICKING,,,,,,,,,,,,,,,,,,,,,,
2381,234280,130,277,TUTTLE CREEK COVE,-96.630875,39.277139,39,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
2382,234281,131,1014,GIRD POINT,-114.178142,46.022697,1,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,234283,131,1014,FALES FLAT CAMPGROUND,-114.443333,45.746111,1,CAMPING,FISHING,BIKING,HIKING,HUNTING,SCENIC DRIVE,HISTORIC SITES,,,,,,,,,,,,,,,,,,,,,,,
2384,234285,131,1030,CARTER MILITARY TRAIL YURT,-109.76,40.790833,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HORSEBACK RIDING,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,
2385,234286,131,1026,YELLOWJACKET GUARD STATION,-114.482781,44.994719,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BACKPACKING,HUNTING,MOUNTAIN BIKING,HORSEBACK RIDING,AUTO TOURING,OFF ROAD VEHICLE TRAILS,RANGER STATION,WILDERNESS,OFF HIGHWAY VEHICLE TRAILS,DIVING,,,,,,,,,,,,,,,
2386,234287,131,1092,MANZANITA.,-111.741667,34.941667,19,CAMPING,FISHING,SWIMMING,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,234288,131,1014,WOODS CABIN,-114.243889,46.065556,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,WATER SPORTS,WINTER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,
2388,234289,131,14492,CONTORTA POINT GROUP CAMP,-122.0075,43.461389,2,BOATING,CAMPING,FISHING,BIKING,HIKING,WATER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2389,234290,131,1064,COLDWATER CAMPGROUND,-118.996944,37.599167,74,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HORSEBACK RIDING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
2390,234291,131,1014,LARRY CREEK GROUP CAMP,-114.299167,46.638056,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BACKPACKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,
2391,234292,131,1014,MCCART LOOKOUT,-113.7175,45.884722,1,CAMPING,WILDLIFE VIEWING,FIRE LOOKOUTS/CABINS OVERNIGHT,HIKING,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,,,,
2392,234293,131,1030,GRIZZLY RIDGE YURT,-109.500833,40.743056,1,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2393,234294,131,1030,LIMBER FLAG YURT,-109.441667,40.744167,1,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2394,234295,131,1014,TWOGOOD CABIN,-114.044167,45.757778,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,BACKPACKING,MOUNTAIN BIKING,HORSEBACK RIDING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,
2395,234296,131,1014,MEDICINE POINT LOOKOUT,-114.110278,45.807222,1,CAMPING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING,HISTORIC , CULTURAL SITE,LOOKOUT TOWER,,,,,,,,,,,,,,,,,,,,,,,
2396,234297,131,1032,ADELAIDE CAMPGROUND,-112.366667,38.758333,9,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,
2397,234298,131,1017,IBEX CABIN,-110.441389,46.003056,1,CAMPING,WILDLIFE VIEWING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2398,234299,131,1017,BIG CREEK CABIN,-110.923333,45.307778,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,
2399,234300,131,1017,PORCUPINE CABIN,-110.471389,46.113056,1,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2400,234301,131,1014,MAGRUDER RANGERS HOUSE,-114.716667,45.702222,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PHOTOGRAPHY,HUNTING,WINTER SPORTS,SCENIC DRIVE,BERRY PICKING,,,,,,,,,,,,,,,,,,,,
2401,234302,131,1032,MAPLE GROVE ,-112.089656,39.015239,3,CAMPING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,234303,131,1024,SQUIRREL MEADOWS CABIN,-111.022222,44.063056,1,CAMPING,WILDLIFE VIEWING,BIRDING,HUNTING,MOUNTAIN BIKING,HORSEBACK RIDING,HORSE CAMPING,STAR GAZING,,,,,,,,,,,,,,,,,,,,,,
2403,234304,131,1024,BISHOP MOUNTAIN CABIN,-111.553611,44.333611,1,CAMPING,WILDLIFE VIEWING,HIKING,HUNTING,MOUNTAIN BIKING,STAR GAZING,BERRY PICKING,,,,,,,,,,,,,,,,,,,,,,,
2404,234305,131,1024,WARM RIVER CABIN,-111.251389,44.205833,1,CAMPING,FISHING,BIKING,HIKING,HUNTING,HORSEBACK RIDING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,
2405,234306,131,1102,EAGLE CREEK OVERLOOK GRP SITE,-121.930833,45.641667,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,BIRDING,SWIMMING,KAYAKING,NON-MOTORIZED BOATING,BERRY PICKING,FISH HATCHERY,HISTORIC SITES,EDUCATIONAL PROGRAMS,,,,,,,,,,,,,,,,,,
2406,234307,131,1017,MILL CREEK CABIN,-110.545278,45.289444,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2407,234308,131,1032,SUNGLOW CAMPGROUND,-111.518889,38.341667,8,CAMPING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,234309,131,1017,TRAIL CREEK CABIN,-110.835569,45.569358,1,CAMPING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2409,234310,131,16822,LOST LAKE GROUP UNIT,-119.050833,48.8525,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,HUNTING,SWIMMING,KAYAKING,CANOEING,BERRY PICKING,AMPHITHEATER,,,,,,,,,,,,,,,,,,
2410,234311,131,1064,CONVICT LAKE CAMPGROUND,-118.850833,37.598889,48,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,HUNTING,HORSEBACK RIDING,SWIMMING SITE,CLIMBING,FISH HATCHERY,,,,,,,,,,,,,,,,,
2411,234312,131,1026,LORISTICA GROUP CAMPGROUND,-113.466944,44.022778,1,CAMPING,HIKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,234313,131,1045,SWAN CABIN,-84.003056,35.359722,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,BIRDING,BACKPACKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,
2413,234314,131,1015,MEYERS CREEK CABIN,-109.958333,45.491667,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,
2414,234315,131,1030,TROUT CREEK GUARD STATION,-109.674167,40.754722,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HORSEBACK RIDING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,
2415,234316,131,1030,COLTON GUARD STATION,-109.518611,40.667222,1,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2416,234317,131,1030,PARADISE GUARD STATION,-109.9125,40.6625,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,
2417,234318,131,1013,ANTONE CABIN,-112.210019,44.780931,1,CAMPING,FISHING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,
2418,234319,131,1013,BEAR CREEK BUNKHOUSE,-111.5539,45.156219,1,CAMPING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,234320,131,1013,BEAR CREEK CABIN,-111.5534,45.156031,1,CAMPING,HIKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,234321,131,1013,NOTCH CABIN,-112.137231,44.882211,1,CAMPING,WILDLIFE VIEWING,HIKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,234322,131,1013,WALL CREEK CABIN,-111.707131,45.011131,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,
2422,234323,131,1072,LIVE OAK SOUTH,-118.461111,35.702778,30,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,234324,131,1072,WISHON CABIN,-118.6625,36.1875,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
2424,234325,131,1012,CASTLE BUTTE LOOKOUT,-115.219167,46.434167,1,CAMPING,HIKING,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,234327,131,1017,WINDY PASS CABIN,-111.101389,45.265278,1,CAMPING,WILDLIFE VIEWING,HIKING,HUNTING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,
2426,234328,131,1017,WINDOW ROCK CABIN,-110.958611,45.462222,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,HORSEBACK RIDING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,
2427,234329,131,1064,TWIN LAKES CAMPGROUND,-119.006944,37.615833,94,CAMPING,FISHING,BIKING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,
2428,234330,131,1064,SILVER LAKE CAMPGROUND JUNE LAKE (CA,-119.126389,37.783056,63,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,
2429,234331,131,1017,SPANISH CREEK CABIN,-111.373611,45.451111,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2430,234332,131,1017,MYSTIC LAKE CABIN,-110.919444,45.541111,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,HORSEBACK RIDING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,
2431,234333,131,1017,LITTLE BEAR CABIN,-111.148889,45.496389,1,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,OFF ROAD VEHICLE TRAILS,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,
2432,234334,131,1017,GARNET MOUNTAIN FIRE LOOKOUT,-111.206389,45.426667,1,CAMPING,WILDLIFE VIEWING,BIKING,FIRE LOOKOUTS/CABINS OVERNIGHT,HIKING,HUNTING,OFF ROAD VEHICLE TRAILS,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,
2433,234335,131,1017,FOX CREEK CABIN (MT),-111.044167,45.48,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,
2434,234336,131,1017,BATTLE RIDGE CABIN,-110.891944,45.874722,1,WILDLIFE VIEWING,FIRE LOOKOUTS/CABINS OVERNIGHT,HIKING,HUNTING,MOUNTAIN BIKING,OFF HIGHWAY VEHICLE,WINTER SPORTS,CROSS COUNTRY SKIING,SNOWMOBILE TRAILS,SNOWSHOEING,SLEDDING,DOWNHILL SKIING,,,,,,,,,,,,,,,,,,
2435,234337,131,1016,FORD CABIN,-114.376667,48.873611,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,
2436,234338,131,1016,ZIPS PLACE CABIN,-113.415,48.262222,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2437,234339,131,1016,NINKO CABIN,-114.5975,48.858056,1,CAMPING,WILDLIFE VIEWING,HIKING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2438,234340,131,1016,CHALLENGE CABIN,-113.330278,48.229167,1,CAMPING,WILDLIFE VIEWING,HIKING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,234341,131,1016,HORNET LOOKOUT,-114.511667,48.877778,1,CAMPING,WILDLIFE VIEWING,HIKING,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,,,,,
2440,234342,131,1016,BEN ROVER CABIN,-114.278889,48.771111,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2441,234343,131,1016,SCHNAUS CABIN,-114.351667,48.837222,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
2442,234344,131,1065,CARTER MEADOWS HORSE GROUP,-122.910278,41.221111,1,CAMPING,FISHING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,234345,131,1016,STAR MEADOWS GUARD STATION,-114.71,48.381944,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,HORSEBACK RIDING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,
2444,234346,131,1022,BIG LARCH CAMPGROUND,-113.493889,47.192222,2,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,DAY USE AREA,BIRDING,HUNTING,WATER SPORTS,KAYAKING,CANOEING,WINTER SPORTS,SWIMMING SITE,JET SKIING,ICE FISHING,BERRY PICKING,AMPHITHEATER,,,,,,,,,,,
2445,234347,131,1022,LAKE ALVA CAMPGROUND,-113.577222,47.324444,2,BOATING,CAMPING,FISHING,WATER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
2446,234348,131,1075,NORDHEIMER GROUP SITES,-123.363889,41.298611,4,BOATING,CAMPING,FISHING,BIKING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
2447,234349,131,1065,INDIAN SCOTTY GROUP SITE,-123.081944,41.632222,1,CAMPING,FISHING,HIKING,HUNTING,SWIMMING,WHITEWATER RAFTING,,,,,,,,,,,,,,,,,,,,,,,,
2448,234350,131,1013,TWIN LAKES CABIN (MT),-113.685969,45.40985,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,
2449,234351,131,1013,MAY CREEK CABIN,-113.822469,45.642119,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,
2450,234352,131,1013,HOGAN CABIN,-113.879911,45.713619,1,CAMPING,WILDLIFE VIEWING,HIKING,HISTORIC , CULTURAL SITE,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
