Index,FacilityID,OrgFacilityID,ParentRecAreaID,FacilityName,FacilityLongitude,FacilityLatitude,NumberofCampsites,ActivityName.1,ActivityName.2,ActivityName.3,ActivityName.4,ActivityName.5,ActivityName.6,ActivityName.7,ActivityName.8,ActivityName.9,ActivityName.10,ActivityName.11,ActivityName.12,ActivityName.13,ActivityName.14,ActivityName.15,ActivityName.16,ActivityName.17,ActivityName.18,ActivityName.19,ActivityName.20,ActivityName.21,ActivityName.22,ActivityName.23,ActivityName.24,ActivityName.25,ActivityName.26,ActivityName.27,ActivityName.28,ActivityName.29,ActivityName.30
534,232168,131,1029,MCWILLIAMS,-115.6825,36.309167,75,CAMPING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,232169,131,1023,MOUNTAIN VIEW,-115.6025,44.078333,14,BOATING,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
536,232170,131,1023,PARK CREEK (IDAHO),-115.581667,44.1175,26,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,HISTORIC , CULTURAL SITE,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,
537,232171,131,1087,COVERED BRIDGE,-71.232222,44.003333,50,CAMPING,FISHING,BIKING,HIKING,PICNICKING,,,,,,,,,,,,,,,,,,,,,,,,,
538,232172,131,1087,WHITE LEDGE CAMPGROUND,-71.213889,43.954444,25,CAMPING,FISHING,BIKING,HIKING,PICNICKING,,,,,,,,,,,,,,,,,,,,,,,,,
539,232173,131,1087,DOLLY  COPP,-71.219444,44.332778,195,CAMPING,BIKING,HIKING,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,
540,232174,131,1087,BASIN CAMPGROUND,-71.022778,44.2675,22,BOATING,CAMPING,FISHING,BIKING,HIKING,PICNICKING,,,,,,,,,,,,,,,,,,,,,,,,
541,232175,131,1087,COLD RIVER,-71.013333,44.264444,15,BOATING,CAMPING,FISHING,BIKING,HIKING,PICNICKING,,,,,,,,,,,,,,,,,,,,,,,,
542,232176,131,1087,HASTINGS CAMPGROUND,-70.984167,44.351944,25,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
543,232177,131,1087,SUGARLOAF 1 CAMPGROUND,-71.504722,44.260278,30,CAMPING,FISHING,HIKING,PICNICKING,,,,,,,,,,,,,,,,,,,,,,,,,,
544,232178,131,1087,CAMPTON CAMPGROUND,-71.626667,43.873333,91,CAMPING,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,232179,131,1087,WATERVILLE CAMPGROUND,-71.509167,43.941944,28,BOATING,CAMPING,FISHING,BIKING,HIKING,HORSEBACK RIDING,WINTER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
546,232180,131,1050,GRINDSTONE,-81.541111,36.686944,134,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,SCENIC DRIVE,,,,,,,,,,,,,,,,,,,,,,,,
547,232181,131,1110,CARTER LAKE,-124.146111,43.856667,21,BOATING,CAMPING,FISHING,HIKING,SWIMMING,,,,,,,,,,,,,,,,,,,,,,,,,
548,232182,131,1110,DRIFTWOOD,-124.143056,43.883889,68,CAMPING,WILDLIFE VIEWING,HIKING,OFF ROAD VEHICLE TRAILS,,,,,,,,,,,,,,,,,,,,,,,,,,
549,232183,131,1110,HORSFALL ,-124.244444,43.445833,70,CAMPING,WILDLIFE VIEWING,PICNICKING,OFF ROAD VEHICLE TRAILS,BEACHCOMBING,,,,,,,,,,,,,,,,,,,,,,,,,
550,232184,131,1110,WILD MARE HORSE CAMP,-124.267222,43.454444,13,CAMPING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,232185,131,1029,HOPE VALLEY,-119.930125,38.897278,21,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
552,232186,131,1029,MOUNT ROSE (NV) ,-119.897361,39.312278,25,CAMPING,BIKING,HIKING,CLIMBING,,,,,,,,,,,,,,,,,,,,,,,,,,
553,232187,131,1029,Silver Creek,-119.787167,38.588972,22,CAMPING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,232188,131,1085,WHITEFACE RESERVOIR,-92.143889,47.332778,39,CAMPING,FISHING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,
555,232189,131,1085,CADOTTE LAKE,-91.916389,47.380556,27,CAMPING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,232190,131,122,ASPEN (AZ),-110.945833,34.326667,136,BOATING,CAMPING,HIKING,PICNICKING,CANOEING,PADDLING,INTERPRETIVE PROGRAMS,GUIDED INTERPRETIVE WALKS,AMPHITHEATER,EVENING PROGRAMS,,,,,,,,,,,,,,,,,,,,
557,232191,131,122,BENNY CREEK GROUP AREA,-109.448611,34.044167,10,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,232192,131,122,BROOKCHAR,-109.413056,33.875556,13,BOATING,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,232193,131,122,CANYON POINT,-110.826667,34.323333,105,BOATING,CAMPING,FISHING,HIKING,PICNICKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,
560,232194,131,1092,CAVE SPRING,-111.739167,34.996389,95,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PHOTOGRAPHY,BIRDING,SWIMMING,,,,,,,,,,,,,,,,,,,,,,,
561,232195,131,122,CUTTHROAT,-109.418333,33.872222,18,BOATING,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,232196,131,122,GRAYLING,-109.413056,33.873056,24,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,
563,232197,131,122,HOYER,-109.458611,34.043333,91,CAMPING,PICNICKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,232199,131,1011,LUBY BAY,-116.925278,48.540278,56,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,WATER SPORTS,KAYAKING,CANOEING,SWIMMING SITE,JET SKIING,WATER SKIING,BERRY PICKING,CLIMBING,SCUBA DIVING,,,,,,,,,,,,,,,,
565,232200,131,122,RAINBOW (AZ),-109.403889,33.876389,166,BOATING,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
566,232201,131,1011,REEDER BAY,-116.891881,48.6252,37,BOATING,CAMPING,FISHING,BIKING,HIKING,CANOEING,,,,,,,,,,,,,,,,,,,,,,,,
567,232202,131,1011,SAM OWEN,-116.283056,48.216667,77,BOATING,CAMPING,DAY USE AREA,SWIMMING,KAYAKING,STAR GAZING,SWIMMING SITE,PADDLING,,,,,,,,,,,,,,,,,,,,,,
568,232203,131,122,SPILLWAY (AZ),-110.936389,34.331944,28,BOATING,CAMPING,FISHING,HIKING,PICNICKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,
569,232204,131,122,WINN,-109.484167,33.965278,64,CAMPING,PICNICKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,232205,131,122,WOODS CANYON LAKE,-110.939167,34.328611,1,BOATING,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,232206,131,1095,PLAYGROUND GROUP,-112.136111,34.698333,1,CAMPING,PICNICKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,232208,131,1095,TURNEY GULCH GROUP,-112.285,34.173889,1,BOATING,CAMPING,FISHING,HIKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,,
573,232209,131,1095,UPPER WOLF CREEK GROUP,-112.453333,34.455278,1,BOATING,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
574,232210,131,1024,ALPINE NORTH LOOP,-111.041111,43.196389,19,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,WATER SPORTS,,,,,,,,,,,,,,,,,,,,,,,
575,232211,131,1024,BIG ELK,-111.116111,43.3225,3,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,
576,232212,131,1024,FALLS CAMPGROUND,-111.3625,43.4325,24,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,
577,232213,131,2337,RUSSIAN RIVER,-149.973486,60.483514,80,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
578,232214,131,1054,FLORIDA CAMPGROUND (CO),-107.666389,37.45,1,BOATING,CAMPING,FISHING,BIKING,HIKING,PICNICKING,HUNTING,WATER SPORTS,,,,,,,,,,,,,,,,,,,,,,
579,232215,131,1048,INDIAN BOUNDARY,-84.107222,35.401667,87,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,BIRDING,BACKPACKING,MOUNTAIN BIKING,SWIMMING,RANGER STATION,KAYAKING,CANOEING,STAR GAZING,SCENIC DRIVE,ACCESSIBLE SWIMMING,NON-MOTORIZED BOATING,BADMINTON,,,,,,,,,,,,
580,232216,131,1048,MCNABB CREEK GROUP,-84.128889,35.328333,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,BACKPACKING,HUNTING,HORSEBACK RIDING,SWIMMING,STAR GAZING,SCENIC DRIVE,,,,,,,,,,,,,,,,,,,,
581,232217,131,1023,DOG CREEK (ID),-115.304167,43.529167,13,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,
582,232218,131,1023,SHAFER BUTTE,-116.084167,43.783056,7,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
583,232219,131,1024,BUFFALO (IDAHO),-111.368889,44.426389,50,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,DAY USE AREA,HUNTING,,,,,,,,,,,,,,,,,,,,,,
584,232220,131,1055,HEATON BAY,-106.077778,39.605,87,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
585,232221,131,1055,PEAK ONE,-106.069444,39.584722,114,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,
586,232222,131,1024,RIVERSIDE (ID - TARGHEE),-111.458056,44.266389,58,CAMPING,FISHING,WILDLIFE VIEWING,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,232223,131,1024,WARM RIVER,-111.313611,44.12,25,BOATING,CAMPING,FISHING,BIKING,HIKING,WATER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
588,232224,131,1055,WINDY POINT GROUP (CO),-106.044444,39.607778,2,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,,,,,,,,,,,,,,,,,,,,,,,,
589,232225,131,1035,BALSAM,-111.401389,40.197778,39,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
590,232226,131,1035,BEAR CANYON,-111.729722,39.7875,8,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,,,,,,,,,,,,,,,,,,,,,,,,
591,232227,131,1035,BLACKHAWK,-111.628333,39.893611,47,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
592,232228,131,1035,PAYSON LAKES,-111.641944,39.929722,142,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
593,232229,131,1035,CHERRY,-111.475278,40.168889,18,CAMPING,FISHING,BIKING,HIKING,PICNICKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,
594,232230,131,1035,GRANITE FLAT (UTAH) ,-111.651667,40.487778,55,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,HORSEBACK RIDING,KAYAKING,CANOEING,SCENIC DRIVE,,,,,,,,,,,,,,,,,,,,
595,232231,131,1035,PONDEROSA UINTA,-111.712222,39.766111,37,CAMPING,FISHING,BIKING,HIKING,PICNICKING,HORSEBACK RIDING,SCENIC DRIVE,,,,,,,,,,,,,,,,,,,,,,,
596,232232,131,1035,TINNEY FLAT,-111.7275,39.900556,17,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,,,,,,,,,,,,,,,,,,,,,,,,
597,232233,131,1035,WHITING,-111.526944,40.131667,27,CAMPING,BIKING,HIKING,PICNICKING,HORSEBACK RIDING,SCENIC DRIVE,,,,,,,,,,,,,,,,,,,,,,,,
598,232234,131,1073,HAYWARD FLAT,-122.769167,40.874444,107,BOATING,CAMPING,FISHING,DAY USE AREA,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,
599,232235,131,1073,TANNERY,-122.848056,40.836667,85,BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,
600,232236,131,1064,BIG PINE CANYON,-118.422222,37.128333,2,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,232237,131,1064,BISHOP PARK GROUP,-118.593333,37.243889,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,
602,232238,131,1064,MCGEE CREEK,-118.784722,37.564444,28,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,
603,232239,131,1064,ROCK CREEK LAKE GROUP CAMP,-118.739014,37.453822,1,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,
604,232240,131,1064,TABLE MOUNTAIN (INYO),-118.568333,37.208056,1,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,
605,232241,131,1064,TUFF CAMPGROUND,-118.664167,37.5625,34,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,232242,131,1064,UPPER SAGE FLAT,-118.433889,37.125833,21,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,
607,232244,131,1031,PINE VALLEY RECREATION AREA ,-113.466667,37.376667,63,CAMPING,FISHING,HIKING,DAY USE AREA,HORSE CAMPING,AMPHITHEATER,,,,,,,,,,,,,,,,,,,,,,,,
608,232245,131,1075,GRASSY FLAT CAMPGROUND,-123.888889,41.856389,19,BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
609,232246,131,1066,ALMANOR,-121.167778,40.216944,55,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,DAY USE AREA,WATER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,
610,232247,131,1066,EAGLE CAMPGROUND,-120.783056,40.54785,51,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,232248,131,1066,HAT CREEK,-121.445556,40.667778,12,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,232249,131,1071,HANNA FLAT,-116.974444,34.287778,67,BOATING,CAMPING,FISHING,BIKING,FIRE LOOKOUTS/CABINS OVERNIGHT,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,
613,232250,131,1071,SERRANO,-116.919444,34.261389,111,BOATING,CAMPING,FISHING,BIKING,HIKING,BACKPACKING,WATER SPORTS,RANGER STATION,CANOEING,STAR GAZING,INFORMATION SITE,PADDLE BOATING,VISITOR CENTER,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,
614,232251,131,1019,REXFORD BENCH,-115.157631,48.899514,53,BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,SWIMMING SITE,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,
615,232252,131,2018,BIG MEADOWS RESERVOIR CAMPGROUND,-106.796111,37.538056,44,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,
616,232253,131,1033,JOES VALLEY RESERVOIR,-111.2923,39.2951,50,BOATING,CAMPING,FISHING,BIKING,WATER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,
617,232254,131,1076,PINECREST,-119.997222,38.190833,195,BOATING,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,HORSEBACK RIDING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
618,232255,131,1044,CHOCTAW LAKE,-89.143611,33.271667,20,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,
619,232256,131,1044,DAVIS LAKE CAMPGROUND,-88.938889,34.047222,27,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,WATER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
620,232257,131,1042,CRAIGS CREEK GROUP AREA,-84.258333,36.991667,3,CAMPING,FISHING,BIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,232258,131,1042,GROVE,-84.216667,36.941667,61,BOATING,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
622,232259,131,1042,HOLLY BAY,-84.266667,36.979167,138,BOATING,CAMPING,FISHING,BIKING,DAY USE AREA,SWIMMING SITE,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,
623,232260,131,1076,BIG MEADOW STANISLAUS NATL FS,-120.105,38.416389,72,BOATING,CAMPING,SWIMMING SITE,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,
624,232261,131,1077,HAMPSHIRE ROCKS,-120.496667,39.310556,26,CAMPING,FISHING,BIKING,HIKING,WATER ACCESS,SWIMMING,SCENIC DRIVE,HISTORIC SITES,,,,,,,,,,,,,,,,,,,,,,
625,232262,131,1063,PIPI CAMPGROUND,-120.4375,38.573611,53,CAMPING,FISHING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,232263,131,1063,SILVER LAKE EAST- ELDORADO,-119.8875,38.675,59,CAMPING,FISHING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,,
627,232264,131,1077,TUNNEL MILLS II,-120.651667,39.252778,2,CAMPING,FISHING,BIKING,HIKING,WATER ACCESS,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,
628,232265,131,1070,HALLSTED,-121.073056,40.0175,20,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,232266,131,1070,HUTCHINS,-121.199167,39.883056,3,BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
630,232267,131,1070,RED FEATHER CALIFORNIA,-120.953056,39.735278,59,BOATING,CAMPING,FISHING,BIKING,HIKING,WATER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,
631,232268,131,1064,JUNE LAKE,-119.073889,37.781944,28,BOATING,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
632,232269,131,1064,OH RIDGE,-119.061667,37.796944,139,BOATING,CAMPING,FISHING,HIKING,DAY USE AREA,SWIMMING SITE,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,
633,232270,131,1064,PINE GLEN,-118.955278,37.649167,18,CAMPING,FISHING,BIKING,HIKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,
634,232271,131,1064,SHERWIN CREEK,-118.935,37.63,85,BOATING,CAMPING,FISHING,BIKING,HIKING,HUNTING,HORSEBACK RIDING,VISITOR CENTER,,,,,,,,,,,,,,,,,,,,,,
635,232272,131,1033,DEVILS CANYON,-109.406111,37.738889,42,CAMPING,WILDLIFE VIEWING,BIKING,HIKING,PICNICKING,AUTO TOURING,STAR GAZING,SCENIC DRIVE,INFORMATION SITE,,,,,,,,,,,,,,,,,,,,,
636,232273,131,1055,PROSPECTOR,-106.034444,39.595833,106,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,
637,232274,131,1055,CAMP HALE MEMORIAL,-106.315,39.420278,20,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,,,
638,232275,131,1052,AMPHITHEATER (CO),-107.661667,38.0225,35,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,
639,232276,131,1029,HILLTOP,-115.606664,36.309864,35,CAMPING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,232277,131,1024,CALAMITY,-111.215,43.327778,41,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,WATER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
641,232278,131,1062,BURNT RANCHERIA,-116.416111,32.861389,124,CAMPING,DAY USE AREA,VISITOR CENTER,INTERPRETIVE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,
642,232279,131,1062,LAGUNA,-116.446389,32.887222,111,CAMPING,BIKING,HIKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,,
643,232280,131,1051,KELLY DAHL,-105.497778,39.9325,46,CAMPING,HIKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,232281,131,1051,OLIVE RIDGE,-105.522394,40.208833,53,CAMPING,HIKING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,232282,131,1051,PAWNEE,-105.567061,40.131456,44,BOATING,CAMPING,FISHING,BIKING,HIKING,MOUNTAIN BIKING,CANOEING,WINTER SPORTS,CLIMBING,ROCK CLIMBING,SNOWSHOEING,SKIING,,,,,,,,,,,,,,,,,,
646,232283,131,1085,FALL LAKE,-91.716389,47.9525,66,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,PICNICKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,
647,232284,131,1093,ROSE CANYON,-110.691111,32.395,74,CAMPING,FISHING,DAY USE AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,232285,131,1093,SHOWERS POINT GROUP SITE,-110.720556,32.408333,3,CAMPING,FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,232286,131,1071,PINEKNOT,-116.883056,34.235278,47,BOATING,CAMPING,FISHING,BIKING,HIKING,MOUNTAIN BIKING,,,,,,,,,,,,,,,,,,,,,,,,
650,232287,131,1114,BIG LAKE,-121.870833,44.3775,44,BOATING,BIKING,HIKING,OFF HIGHWAY VEHICLE,SWIMMING,WATER SKIING,NON-MOTORIZED BOATING,,,,,,,,,,,,,,,,,,,,,,,
651,232288,131,1114,COLD WATER COVE,-121.988889,44.363889,35,BOATING,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
652,232289,131,1092,LITTLE ELDEN SPRINGS HORSECAMP,-111.586667,35.273333,15,CAMPING,HIKING,PICNICKING,HORSEBACK RIDING,,,,,,,,,,,,,,,,,,,,,,,,,,
653,232290,131,1066,GURNSEY CREEK,-121.426667,40.308889,54,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,232291,131,1023,THIRD FORK CABIN,-116.300833,44.373056,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,,,,,,,,,,,,,,,,,,,,,,,,
655,232292,131,1023,BOILING SPRINGS CABIN,-115.856667,44.364167,1,BOATING,CAMPING,FISHING,BIKING,HUNTING,WINTER SPORTS,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,
656,232293,131,1076,PIONEER TRAIL,-119.9875,38.1875,3,BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
657,232294,131,1053,SILVER DOLLAR,-106.352778,39.262222,39,BOATING,CAMPING,FISHING,HIKING,WATER SPORTS,HISTORIC , CULTURAL SITE,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,
658,232295,131,1071,HEART BAR CAMPGROUND,-116.785833,34.158611,66,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
659,232296,131,1071,NORTH SHORE (CA),-117.163333,34.267222,22,BOATING,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
660,232298,131,1118,Silver Springs Campground,-121.533333,46.995556,50,BOATING,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,
661,232300,131,1057,SHERIDAN LAKE,-103.472286,43.980819,111,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,HIKING,DAY USE AREA,PHOTOGRAPHY,BIRDING,WATER ACCESS,MOUNTAIN BIKING,HISTORIC , CULTURAL SITE,KAYAKING,CANOEING,SWIMMING SITE,ACCESSIBLE SWIMMING,WATER SKIING,ICE FISHING,MOTOR BOAT,,,,,,,,,,,
662,232301,131,1053,LODGEPOLE (CO),-105.849722,39.416667,34,CAMPING,FISHING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,232302,131,1063,RED FIR,-120.3125,39.002222,1,BOATING,CAMPING,FISHING,HIKING,SWIMMING SITE,,,,,,,,,,,,,,,,,,,,,,,,,
664,232303,131,1037,CEDAR LAKE (OKLAHOMA),-94.694444,34.758611,97,BOATING,CAMPING,FISHING,BIKING,HIKING,PICNICKING,DAY USE AREA,HORSEBACK RIDING,SWIMMING SITE,ACCESSIBLE SWIMMING,,,,,,,,,,,,,,,,,,,,
665,232304,131,14492,NEWBERRY GROUP CAMP SITE,-121.256944,43.706111,3,BOATING,CAMPING,FISHING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,
666,232305,131,1064,BIG PINE CREEK CAMPGROUND,-118.4325,37.125833,30,CAMPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,232306,131,1051,GUANELLA PASS,-105.716111,39.612778,18,CAMPING,FISHING,HIKING,SCENIC DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,
668,232307,131,1030,IRON SPRINGS GROUP ASHLEY,-109.557778,40.702222,2,CAMPING,BIKING,HIKING,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,232308,131,1087,OSCEOLA VISTA CAMPGROUND,-71.515833,43.967778,15,BOATING,CAMPING,BIKING,HIKING,HORSEBACK RIDING,WINTER SPORTS,,,,,,,,,,,,,,,,,,,,,,,,
670,232309,131,1023,BIG TRINITY CABIN,-115.436944,43.628889,1,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,CANOEING,NON-MOTORIZED BOATING,,,,,,,,,,,,,,,,,,,,,,,
671,232310,131,1023,HELENDE,-115.475833,44.092778,10,BOATING,CAMPING,FISHING,WILDLIFE VIEWING,BIKING,HIKING,HUNTING,HISTORIC , CULTURAL SITE,,,,,,,,,,,,,,,,,,,,,
