facilityid,#tenting,#group,#remote,#structured_RV,tenting,group,remote,structured_RV,totalbeforetax,numberofpeople,reservation_days,days_stay,FacilityName,FacilityLongitude,FacilityLatitude,tenting_demand,group_demand,remote_demand,structured_RV_demand,Year
251712,21.0,0.0,0.0,1.0,202.0,0.0,0.0,0.0,39.0,3.0,12.0,2.0,Fourmile Lake Campground,-122.25,42.47,9.619047619047619,,,0.0,2016
251713,21.0,0.0,0.0,1.0,242.0,0.0,0.0,0.0,40.68,4.0,22.0,2.0,HUMBUG CAMPGROUND,-122.077317,44.770653,11.523809523809524,,,0.0,2016
251722,28.0,0.0,0.0,1.0,454.0,0.0,0.0,0.0,41.0,4.0,51.0,2.0,LITTLE CULTUS CAMPGROUND,-121.863069,43.801019000000004,16.214285714285715,,,0.0,2016
251769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,89.0,2.0,147.0,2.0,FREMONT POINT CABIN,-120.83444399999999,42.866667,,,,71.0,2016
251855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,179.0,6.0,29.0,2.0,CROCKER GUARD STATION,-120.42368300000001,39.89353300000001,,,,15.0,2016
251883,15.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,31.5,2.0,16.5,3.0,KELSAY VALLEY HORSE CAMP,-122.09611399999999,43.318239,2.0,,,0.0,2016
251884,12.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,29.0,4.0,17.0,2.0,AMERICAN FORKS CAMPGROUND,-121.16243100000001,46.977342,18.75,,,,2016
251885,5.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,29.0,4.0,27.0,3.0,CANTON CREEK CAMPGROUND,-122.72638899999998,43.307221999999996,18.6,,,,2016
251886,13.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,29.0,3.0,8.0,2.0,INLET CAMPGROUND,-122.15535,43.312114,2.0,,,,2016
251887,9.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,29.0,3.0,12.0,2.0,BOULDER FLAT CAMPGROUND,-122.647222,43.055556,8.555555555555555,,,,2016
251894,15.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,29.0,5.0,18.0,2.0,EAST LEMOLO CAMPGROUND,-122.198022,43.312781,2.466666666666667,,,,2016
251895,5.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,29.0,3.5,11.5,2.0,BUNKER HILL CAMPGROUND,-122.19721899999999,43.312781,4.4,,,,2016
251906,60.0,1.0,0.0,18.0,3441.0,47.0,0.0,86.0,23.0,3.0,26.0,2.0,SOL DUC HOT SPRINGS RESORT CAMPGROUND,-123.857825,47.966753000000004,57.35,47.0,,4.777777777777778,2016
251907,32.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,24.0,3.0,10.5,2.0,TOKETEE LAKE CAMPGROUND,-122.4041,43.273817,5.375,,,,2016
251911,0.0,3.0,0.0,0.0,0.0,45.0,0.0,0.0,109.0,31.0,170.0,2.0,South Shore Group Campground,-121.14916699999999,44.491667,,15.0,,,2016
251940,9.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,37.0,4.0,6.0,2.0,NORTH FORK CAMPGROUND (OR),-122.360514,42.377264000000004,5.888888888888889,,,,2016
251981,34.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,57.0,3.0,7.0,3.0,WHISKEY SPRINGS CAMPGROUND,-122.41763300000001,42.492789,3.4411764705882355,,,,2016
252035,7.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,38.0,5.0,5.0,3.0,FOURBIT FORD CAMPGROUND,-122.403444,42.500889,2.7142857142857144,,,,2016
252036,8.0,1.0,0.0,0.0,152.0,0.0,0.0,0.0,33.0,2.0,17.0,3.0,BONAPARTE LAKE CAMPGROUND,-119.057419,48.792464,19.0,0.0,,,2016
252282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,249.0,3.0,12.5,2.0,CRESCENT LAKE GUARD STATION,-121.97,43.501111,,,,18.0,2016
231947,0.0,3.0,0.0,0.0,0.0,92.0,0.0,0.0,130.0,30.0,95.0,2.0,FALCON GROUP,-117.460278,33.655833,,30.666666666666668,,,2017
231949,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,159.0,50.0,125.0,2.0,CRESTLINE PICNIC GROUND,-116.864722,33.312778,,27.0,,,2017
231950,0.0,5.0,0.0,0.0,0.0,76.0,0.0,0.0,100.0,30.0,92.0,2.0,EL PRADO GROUP,-116.455556,32.886944,,15.2,,,2017
231951,0.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,204.0,40.0,150.5,2.0,HORSE HEAVEN GROUP,-116.44083300000001,32.8875,,16.0,,,2017
231952,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,229.0,35.0,133.5,2.0,WOODED HILL GROUP,-116.42,32.850278,,10.0,,,2017
231953,0.0,2.0,0.0,0.0,0.0,33.0,0.0,0.0,59.0,15.0,63.0,3.0,MIDDLE MEADOWS,-120.46611100000001,39.051111,,16.5,,,2017
231954,55.0,0.0,9.0,0.0,859.0,0.0,163.0,0.0,45.5,5.0,130.0,3.0,WRIGHTS LAKE,-120.23111100000001,38.849444,15.618181818181819,,18.11111111111111,,2017
231955,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,50.0,12.0,42.0,2.0,OBSIDIAN FLAT,-119.016667,37.733333,,29.0,,,2017
231956,0.0,3.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,10.0,141.5,2.0,AGNEW MEADOWS GROUP CAMP,-119.089444,37.682221999999996,,32.0,,,2017
231957,0.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,19.0,20.0,177.5,3.0,PUMICE FLAT GROUP CAMP,-119.07361100000001,37.648889000000004,,16.0,,,2017
231958,35.0,1.0,3.0,1.0,1117.0,34.0,155.0,0.0,60.0,6.0,71.0,2.0,ARROYO SECO,-121.47861100000001,36.239722,31.914285714285715,34.0,51.666666666666664,0.0,2017
231959,37.0,3.0,0.0,0.0,2521.0,91.0,0.0,0.0,45.0,4.0,98.0,2.0,PLASKETT CREEK CAMPGROUND,-121.465,35.91722199999999,68.13513513513513,30.333333333333332,,,2017
231960,0.0,5.0,0.0,0.0,0.0,140.0,0.0,0.0,259.0,50.0,115.0,2.0,SAGE HILL,-119.79111100000001,34.539167,,28.0,,,2017
231961,6.0,0.0,2.0,0.0,177.0,0.0,35.0,0.0,70.0,5.0,16.0,2.0,UPPER OSO CAMPGROUND,-119.75388899999999,34.555833,29.5,,17.5,,2017
231963,10.0,1.0,0.0,14.0,327.0,12.0,0.0,0.0,54.0,4.0,108.0,3.0,LAKES BASIN,-120.65777800000001,39.666667,32.7,12.0,,0.0,2017
231964,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,210.0,15.0,43.0,2.0,Big Pine Equestrian Group Campground,-116.685556,34.316944,,17.0,,,2017
231965,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,249.0,30.0,122.0,2.0,BLUFF MESA GROUP CAMP,-116.975,34.223333000000004,,29.0,,,2017
231966,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,249.0,25.0,110.5,2.0,BOULDER GROUP CAMP,-116.975,34.223333000000004,,24.0,,,2017
231967,0.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,249.0,40.0,84.5,2.0,BUTTERCUP GROUP CAMP,-116.880278,34.235278,,34.0,,,2017
231968,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,249.0,25.0,111.5,2.0,DEER GROUP CAMP,-116.91416699999999,34.225,,26.0,,,2017
231969,15.0,0.0,0.0,7.0,373.0,0.0,0.0,0.0,30.0,4.0,33.0,2.0,FERN BASIN,-116.737778,33.788610999999996,24.866666666666667,,,0.0,2017
231970,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,250.0,40.0,44.0,2.0,GRAYS PEAK GROUP CAMP,-116.970556,34.273333,,25.0,,,2017
231971,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,209.0,20.0,35.0,2.0,IRONWOOD GROUP CAMP,-117.011944,34.303889,,23.0,,,2017
231972,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,249.0,25.0,44.0,2.0,JUNIPER SPRINGS GROUP CAMP,-116.71638899999999,34.219722,,25.0,,,2017
231973,16.0,0.0,0.0,9.0,541.0,0.0,0.0,0.0,29.0,4.0,53.0,2.0,MARION MOUNTAIN,-116.731944,33.791667,33.8125,,,0.0,2017
231974,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,249.0,30.0,83.5,2.0,TANGLEWOOD GROUP CAMP,-116.86444399999999,34.292221999999995,,26.0,,,2017
231975,52.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,68.0,5.0,37.0,2.0,BARTON FLATS,-116.874444,34.172222,35.92307692307692,,,,2017
231976,51.0,3.0,0.0,0.0,1435.0,83.0,0.0,0.0,64.0,6.0,36.0,2.0,SAN GORGONIO,-116.86638899999998,34.174444,28.137254901960784,27.666666666666668,,,2017
231977,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,295.0,50.0,104.0,2.0,PROSSER RANCH GROUP,-120.1552,39.378797,,30.0,,,2017
231978,81.0,0.0,0.0,41.0,1940.0,0.0,0.0,0.0,50.0,4.0,69.0,2.0,SANDBEACH,-123.959722,45.283889,23.950617283950617,,,0.0,2017
231979,183.0,6.0,0.0,0.0,1110.0,46.0,0.0,0.0,39.0,3.0,39.0,2.0,BROKEN ARROW CAMPGROUND,-122.143056,43.134722,6.065573770491803,7.666666666666667,,,2017
231980,232.0,0.0,0.0,6.0,6899.0,0.0,0.0,0.0,35.0,2.0,21.0,2.0,DIAMOND LAKE,-122.13305600000001,43.161111,29.737068965517242,,,0.0,2017
231981,60.0,1.0,0.0,0.0,344.0,6.0,0.0,0.0,55.0,4.0,51.0,3.0,POOLE CREEK,-122.197222,43.312778,5.733333333333333,6.0,,,2017
231983,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,69.0,15.0,169.5,2.0,ROARING RIVER (GROUP),-122.102222,43.935833,,18.0,,,2017
231984,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,70.0,25.0,112.0,3.0,HORSE CREEK GROUP CAMPGROUND,-122.153333,44.162222,,9.0,,,2017
231985,18.0,0.0,0.0,1.0,450.0,0.0,0.0,0.0,41.78,3.0,46.0,2.0,MCKENZIE BRIDGE,-122.175,44.175,25.0,,,0.0,2017
231986,59.0,0.0,0.0,1.0,1354.0,0.0,0.0,0.0,49.08,3.0,108.0,2.0,PARADISE IN OREGON,-122.09611100000001,44.186111,22.949152542372882,,,0.0,2017
231987,38.0,1.0,0.0,0.0,415.0,3.0,0.0,0.0,50.0,4.0,110.5,3.0,EAST SULLIVAN,-117.28277800000001,48.861389,10.921052631578947,3.0,,,2017
231988,18.0,1.0,0.0,0.0,204.0,12.0,0.0,0.0,41.0,4.0,84.5,3.0,NOISY CREEK,-117.27861100000001,48.783889,11.333333333333334,12.0,,,2017
231989,6.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,46.0,4.0,129.0,3.0,WEST SULLIVAN,-117.28833300000001,48.861389,22.0,,,,2017
232018,27.0,0.0,0.0,1.0,475.0,0.0,0.0,0.0,42.0,3.0,92.0,2.0,Beckler River Campground,-121.332222,47.735833,17.59259259259259,,,0.0,2017
232020,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,109.0,18.5,157.5,2.0,BLACK MOUNTAIN (SAN BERNARDINO),-116.73888899999999,33.834167,,30.0,,,2017
232021,0.0,4.0,0.0,0.0,0.0,74.0,0.0,0.0,170.0,30.0,86.0,2.0,BLACK OAK,-120.5875,38.904167,,18.5,,,2017
232022,16.0,0.0,0.0,19.0,490.0,0.0,0.0,0.0,29.0,5.0,35.0,2.0,BOULDER BASIN,-116.75388899999999,33.826389,30.625,,,0.0,2017
232023,8.0,1.0,0.0,5.0,175.0,21.0,0.0,0.0,38.0,3.0,49.5,2.0,Boulder Creek Campground,-121.693611,48.714166999999996,21.875,21.0,,0.0,2017
232030,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,210.0,25.0,47.5,2.0,COON CREEK GROUP CAMPGROUND,-116.70944399999999,34.148889000000004,,18.0,,,2017
232031,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,214.5,50.0,131.5,2.0,COUNCIL,-116.881667,34.171389000000005,,32.0,,,2017
232032,0.0,4.0,0.0,0.0,0.0,65.0,0.0,0.0,174.0,25.0,80.0,3.0,COYOTE GROUP,-120.410556,39.135556,,16.25,,,2017
232033,41.0,0.0,0.0,2.0,730.0,0.0,0.0,0.0,46.0,3.0,40.0,2.0,The Dalles Campground,-121.583056,47.078333,17.804878048780488,,,0.0,2017
232035,23.0,1.0,0.0,10.0,684.0,28.0,0.0,328.0,46.0,4.0,61.5,2.0,Denny Creek Campground,-121.442778,47.411944,29.73913043478261,28.0,,32.8,2017
232037,68.0,0.0,0.0,19.0,3474.0,0.0,0.0,1029.0,62.0,4.0,38.0,2.0,DOGWOOD                                      ,-117.209167,34.235278,51.088235294117645,,,54.1578947368421,2017
232038,25.0,0.0,0.0,0.0,731.0,0.0,0.0,0.0,45.0,2.0,69.0,2.0,Douglas Fir Campground,-121.918056,48.902221999999995,29.24,,,,2017
232043,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,259.0,45.0,124.0,2.0,Excelsior Group Camp,-121.817778,48.906389000000004,,12.5,,,2017
232045,0.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,274.0,37.5,177.5,2.0,FORBES CREEK,-120.781944,39.131111,,11.0,,,2017
232047,68.0,0.0,0.0,1.0,642.0,0.0,0.0,0.0,57.0,5.0,25.0,2.0,FRENCH MEADOWS,-120.42388899999999,39.113889,9.441176470588236,,,0.0,2017
232048,0.0,3.0,0.0,0.0,0.0,51.0,0.0,0.0,174.0,25.0,100.0,2.0,GATES GROUP,-120.409167,39.141389000000004,,17.0,,,2017
232049,50.0,0.0,0.0,0.0,927.0,0.0,0.0,0.0,60.0,4.0,105.0,3.0,GERLE CREEK,-120.391667,38.975,18.54,,,,2017
232052,31.0,0.0,0.0,0.0,976.0,0.0,0.0,0.0,41.5,4.0,36.0,2.0,GRAYS MEADOWS,-118.295,36.768889,31.483870967741936,,,,2017
232053,0.0,2.0,0.0,0.0,0.0,42.0,0.0,0.0,130.0,25.0,155.5,3.0,GREEN CREEK GROUP,-119.27611100000001,38.110833,,21.0,,,2017
232054,26.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,55.0,5.0,41.0,2.0,GREEN VALLEY,-117.061944,34.244721999999996,39.42307692307692,,,,2017
232057,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,789.5,40.0,211.0,3.0,HEART BAR EQUESTRIAN,-116.78583300000001,34.158611,,10.0,,,2017
232058,28.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,46.0,3.0,93.0,3.0,HONEYMOON FLAT,-119.32,38.201389,14.035714285714286,,,,2017
232059,37.0,3.0,0.0,1.0,820.0,51.0,0.0,0.0,46.0,4.0,92.0,2.0,Horseshoe Cove Campground,-121.67638899999999,48.671944,22.16216216216216,17.0,,0.0,2017
232061,82.0,0.0,0.0,0.0,1696.0,0.0,0.0,0.0,60.0,5.0,126.0,3.0,ICE HOUSE,-120.35888899999999,38.823333,20.682926829268293,,,,2017
232064,144.0,1.0,0.0,3.0,3321.0,19.0,0.0,0.0,51.0,4.0,36.0,2.0,KACHESS,-121.243425,47.354836,23.0625,19.0,,0.0,2017
232068,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,609.0,75.0,133.5,2.0,LOBO GROUP,-116.8625,34.175556,,32.0,,,2017
232069,24.0,1.0,3.0,0.0,1376.0,44.0,208.0,0.0,32.0,3.0,46.0,1.0,LONE PINE,-118.18480600000001,36.597611,57.333333333333336,44.0,69.33333333333333,,2017
232070,59.0,3.0,0.0,3.0,1305.0,50.0,0.0,34.0,59.0,4.0,78.0,3.0,LOON LAKE,-120.33,38.983333,22.11864406779661,16.666666666666668,,11.333333333333334,2017
232072,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,210.0,30.0,164.0,2.0,Miller River Group Camp,-121.3925,47.691111,,16.0,,,2017
232074,23.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,46.0,4.0,58.5,2.0,Money Creek Campground,-121.395556,47.721111,19.043478260869566,,,,2017
232077,10.0,0.0,7.0,14.0,790.0,0.0,444.0,0.0,0.0,4.0,83.0,1.0,ONION VALLEY,-118.345556,36.774722,79.0,,63.42857142857143,0.0,2017
232079,20.0,0.0,0.0,1.0,500.0,0.0,0.0,30.0,67.0,4.0,123.5,3.0,PAHA,-119.325,38.179167,25.0,,,30.0,2017
232081,14.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,41.0,3.0,118.0,2.0,Panorama Point Campground,-121.67222199999999,48.72277800000001,26.071428571428573,,,,2017
232082,9.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,34.0,3.0,48.0,2.0,Park Creek Campground,-121.67222199999999,48.72277800000001,14.11111111111111,,,,2017
232083,111.0,1.0,0.0,72.0,1132.0,0.0,0.0,0.0,60.0,6.0,133.5,3.0,SUNSET-UNION VALLEY,-120.405,38.865833,10.198198198198199,0.0,,0.0,2017
232090,8.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,56.0,4.0,112.0,4.0,ROBINSON CREEK NORTH,-119.3175,38.186111,26.75,,,,2017
232094,66.0,0.0,0.0,0.0,1527.0,0.0,0.0,0.0,52.0,4.0,90.0,2.0,SALMON LA SAC,-121.098611,47.398333,23.136363636363637,,,,2017
232096,19.0,0.0,0.0,1.0,372.0,0.0,0.0,0.0,38.0,4.0,63.0,2.0,Shannon Creek Campground,-121.596667,48.740278,19.57894736842105,,,0.0,2017
232099,18.0,0.0,0.0,1.0,584.0,0.0,0.0,0.0,41.0,2.0,76.0,2.0,Silver Fir Campground,-121.70166699999999,48.903056,32.44444444444444,,,0.0,2017
232100,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,210.0,25.0,66.5,2.0,SKYLINE,-116.783056,34.155556,,22.0,,,2017
232107,39.0,0.0,0.0,0.0,583.0,0.0,0.0,0.0,54.0,4.0,30.0,2.0,STUMPY MEADOWS,-120.59166699999999,38.904167,14.948717948717949,,,,2017
232113,46.0,0.0,0.0,1.0,673.0,0.0,0.0,0.0,42.0,4.0,31.0,2.0,Tinkham Campground,-121.581667,47.405833,14.630434782608695,,,0.0,2017
232117,28.0,0.0,0.0,1.0,516.0,0.0,0.0,27.0,19.0,4.0,132.0,3.0,TRUMBULL LAKE,-119.257222,38.050556,18.428571428571427,,,27.0,2017
232118,17.0,0.0,0.0,1.0,341.0,0.0,0.0,0.0,41.0,4.0,63.0,2.0,Turlo Campground,-121.790278,48.095556,20.058823529411764,,,0.0,2017
232119,10.0,0.0,3.0,1.0,304.0,0.0,100.0,32.0,61.0,3.0,131.0,3.0,LOWER TWIN LAKES AT BRIDGEPORT,-119.331111,38.172778,30.4,,33.333333333333336,32.0,2017
232120,24.0,0.0,0.0,2.0,545.0,0.0,0.0,0.0,45.0,4.0,85.0,2.0,Verlot Campground,-121.784722,48.091667,22.708333333333332,,,0.0,2017
232121,0.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,304.0,20.0,96.0,3.0,WENCH CREEK,-120.377222,38.890278,,8.5,,,2017
232123,25.0,3.0,1.0,19.0,2101.0,239.0,60.0,0.0,34.0,4.0,111.0,2.0,WHITNEY PORTAL,-118.229778,36.589861,84.04,79.66666666666667,60.0,0.0,2017
232125,19.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,60.0,6.0,79.0,2.0,YELLOWJACKET,-120.391667,38.891667,22.63157894736842,,,,2017
232136,122.0,1.0,0.0,0.0,4155.0,19.0,0.0,0.0,63.0,4.0,45.0,2.0,DINKEY CREEK,-119.15388899999999,37.073056,34.057377049180324,19.0,,,2017
232137,17.0,0.0,0.0,27.0,322.0,0.0,0.0,0.0,60.0,4.0,50.0,2.0,FRENCHMAN,-120.18666699999999,39.899722,18.941176470588236,,,0.0,2017
232138,67.0,0.0,0.0,22.0,1482.0,0.0,0.0,0.0,60.0,4.0,38.0,2.0,WHEELER GORGE,-119.27361100000002,34.511944,22.119402985074625,,,0.0,2017
232181,18.0,0.0,0.0,3.0,27.0,0.0,0.0,8.0,0.0,4.0,140.0,2.0,CARTER LAKE,-124.146111,43.856667,1.5,,,2.6666666666666665,2017
232182,58.0,0.0,0.0,10.0,1402.0,0.0,0.0,226.0,69.0,4.0,110.0,3.0,DRIFTWOOD,-124.143056,43.883889,24.17241379310345,,,22.6,2017
232183,65.0,0.0,0.0,5.0,1331.0,0.0,0.0,60.0,85.0,4.0,133.0,4.0,HORSFALL ,-124.244444,43.445833,20.476923076923075,,,12.0,2017
232184,12.0,0.0,0.0,1.0,94.0,0.0,0.0,0.0,9.5,3.5,42.0,3.0,WILD MARE HORSE CAMP,-124.267222,43.454444,7.833333333333333,,,0.0,2017
232185,21.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,42.0,4.0,71.5,2.0,HOPE VALLEY,-119.930125,38.897278,21.142857142857142,,,,2017
232186,25.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,4.0,113.0,2.0,MOUNT ROSE (NV) ,-119.897361,39.312278000000006,11.24,,,,2017
232187,22.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,42.0,4.0,35.0,2.0,Silver Creek,-119.787167,38.588972,11.954545454545455,,,,2017
232234,84.0,0.0,0.0,23.0,472.0,41.0,0.0,0.0,70.0,5.0,53.0,4.0,HAYWARD FLAT,-122.769167,40.874444,5.619047619047619,inf,,0.0,2017
232235,60.0,0.0,0.0,25.0,595.0,43.0,0.0,0.0,69.0,5.0,51.5,3.0,TANNERY,-122.848056,40.836667,9.916666666666666,inf,,0.0,2017
232236,0.0,2.0,0.0,0.0,0.0,60.0,0.0,0.0,159.0,20.0,139.5,2.0,BIG PINE CANYON,-118.42222199999999,37.12833300000001,,30.0,,,2017
232237,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,159.0,20.0,124.0,2.0,BISHOP PARK GROUP,-118.593333,37.243889,,32.0,,,2017
232238,28.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,56.0,3.0,39.0,3.0,MCGEE CREEK,-118.784722,37.564444,17.857142857142858,,,,2017
232239,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,127.0,13.5,187.0,2.5,ROCK CREEK LAKE GROUP CAMP,-118.73901399999998,37.453821999999995,,10.0,,,2017
232240,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,159.0,10.0,160.0,2.0,TABLE MOUNTAIN (INYO),-118.56833300000001,37.208056,,9.0,,,2017
232241,34.0,0.0,0.0,0.0,519.0,0.0,0.0,0.0,56.0,4.0,73.0,3.0,TUFF CAMPGROUND,-118.66416699999999,37.5625,15.264705882352942,,,,2017
232242,18.0,0.0,0.0,3.0,572.0,0.0,0.0,0.0,54.0,4.0,68.5,3.0,UPPER SAGE FLAT,-118.433889,37.125833,31.77777777777778,,,0.0,2017
232245,15.0,0.0,4.0,0.0,234.0,0.0,0.0,0.0,30.0,3.0,18.0,2.0,GRASSY FLAT CAMPGROUND,-123.88888899999999,41.856389,15.6,,0.0,,2017
232246,19.0,2.0,0.0,34.0,466.0,47.0,0.0,0.0,45.0,4.0,51.0,2.0,ALMANOR,-121.167778,40.216944,24.526315789473685,23.5,,0.0,2017
232247,44.0,2.0,0.0,5.0,274.0,37.0,0.0,46.0,69.0,4.0,32.0,3.0,EAGLE CAMPGROUND,-120.783056,40.54785,6.2272727272727275,18.5,,9.2,2017
232248,9.0,3.0,0.0,0.0,0.0,68.0,0.0,0.0,169.0,25.0,77.0,2.0,HAT CREEK,-121.44555600000001,40.66777800000001,0.0,22.666666666666668,,,2017
232249,67.0,0.0,0.0,0.0,2095.0,0.0,0.0,0.0,64.0,4.0,32.0,2.0,HANNA FLAT,-116.97444399999999,34.287778,31.26865671641791,,,,2017
232250,82.0,0.0,0.0,29.0,5686.0,0.0,0.0,1726.0,62.0,4.0,47.0,2.0,SERRANO,-116.919444,34.261389,69.34146341463415,,,59.51724137931034,2017
232254,195.0,0.0,0.0,0.0,8615.0,0.0,0.0,0.0,52.0,6.0,82.0,3.0,PINECREST,-119.997222,38.19083300000001,44.17948717948718,,,,2017
232260,72.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,109.0,25.0,140.0,2.0,BIG MEADOW STANISLAUS NATL FS,-120.105,38.416389,0.0,inf,,,2017
232261,26.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,58.0,4.0,29.0,2.0,HAMPSHIRE ROCKS,-120.49666699999999,39.310556,11.346153846153847,,,,2017
232262,31.0,0.0,1.0,21.0,922.0,0.0,0.0,0.0,54.0,5.0,59.0,2.0,PIPI CAMPGROUND,-120.4375,38.573611,29.741935483870968,,0.0,0.0,2017
232263,37.0,0.0,4.0,18.0,826.0,0.0,45.0,0.0,58.0,4.0,123.0,3.0,SILVER LAKE EAST- ELDORADO,-119.8875,38.675,22.324324324324323,,11.25,0.0,2017
232264,0.0,2.0,0.0,0.0,0.0,47.0,0.0,0.0,208.0,23.0,102.0,2.0,TUNNEL MILLS II,-120.65166699999999,39.252778,,23.5,,,2017
232265,12.0,0.0,0.0,8.0,141.0,0.0,0.0,106.0,60.0,4.0,33.0,2.0,HALLSTED,-121.07305600000001,40.0175,11.75,,,13.25,2017
232266,0.0,3.0,0.0,0.0,0.0,42.0,0.0,0.0,127.0,25.0,86.0,2.0,HUTCHINS,-121.19916699999999,39.883055999999996,,14.0,,,2017
232267,59.0,0.0,0.0,0.0,638.0,0.0,0.0,0.0,60.0,5.0,41.0,3.0,RED FEATHER CALIFORNIA,-120.953056,39.735278,10.813559322033898,,,,2017
232268,26.0,0.0,0.0,2.0,1093.0,0.0,0.0,0.0,30.54,4.0,86.0,2.0,JUNE LAKE,-119.073889,37.781944,42.03846153846154,,,0.0,2017
232269,139.0,0.0,0.0,0.0,6299.0,0.0,0.0,0.0,32.32,3.0,27.0,2.0,OH RIDGE,-119.06166699999999,37.796944,45.31654676258993,,,,2017
232271,70.0,0.0,15.0,0.0,1781.0,0.0,440.0,0.0,50.7,4.0,50.0,3.0,SHERWIN CREEK,-118.935,37.63,25.442857142857143,,29.333333333333332,,2017
232278,56.0,0.0,0.0,68.0,1343.0,0.0,0.0,0.0,58.0,4.0,32.0,2.0,BURNT RANCHERIA,-116.41611100000001,32.861389,23.982142857142858,,,0.0,2017
232279,85.0,0.0,0.0,26.0,1256.0,0.0,0.0,0.0,57.0,5.0,57.0,2.0,LAGUNA,-116.446389,32.887221999999994,14.776470588235295,,,0.0,2017
232286,47.0,0.0,0.0,0.0,2522.0,0.0,0.0,0.0,63.0,4.0,32.0,2.0,PINEKNOT,-116.88305600000001,34.235278,53.659574468085104,,,,2017
232287,43.0,0.0,0.0,1.0,805.0,0.0,0.0,0.0,52.22,4.0,102.0,3.0,BIG LAKE,-121.870833,44.3775,18.72093023255814,,,0.0,2017
232288,31.0,0.0,0.0,4.0,547.0,0.0,0.0,0.0,48.3,4.0,98.0,2.0,COLD WATER COVE,-121.98888899999999,44.363889,17.64516129032258,,,0.0,2017
232290,0.0,2.0,0.0,52.0,0.0,31.0,0.0,0.0,178.0,25.0,67.0,3.0,GURNSEY CREEK,-121.426667,40.308889,,15.5,,0.0,2017
232293,0.0,3.0,0.0,0.0,0.0,49.0,0.0,0.0,189.0,35.0,87.0,2.0,PIONEER TRAIL,-119.9875,38.1875,,16.333333333333332,,,2017
