facilityid,#tenting,#group,#remote,#structured_RV,tenting,group,remote,structured_RV,totalbeforetax,numberofpeople,reservation_days,days_stay,FacilityName,FacilityLongitude,FacilityLatitude,tenting_demand,group_demand,remote_demand,structured_RV_demand,Year
232068,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,60.0,186.5,2.0,LOBO GROUP,-116.8625,34.175556,,12.0,,,2020
232069,24.0,1.0,3.0,0.0,1922.0,26.0,206.0,0.0,28.0,3.0,30.0,2.0,LONE PINE,-118.18480600000001,36.597611,80.08333333333333,26.0,68.66666666666667,,2020
232070,59.0,3.0,0.0,3.0,2109.0,108.0,0.0,97.0,64.0,4.0,38.0,2.0,LOON LAKE,-120.33,38.983333,35.74576271186441,36.0,,32.333333333333336,2020
232072,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,29.0,363.5,2.0,Miller River Group Camp,-121.3925,47.691111,,16.0,,,2020
232074,23.0,0.0,0.0,0.0,1012.0,0.0,0.0,0.0,52.88,3.0,17.0,2.0,Money Creek Campground,-121.395556,47.721111,44.0,,,,2020
232077,10.0,0.0,7.0,14.0,962.0,0.0,611.0,0.0,28.0,3.0,51.0,1.0,ONION VALLEY,-118.345556,36.774722,96.2,,87.28571428571429,0.0,2020
232079,20.0,0.0,0.0,1.0,690.0,0.0,0.0,40.0,31.0,4.0,62.0,3.0,PAHA,-119.325,38.179167,34.5,,,40.0,2020
232081,14.0,0.0,0.0,0.0,778.0,0.0,0.0,0.0,41.370000000000005,3.0,55.0,2.0,Panorama Point Campground,-121.67222199999999,48.72277800000001,55.57142857142857,,,,2020
232082,9.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,53.5,3.0,13.0,2.0,Park Creek Campground,-121.67222199999999,48.72277800000001,38.44444444444444,,,,2020
232083,111.0,1.0,0.0,72.0,2798.0,48.0,0.0,137.0,64.0,5.0,47.0,2.0,SUNSET-UNION VALLEY,-120.405,38.865833,25.207207207207208,48.0,,1.9027777777777777,2020
232090,8.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,31.0,4.0,41.5,3.0,ROBINSON CREEK NORTH,-119.3175,38.186111,40.0,,,,2020
232094,66.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.0,50.0,4.0,53.5,2.0,SALMON LA SAC,-121.098611,47.398333,30.424242424242426,,,,2020
232096,19.0,0.0,0.0,1.0,902.0,0.0,0.0,0.0,37.66,3.0,27.0,2.0,Shannon Creek Campground,-121.596667,48.740278,47.473684210526315,,,0.0,2020
232099,18.0,0.0,0.0,1.0,582.0,0.0,0.0,0.0,0.0,3.0,148.5,2.0,Silver Fir Campground,-121.70166699999999,48.903056,32.333333333333336,,,0.0,2020
232100,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,25.0,147.0,2.0,SKYLINE,-116.783056,34.155556,,15.0,,,2020
232107,39.0,0.0,0.0,0.0,946.0,0.0,0.0,0.0,56.0,4.0,21.0,2.0,STUMPY MEADOWS,-120.59166699999999,38.904167,24.256410256410255,,,,2020
232113,46.0,0.0,0.0,1.0,1561.0,0.0,0.0,0.0,44.38,3.0,18.0,2.0,Tinkham Campground,-121.581667,47.405833,33.93478260869565,,,0.0,2020
232117,28.0,0.0,0.0,1.0,1128.0,0.0,0.0,35.0,31.0,4.0,72.0,2.0,TRUMBULL LAKE,-119.257222,38.050556,40.285714285714285,,,35.0,2020
232118,17.0,0.0,0.0,1.0,824.0,0.0,0.0,0.0,41.0,3.0,30.5,2.0,Turlo Campground,-121.790278,48.095556,48.470588235294116,,,0.0,2020
232119,10.0,0.0,3.0,1.0,391.0,0.0,176.0,41.0,34.0,3.0,86.0,3.0,LOWER TWIN LAKES AT BRIDGEPORT,-119.331111,38.172778,39.1,,58.666666666666664,41.0,2020
232120,24.0,0.0,0.0,2.0,1294.0,0.0,0.0,0.0,42.61,4.0,29.0,2.0,Verlot Campground,-121.784722,48.091667,53.916666666666664,,,0.0,2020
232121,0.0,2.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,31.0,259.0,3.0,WENCH CREEK,-120.377222,38.890278,,33.0,,,2020
232123,25.0,3.0,1.0,19.0,2411.0,193.0,79.0,0.0,18.0,4.0,92.0,2.0,WHITNEY PORTAL,-118.229778,36.589861,96.44,64.33333333333333,79.0,0.0,2020
232125,19.0,0.0,0.0,0.0,830.0,0.0,0.0,0.0,64.0,4.0,34.0,2.0,YELLOWJACKET,-120.391667,38.891667,43.68421052631579,,,,2020
232136,122.0,1.0,0.0,0.0,6312.0,28.0,0.0,0.0,34.0,5.0,26.0,2.0,DINKEY CREEK,-119.15388899999999,37.073056,51.73770491803279,28.0,,,2020
232137,17.0,0.0,0.0,27.0,712.0,0.0,0.0,0.0,48.0,4.0,36.5,2.0,FRENCHMAN,-120.18666699999999,39.899722,41.88235294117647,,,0.0,2020
232138,67.0,0.0,0.0,22.0,3439.0,0.0,0.0,0.0,33.0,4.0,21.0,2.0,WHEELER GORGE,-119.27361100000002,34.511944,51.32835820895522,,,0.0,2020
232181,18.0,0.0,0.0,3.0,592.0,0.0,0.0,132.0,52.0,4.0,17.0,2.0,CARTER LAKE,-124.146111,43.856667,32.888888888888886,,,44.0,2020
232182,58.0,0.0,0.0,10.0,1949.0,0.0,0.0,366.0,33.0,4.0,76.0,3.0,DRIFTWOOD,-124.143056,43.883889,33.60344827586207,,,36.6,2020
232183,65.0,0.0,0.0,5.0,1910.0,0.0,0.0,97.0,58.0,4.0,58.0,3.0,HORSFALL ,-124.244444,43.445833,29.384615384615383,,,19.4,2020
232184,12.0,0.0,0.0,1.0,267.0,0.0,0.0,0.0,52.0,3.0,20.0,3.0,WILD MARE HORSE CAMP,-124.267222,43.454444,22.25,,,0.0,2020
232185,21.0,0.0,0.0,0.0,738.0,0.0,0.0,0.0,30.0,3.0,42.0,2.0,HOPE VALLEY,-119.930125,38.897278,35.142857142857146,,,,2020
232187,22.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,44.0,3.0,24.0,2.0,Silver Creek,-119.787167,38.588972,25.454545454545453,,,,2020
232234,84.0,0.0,0.0,23.0,1252.0,0.0,0.0,0.0,54.0,4.0,20.5,3.0,HAYWARD FLAT,-122.769167,40.874444,14.904761904761905,,,0.0,2020
232235,60.0,0.0,0.0,25.0,1398.0,0.0,0.0,0.0,54.0,4.0,22.0,3.0,TANNERY,-122.848056,40.836667,23.3,,,0.0,2020
232236,0.0,2.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,24.5,183.0,3.0,BIG PINE CANYON,-118.42222199999999,37.12833300000001,,28.0,,,2020
232237,0.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,21.0,226.0,3.0,BISHOP PARK GROUP,-118.593333,37.243889,,36.0,,,2020
232238,28.0,0.0,0.0,0.0,889.0,0.0,0.0,0.0,33.0,3.0,28.0,2.0,MCGEE CREEK,-118.784722,37.564444,31.75,,,,2020
232239,0.0,1.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,15.0,297.0,3.0,ROCK CREEK LAKE GROUP CAMP,-118.73901399999998,37.453821999999995,,44.0,,,2020
232240,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,346.0,3.0,TABLE MOUNTAIN (INYO),-118.56833300000001,37.208056,,40.0,,,2020
232241,34.0,0.0,0.0,0.0,1072.0,0.0,0.0,0.0,33.0,4.0,33.5,2.0,TUFF CAMPGROUND,-118.66416699999999,37.5625,31.529411764705884,,,,2020
232242,18.0,0.0,0.0,3.0,811.0,0.0,0.0,0.0,33.0,3.0,38.0,2.0,UPPER SAGE FLAT,-118.433889,37.125833,45.05555555555556,,,0.0,2020
232245,15.0,0.0,4.0,0.0,382.0,0.0,0.0,0.0,18.0,2.0,10.0,2.0,GRASSY FLAT CAMPGROUND,-123.88888899999999,41.856389,25.466666666666665,,0.0,,2020
232246,19.0,2.0,0.0,34.0,314.0,42.0,0.0,0.0,0.0,4.0,129.0,3.0,ALMANOR,-121.167778,40.216944,16.526315789473685,21.0,,0.0,2020
232247,44.0,2.0,0.0,5.0,635.0,56.0,0.0,69.0,48.0,4.0,17.0,3.0,EAGLE CAMPGROUND,-120.783056,40.54785,14.431818181818182,28.0,,13.8,2020
232248,9.0,3.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,20.0,85.0,3.0,HAT CREEK,-121.44555600000001,40.66777800000001,0.0,22.333333333333332,,,2020
232249,67.0,0.0,0.0,0.0,4152.0,0.0,0.0,0.0,66.0,4.0,14.0,2.0,HANNA FLAT,-116.97444399999999,34.287778,61.97014925373134,,,,2020
232250,82.0,0.0,0.0,29.0,7637.0,0.0,0.0,2024.0,37.0,4.0,30.0,2.0,SERRANO,-116.919444,34.261389,93.13414634146342,,,69.79310344827586,2020
232254,195.0,0.0,0.0,0.0,12692.0,0.0,0.0,0.0,32.0,5.0,40.0,2.0,PINECREST,-119.997222,38.19083300000001,65.08717948717948,,,,2020
232260,72.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,18.0,15.0,39.0,2.0,BIG MEADOW STANISLAUS NATL FS,-120.105,38.416389,0.0,inf,,,2020
232261,26.0,0.0,0.0,0.0,914.0,0.0,0.0,0.0,32.0,4.0,24.5,2.0,HAMPSHIRE ROCKS,-120.49666699999999,39.310556,35.15384615384615,,,,2020
232262,31.0,0.0,1.0,21.0,1571.0,0.0,0.0,0.0,32.0,4.0,42.0,2.0,PIPI CAMPGROUND,-120.4375,38.573611,50.67741935483871,,0.0,0.0,2020
232263,37.0,0.0,4.0,18.0,61.0,0.0,5.0,0.0,0.0,6.0,181.0,4.0,SILVER LAKE EAST- ELDORADO,-119.8875,38.675,1.6486486486486487,,1.25,0.0,2020
232264,0.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,20.0,126.0,3.0,TUNNEL MILLS II,-120.65166699999999,39.252778,,25.0,,,2020
232265,12.0,0.0,0.0,8.0,257.0,0.0,0.0,181.0,38.0,4.0,20.0,2.0,HALLSTED,-121.07305600000001,40.0175,21.416666666666668,,,22.625,2020
232266,0.0,3.0,0.0,0.0,0.0,90.0,0.0,0.0,113.0,12.0,45.0,3.0,HUTCHINS,-121.19916699999999,39.883055999999996,,30.0,,,2020
232267,59.0,0.0,0.0,0.0,1058.0,0.0,0.0,0.0,54.0,4.0,38.0,3.0,RED FEATHER CALIFORNIA,-120.953056,39.735278,17.93220338983051,,,,2020
232268,26.0,0.0,0.0,2.0,1576.0,0.0,0.0,0.0,18.0,4.0,62.5,2.0,JUNE LAKE,-119.073889,37.781944,60.61538461538461,,,0.0,2020
232269,139.0,0.0,0.0,0.0,9309.0,0.0,0.0,0.0,26.79,4.0,36.0,2.0,OH RIDGE,-119.06166699999999,37.796944,66.97122302158273,,,,2020
232270,9.0,9.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,15.0,208.0,3.0,PINE GLEN,-118.955278,37.649167,0.0,22.444444444444443,,,2020
232271,70.0,0.0,15.0,0.0,2809.0,0.0,594.0,0.0,30.12,4.0,28.0,2.0,SHERWIN CREEK,-118.935,37.63,40.128571428571426,,39.6,,2020
232278,56.0,0.0,0.0,68.0,3101.0,0.0,0.0,0.0,62.0,4.0,21.0,2.0,BURNT RANCHERIA,-116.41611100000001,32.861389,55.375,,,0.0,2020
232279,85.0,0.0,0.0,26.0,762.0,0.0,0.0,0.0,0.0,4.0,28.0,2.0,LAGUNA,-116.446389,32.887221999999994,8.964705882352941,,,0.0,2020
232286,47.0,0.0,0.0,0.0,3953.0,0.0,0.0,0.0,39.0,4.0,23.0,2.0,PINEKNOT,-116.88305600000001,34.235278,84.1063829787234,,,,2020
232287,43.0,0.0,0.0,1.0,1175.0,0.0,0.0,0.0,30.9,4.0,60.0,2.0,BIG LAKE,-121.870833,44.3775,27.325581395348838,,,0.0,2020
232288,31.0,0.0,0.0,4.0,1243.0,0.0,0.0,0.0,28.99,3.0,48.0,2.0,COLD WATER COVE,-121.98888899999999,44.363889,40.096774193548384,,,0.0,2020
232290,0.0,2.0,0.0,52.0,0.0,5.0,0.0,0.0,0.0,30.0,216.0,3.0,GURNSEY CREEK,-121.426667,40.308889,,2.5,,0.0,2020
232293,0.0,3.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,40.0,286.0,3.0,PIONEER TRAIL,-119.9875,38.1875,,40.0,,,2020
232295,63.0,0.0,0.0,3.0,2890.0,0.0,0.0,155.0,60.0,4.0,20.0,2.0,HEART BAR CAMPGROUND,-116.78583300000001,34.158611,45.87301587301587,,,51.666666666666664,2020
232296,22.0,0.0,0.0,0.0,1601.0,0.0,0.0,0.0,34.0,4.0,15.0,2.0,NORTH SHORE (CA),-117.16333300000001,34.267222,72.77272727272727,,,,2020
232298,49.0,0.0,0.0,1.0,2651.0,0.0,0.0,0.0,43.48,3.0,25.0,2.0,Silver Springs Campground,-121.53333300000001,46.995556,54.10204081632653,,,0.0,2020
232302,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,20.0,357.0,2.0,RED FIR,-120.3125,39.002221999999996,,24.0,,,2020
232304,0.0,3.0,0.0,0.0,0.0,130.0,0.0,0.0,118.0,20.0,223.5,3.0,NEWBERRY GROUP CAMP SITE,-121.25694399999999,43.706111,,43.333333333333336,,,2020
232305,30.0,0.0,0.0,0.0,1657.0,0.0,0.0,0.0,29.0,4.0,57.0,2.0,BIG PINE CREEK CAMPGROUND,-118.4325,37.125833,55.233333333333334,,,,2020
232315,25.0,0.0,0.0,0.0,817.0,0.0,0.0,0.0,49.48,3.0,27.0,2.0,Troublesome Creek Campground,-121.4025,47.897778,32.68,,,,2020
232316,12.0,0.0,0.0,0.0,401.0,0.0,0.0,0.0,22.0,3.0,16.0,2.0,PATRICK CREEK CAMPGROUND,-123.846667,41.871944,33.416666666666664,,,,2020
232321,43.0,0.0,0.0,1.0,926.0,0.0,0.0,0.0,32.0,4.0,23.0,2.0,WHITE CLOUD,-120.84527800000001,39.320555999999996,21.53488372093023,,,0.0,2020
232322,38.0,0.0,0.0,1.0,1475.0,0.0,0.0,0.0,23.0,3.0,24.0,2.0,PANTHER FLAT CAMPGROUND,-123.93055600000001,41.843056,38.81578947368421,,,0.0,2020
232342,0.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,27.5,74.0,2.0,HOLIDAY GROUP CAMPGROUND,-119.276944,34.517222,,42.0,,,2020
232343,17.0,2.0,0.0,1.0,487.0,25.0,0.0,0.0,62.0,6.0,16.0,2.0,LAKE ALPINE - LODGEPOLE GROUP,-120.105,38.416389,28.647058823529413,12.5,,0.0,2020
232348,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,0.0,14.5,181.0,2.0,LOON LAKE CHALET,-120.32,38.98,,,,58.0,2020
232349,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,5.0,170.0,2.0,ROBBS HUT,-120.40416699999999,38.923611,,,,55.0,2020
232351,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,212.0,2.0,GREEN SPOT EQUESTRIAN GROUP CAMP,-116.80611100000002,34.223333000000004,,3.0,,,2020
232356,57.0,0.0,0.0,1.0,1504.0,0.0,0.0,0.0,44.0,4.0,35.0,2.0,Bumping Lake Campground,-121.30444399999999,46.85527800000001,26.385964912280702,,,0.0,2020
232361,0.0,2.0,0.0,0.0,0.0,44.0,0.0,0.0,158.0,37.5,145.5,3.0,FAWN ,-122.843333,40.844444,,22.0,,,2020
232362,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,353.0,21.5,137.0,3.0,STONEY GROUP SHASTA-TRINITY,-122.850278,40.85138900000001,,28.0,,,2020
232363,2.0,0.0,0.0,10.0,69.0,0.0,0.0,273.0,58.0,4.0,19.0,3.0,BUSHYTAIL,-122.81888899999998,40.855,34.5,,,27.3,2020
232366,41.0,3.0,0.0,0.0,900.0,99.0,0.0,0.0,46.0,6.0,36.0,3.0,WOLF CREEK CALIFORNIA,-120.4,38.883055999999996,21.951219512195124,33.0,,,2020
232367,21.0,1.0,0.0,6.0,805.0,26.0,0.0,0.0,31.0,3.0,57.0,2.0,CRAGS CAMPGROUND,-119.30416699999999,38.173611,38.333333333333336,26.0,,0.0,2020
232371,20.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,3.0,33.0,3.0,YUBA PASS CAMPGROUND,-120.499444,39.6175,6.5,,,,2020
232372,0.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,12.0,237.0,2.0,Beaver Creek Group Camp ,-121.53388899999999,48.082221999999994,,31.0,,,2020
232373,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,15.5,299.5,3.0,Esswine Group Camp,-121.69666699999999,48.073889,,20.0,,,2020
232374,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,20.0,279.5,2.5,Coal Creek Group Camp,-121.556389,48.083611,,24.0,,,2020
232375,0.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,10.5,342.0,3.0,Wiley Creek Group Camp,-121.718333,48.074444,,25.0,,,2020
232377,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,20.0,356.0,2.0,Tulalip Group Camp,-121.59,48.073333,,23.0,,,2020
232386,27.0,0.0,0.0,0.0,1061.0,0.0,0.0,0.0,32.0,4.0,16.0,2.0,CRAB FLATS,-117.08333300000001,34.261666999999996,39.2962962962963,,,,2020
232395,50.0,0.0,0.0,35.0,2218.0,0.0,0.0,80.0,35.0,4.0,32.0,2.0,FRENCH CAMP,-118.67916699999999,37.5525,44.36,,,2.2857142857142856,2020
232396,71.0,0.0,0.0,63.0,3191.0,0.0,0.0,0.0,35.0,4.0,41.0,2.0,EAST FORK CALIFORNIA,-118.7175,37.483610999999996,44.943661971830984,,,0.0,2020
232398,4.0,0.0,0.0,10.0,99.0,0.0,0.0,0.0,32.32,4.0,29.0,3.0,AGNEW HORSE CAMP,-119.09361100000001,37.686111,24.75,,,0.0,2020
232403,15.0,0.0,0.0,1.0,794.0,0.0,0.0,0.0,25.73,2.0,30.0,2.0,OLALLIE ON MCKENZIE HIGHWAY,-122.03888899999998,44.256944,52.93333333333333,,,0.0,2020
232407,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,22.5,192.5,2.5,MINERAL SPRINGS GROUP,-120.697778,47.29277800000001,,24.0,,,2020
232422,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,21.0,211.0,3.0,TRAILHEAD GROUP,-119.2724,37.9642,,23.0,,,2020
232446,61.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,120.0,5.0,31.0,5.0,WAWONA,-119.665,37.573056,0.0,,0.0,0.0,2020
232447,209.0,0.0,0.0,30.0,18591.0,0.0,0.0,2335.0,10.0,4.0,131.0,1.0,UPPER PINES,-119.5625,37.736111,88.95215311004785,,,77.83333333333333,2020
232448,142.0,0.0,0.0,11.0,3186.0,234.0,0.0,0.0,0.0,6.0,135.0,2.0,TUOLUMNE MEADOWS,-119.36,37.871111,22.43661971830986,inf,,0.0,2020
232449,48.0,0.0,0.0,45.0,3088.0,0.0,0.0,688.0,0.0,4.0,139.0,2.0,NORTH PINES,-119.565556,37.741944000000004,64.33333333333333,,,15.28888888888889,2020
232450,54.0,0.0,0.0,21.0,3386.0,0.0,0.0,656.0,0.0,5.0,138.0,2.0,LOWER PINES,-119.566667,37.740833,62.7037037037037,,,31.238095238095237,2020
232451,41.0,4.0,57.0,6.0,2425.0,193.0,2910.0,0.0,0.0,4.0,134.0,2.0,HODGDON MEADOW,-119.86583300000001,37.798889,59.146341463414636,48.25,51.05263157894737,0.0,2020
232452,161.0,0.0,0.0,1.0,2907.0,0.0,0.0,30.0,0.0,5.0,135.0,2.0,CRANE FLAT,-119.844444,37.763889,18.055900621118013,,,30.0,2020
232453,25.0,0.0,0.0,3.0,0.0,47.0,0.0,0.0,0.0,16.0,134.0,3.0,BRIDALVEIL CREEK GROUP AND HORSE CAMP,-119.619722,37.662222,0.0,inf,,0.0,2020
232460,150.0,4.0,24.0,25.0,2849.0,87.0,384.0,640.0,0.0,5.0,167.0,3.0,Dorst Creek Campground-Sequoia and Kings Canyon National Park,-118.809722,36.636111,18.993333333333332,21.75,16.0,25.6,2020
232461,134.0,0.0,47.0,10.0,9326.0,0.0,2571.0,981.0,0.0,4.0,82.5,2.0,Lodgepole Campground-Sequoia and Kings Canyon National Park,-118.7258,36.606711,69.59701492537313,,54.702127659574465,98.1,2020
232464,146.0,1.0,0.0,0.0,9838.0,42.0,0.0,155.0,22.0,3.0,108.0,2.0,KALALOCH,-124.37472199999999,47.613056,67.38356164383562,42.0,,inf,2020
232465,115.0,0.0,0.0,50.0,4135.0,0.0,0.0,86.0,10.0,4.0,107.0,2.0,OHANAPECOSH CAMPGROUND,-121.570278,46.731111,35.95652173913044,,,1.72,2020
232466,80.0,0.0,0.0,43.0,3175.0,0.0,0.0,1996.0,10.0,2.0,83.0,2.0,COUGAR ROCK CAMPGROUND,-121.794444,46.767222,39.6875,,,46.41860465116279,2020
232470,0.0,6.0,0.0,0.0,0.0,422.0,0.0,0.0,40.0,10.0,25.5,1.0,SHEEP PASS GROUP,-116.11805600000001,33.999167,,70.33333333333333,,,2020
232471,0.0,3.0,0.0,0.0,0.0,167.0,0.0,0.0,35.0,11.0,22.0,1.0,COTTONWOOD GROUP,-115.825,33.75,,55.666666666666664,,,2020
232472,96.0,0.0,0.0,18.0,1839.0,598.0,0.0,0.0,10.0,4.0,82.0,2.0,INDIAN COVE CAMPGROUND,-116.155833,34.12,19.15625,inf,,0.0,2020
232473,94.0,0.0,0.0,0.0,1572.0,0.0,0.0,0.0,10.0,4.0,49.5,1.0,BLACK ROCK CAMPGROUND,-116.38916699999999,34.071667,16.72340425531915,,,,2020
232491,5.0,0.0,0.0,0.0,561.0,0.0,0.0,0.0,30.0,6.0,91.0,1.0,KIRBY COVE CAMPGROUND,-122.48888899999999,37.84035,112.2,,,,2020
232497,15.0,0.0,0.0,1.0,1241.0,0.0,0.0,0.0,15.0,3.0,50.0,2.0,SANTA ROSA ISLAND,-120.048147,33.99105,82.73333333333333,,,0.0,2020
232498,30.0,1.0,0.0,0.0,254.0,103.0,0.0,0.0,0.0,6.0,181.0,2.0,SANTA CRUZ SCORPION,-119.56159699999999,34.048244,8.466666666666667,103.0,,,2020
232499,4.0,0.0,0.0,1.0,561.0,0.0,0.0,0.0,15.0,3.0,64.0,1.0,SANTA CRUZ DEL NORTE BACKCOUNTRY,-119.660278,34.010833,140.25,,,0.0,2020
232500,10.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,10.0,4.0,10.0,2.0,SANTA BARBARA ISLAND,-119.02989199999999,33.47985,11.4,,,0.0,2020
232501,9.0,0.0,0.0,1.0,257.0,0.0,0.0,0.0,30.0,2.0,34.0,2.0,SAN MIGUEL ISLAND,-120.34908899999999,34.040603000000004,28.555555555555557,,,0.0,2020
232502,7.0,0.0,0.0,2.0,504.0,0.0,0.0,0.0,15.0,3.0,23.0,1.0,ANACAPA ISLAND,-119.36778899999999,34.014192,72.0,,,0.0,2020
232510,0.0,5.0,0.0,0.0,0.0,136.0,0.0,0.0,10.0,16.0,181.0,2.0,COUGAR ROCK GROUP CAMPGROUND,-121.794444,46.767222,,27.2,,,2020
232753,58.0,0.0,0.0,0.0,1389.0,0.0,0.0,0.0,54.0,4.0,15.0,2.0,ANTLERS,-122.3775,40.8875,23.948275862068964,,,,2020
232754,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,308.0,20.0,172.5,3.0,DEKKAS ROCK,-122.2375,40.874722,,28.0,,,2020
232755,23.0,0.0,0.0,0.0,1556.0,0.0,0.0,0.0,30.0,3.0,17.0,2.0,GOOSE MEADOWS,-120.209167,39.2575,67.65217391304348,,,,2020
232756,10.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,18.0,4.0,47.0,2.0,FIR TOP CAMPGROUND,-120.550278,39.485556,20.5,,,,2020
232757,11.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,4.0,61.0,3.0,FINDLEY CAMPGROUND,-120.55305600000001,39.484722,13.272727272727273,,,,2020
232758,23.0,0.0,0.0,8.0,802.0,0.0,0.0,51.0,54.0,4.0,21.0,2.0,LAKESHORE EAST,-122.388056,40.871944,34.869565217391305,,,6.375,2020
232759,16.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,32.0,4.0,38.0,3.0,WOODCAMP CAMPGROUND,-120.54777800000001,39.485556,29.25,,,,2020
232760,7.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0,31.0,4.0,25.5,2.0,BAILEY COVE,-122.281944,40.801667,66.57142857142857,,,,2020
232761,19.0,0.0,0.0,0.0,636.0,0.0,0.0,0.0,31.0,4.0,25.0,2.0,ELLERY CREEK,-122.24083300000001,40.915833,33.473684210526315,,,,2020
232762,46.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,59.0,3.0,179.0,3.0,HIRZ BAY,-122.253056,40.866667,0.043478260869565216,,,,2020
232763,0.0,1.0,0.0,13.0,0.0,24.0,0.0,0.0,168.0,25.0,46.0,3.0,MOORE CREEK,-122.21777800000001,40.883889,,24.0,,0.0,2020
232764,0.0,1.0,0.0,9.0,0.0,13.0,0.0,0.0,0.0,24.0,198.0,3.0,NELSON POINT,-122.34583300000001,40.848333000000004,,13.0,,0.0,2020
232765,0.0,1.0,0.0,15.0,0.0,25.0,0.0,0.0,308.0,25.0,47.0,3.0,PINE POINT (CA),-122.248056,40.927222,,25.0,,0.0,2020
232766,25.0,0.0,0.0,0.0,769.0,0.0,0.0,0.0,42.0,4.0,41.0,2.0,PASS CREEK CAMPGROUND,-120.534378,39.504067,30.76,,,,2020
232767,44.0,0.0,0.0,0.0,1226.0,0.0,0.0,0.0,32.0,4.0,52.0,2.0,EAST MEADOW CAMPGROUND,-120.5325,39.500833,27.863636363636363,,,,2020
232769,190.0,0.0,0.0,6.0,13118.0,0.0,0.0,554.0,36.0,4.0,33.0,2.0,FALLEN LEAF CAMPGROUND,-120.05,38.926389,69.0421052631579,,,92.33333333333333,2020
232777,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,22.5,354.5,4.0,LOGGER FLAT GROUP,-118.893611,36.775556,,26.0,,,2020
232778,17.0,0.0,0.0,0.0,358.0,0.0,0.0,0.0,40.78,2.0,30.0,3.0,WHITEFISH HORSE CAMP,-122.03138899999999,43.465556,21.058823529411764,,,,2020
232779,0.0,3.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,30.0,324.5,3.0,Simax Group Camp,-121.96194399999999,43.494444,,25.333333333333332,,,2020
232780,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,80.0,364.0,3.0,ASPEN HOLLOW GROUP,-118.902778,36.781110999999996,,27.0,,,2020
232781,64.0,0.0,0.0,3.0,4054.0,0.0,0.0,0.0,37.0,4.0,42.0,2.0,HUME LAKE,-118.90472199999999,36.794722,63.34375,,,0.0,2020
232782,81.0,0.0,0.0,7.0,4853.0,0.0,0.0,0.0,37.0,4.0,26.0,2.0,PRINCESS,-118.936944,36.802778,59.91358024691358,,,0.0,2020
232783,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,50.0,321.0,3.0,COVE GROUP,-118.83805600000001,36.665,,29.0,,,2020
232784,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,77.0,325.0,3.0,FIR GROUP,-118.84166699999999,36.664167,,19.0,,,2020
232785,42.0,1.0,1.0,4.0,2380.0,34.0,46.0,0.0,0.0,4.0,56.0,2.0,STONY CREEK SEQUOIA,-118.831667,36.664722,56.666666666666664,34.0,46.0,0.0,2020
